,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Oil shale,Fossil Peat,Hydro Run-of-river and poundage,Other,Other renewable,Solar,Waste,Wind Onshore
2025-11-29 11:45:00+02:00,,,,,,,,,31.712,,358.9915
2025-11-29 12:00:00+02:00,,,,,,,,,24.803,,357.931466
2025-11-29 12:15:00+02:00,,,,,,,,,18.569,,364.787433
2025-11-29 12:30:00+02:00,,,,,,,,,18.526,,373.088766
2025-11-29 12:45:00+02:00,,,,,,,,,18.03,,507.010733
2025-11-29 13:00:00+02:00,,,,,,,,,12.844,,351.4944
2025-11-29 13:15:00+02:00,,,,,,,,,14.853,,347.0418
2025-11-29 13:30:00+02:00,,,,,,,,,13.701,,341.718466
2025-11-29 13:45:00+02:00,,,,,,,,,9.827,,493.538233
2025-11-29 14:00:00+02:00,,,,,,,,,7.595,,505.515233
2025-11-29 14:15:00+02:00,,,,,,,,,24.893,,498.642166
2025-11-29 14:30:00+02:00,,,,,,,,,7.418,,502.942466
2025-11-29 14:45:00+02:00,,,,,,,,,6.249,,512.172666
2025-11-29 15:00:00+02:00,,,,,,,,,16.632,,495.731766
2025-11-29 15:15:00+02:00,,,,,,,,,3.175,,487.4103
2025-11-29 15:30:00+02:00,,,,,,,,,25.488,,368.3824
2025-11-29 15:45:00+02:00,,,,,,,,,14.057,,361.727
2025-11-29 16:00:00+02:00,,,,,,,,,9.476,,392.280866
2025-11-29 16:15:00+02:00,,,,,,,,,2.036,,385.3171
2025-11-29 16:30:00+02:00,,,,,,,,,0.965,,400.299866
2025-11-29 16:45:00+02:00,,,,,,,,,4.142,,397.6492
2025-11-29 17:00:00+02:00,,,,,,,,,1.551,,401.425866
2025-11-29 17:15:00+02:00,,,,,,,,,31.66,,407.443833
2025-11-29 17:30:00+02:00,,,,,,,,,28.453,,407.2039
2025-11-29 17:45:00+02:00,,,,,,,,,6.422,,474.200233
2025-11-29 18:00:00+02:00,,,,,,,,,15.067,,407.637266
2025-11-29 18:15:00+02:00,,,,,,,,,0.507,,421.368366
2025-11-29 18:30:00+02:00,,,,,,,,,2.03,,442.379
2025-11-29 18:45:00+02:00,,,,,,,,,0.586,,440.8449
2025-11-29 19:00:00+02:00,,,,,,,,,0.504,,418.253166
2025-11-29 19:15:00+02:00,,,,,,,,,0.685,,410.703066
2025-11-29 19:30:00+02:00,,,,,,,,,4.652,,402.1722
2025-11-29 19:45:00+02:00,,,,,,,,,12.866,,392.114866
2025-11-29 20:00:00+02:00,,,,,,,,,8.431,,378.230233
2025-11-29 20:15:00+02:00,,,,,,,,,4.667,,370.020033
2025-11-29 20:30:00+02:00,,,,,,,,,3.79,,362.5087
2025-11-29 20:45:00+02:00,,,,,,,,,0.964,,360.992
2025-11-29 21:00:00+02:00,,,,,,,,,0.39,,327.877466
2025-11-29 21:15:00+02:00,,,,,,,,,0.346,,327.623533
2025-11-29 21:30:00+02:00,,,,,,,,,0.593,,322.1603
2025-11-29 21:45:00+02:00,,,,,,,,,1.027,,312.3992
2025-11-29 22:00:00+02:00,,,,,,,,,0.817,,
2025-11-29 22:15:00+02:00,,,,,,,,,0.522,,
2025-11-29 22:30:00+02:00,,,,,,,,,0.309,,
2025-11-29 22:45:00+02:00,,,,,,,,,2.043,,
2025-11-29 23:00:00+02:00,,,,,,,,,5.155,,
2025-11-29 23:15:00+02:00,,,,,,,,,10.804,,
2025-11-29 23:30:00+02:00,,,,,,,,,6.284,,
2025-11-29 23:45:00+02:00,,,,,,,,,1.123,,
2025-11-30 00:00:00+02:00,,,,,,,,,0.903,,200.000833
2025-11-30 00:15:00+02:00,,,,,,,,,2.42,,210.006466
2025-11-30 00:30:00+02:00,,,,,,,,,1.753,,210.5229
2025-11-30 00:45:00+02:00,,,,,,,,,0.533,,211.406066
2025-11-30 01:00:00+02:00,,,,,,,,,0.043,,
2025-11-30 01:15:00+02:00,,,,,,,,,0.027,,
2025-11-30 01:30:00+02:00,,,,,,,,,0.152,,
2025-11-30 01:45:00+02:00,,,,,,,,,0.026,,
2025-11-30 02:00:00+02:00,,,,,,,,,1.417,,
2025-11-30 02:15:00+02:00,,,,,,,,,1.197,,
2025-11-30 02:30:00+02:00,,,,,,,,,0.556,,
2025-11-30 02:45:00+02:00,,,,,,,,,0.56,,
2025-11-30 03:00:00+02:00,,,,,,,,,1.095,,
2025-11-30 03:15:00+02:00,,,,,,,,,0.492,,
2025-11-30 03:30:00+02:00,,,,,,,,,0.409,,
2025-11-30 03:45:00+02:00,,,,,,,,,2.635,,
2025-11-30 04:00:00+02:00,,,,,,,,,1.645,,
2025-11-30 04:15:00+02:00,,,,,,,,,3.241,,
2025-11-30 04:30:00+02:00,,,,,,,,,2.777,,
2025-11-30 04:45:00+02:00,,,,,,,,,0.397,,
2025-11-30 05:00:00+02:00,,,,,,,,,4.547,,
2025-11-30 05:15:00+02:00,,,,,,,,,20.993,,
2025-11-30 05:30:00+02:00,,,,,,,,,2.226,,
2025-11-30 05:45:00+02:00,,,,,,,,,0.457,,
2025-11-30 06:00:00+02:00,,,,,,,,,0.37,,130.035
2025-11-30 06:15:00+02:00,,,,,,,,,0.337,,127.250233
2025-11-30 06:30:00+02:00,,,,,,,,,0.816,,115.451433
2025-11-30 06:45:00+02:00,,,,,,,,,5.002,,134.042666
2025-11-30 07:00:00+02:00,,,,,,,,,3.79,,128.350266
2025-11-30 07:15:00+02:00,,,,,,,,,2.077,,162.827366
2025-11-30 07:30:00+02:00,,,,,,,,,9.298,,154.238966
2025-11-30 07:45:00+02:00,,,,,,,,,12.137,,149.307866
2025-11-30 08:00:00+02:00,,,,,,,,,7.276,,146.044266
2025-11-30 08:15:00+02:00,,,,,,,,,12.205,,168.844666
2025-11-30 08:30:00+02:00,,,,,,,,,12.599,,176.224866
2025-11-30 08:45:00+02:00,,,,,,,,,13.127,,164.160633
2025-11-30 09:00:00+02:00,,,,,,,,,22.331,,159.410266
2025-11-30 09:15:00+02:00,,,,,,,,,43.9,,176.592133
2025-11-30 09:30:00+02:00,,,,,,,,,44.561,,185.853466
2025-11-30 09:45:00+02:00,,,,,,,,,46.666,,204.868566
2025-11-30 10:00:00+02:00,,,,,,,,,44.813,,192.7713
2025-11-30 10:15:00+02:00,,,,,,,,,47.435,,182.345566
2025-11-30 10:30:00+02:00,,,,,,,,,46.133,,189.3956
2025-11-30 10:45:00+02:00,,,,,,,,,41.611,,171.6594
2025-11-30 11:00:00+02:00,,,,,,,,,56.294,,170.001266
2025-11-30 11:15:00+02:00,,,,,,,,,59.622,,166.124933
2025-11-30 11:30:00+02:00,,,,,,,,,75.559,,157.681133
2025-11-30 11:45:00+02:00,,,,,,,,,70.164,,151.933166
2025-11-30 12:00:00+02:00,,,,,,,,,64.946,,154.6161
2025-11-30 12:15:00+02:00,,,,,,,,,59.483,,146.307766
2025-11-30 12:30:00+02:00,,,,,,,,,67.28,,148.406166
2025-11-30 12:45:00+02:00,,,,,,,,,55.427,,139.4146
2025-11-30 13:00:00+02:00,,,,,,,,,38.269,,132.112933
2025-11-30 13:15:00+02:00,,,,,,,,,42.883,,126.600466
2025-11-30 13:30:00+02:00,,,,,,,,,51.759,,110.2848
2025-11-30 13:45:00+02:00,,,,,,,,,41.017,,108.276966
2025-11-30 14:00:00+02:00,,,,,,,,,36.916,,105.698666
2025-11-30 14:15:00+02:00,,,,,,,,,23.723,,93.5154
2025-11-30 14:30:00+02:00,,,,,,,,,29.481,,99.569766
2025-11-30 14:45:00+02:00,,,,,,,,,24.943,,104.595333
2025-11-30 15:00:00+02:00,,,,,,,,,5.934,,120.0478
2025-11-30 15:15:00+02:00,,,,,,,,,7.029,,115.127466
2025-11-30 15:30:00+02:00,,,,,,,,,4.831,,110.735433
2025-11-30 15:45:00+02:00,,,,,,,,,4.632,,123.219466
2025-11-30 16:00:00+02:00,,,,,,,,,0.496,,118.805466
2025-11-30 16:15:00+02:00,,,,,,,,,1.691,,121.2942
2025-11-30 16:30:00+02:00,,,,,,,,,2.984,,146.224633
2025-11-30 16:45:00+02:00,,,,,,,,,1.874,,165.380133
2025-11-30 17:00:00+02:00,,,,,,,,,0.47,,153.347733
2025-11-30 17:15:00+02:00,,,,,,,,,1.382,,168.6284
2025-11-30 17:30:00+02:00,,,,,,,,,1.98,,162.906933
2025-11-30 17:45:00+02:00,,,,,,,,,2.088,,179.499966
2025-11-30 18:00:00+02:00,,,,,,,,,1.486,,
2025-11-30 18:15:00+02:00,,,,,,,,,1.647,,
2025-11-30 18:30:00+02:00,,,,,,,,,0.674,,
2025-11-30 18:45:00+02:00,,,,,,,,,0.631,,
2025-11-30 19:00:00+02:00,,,,,,,,,5.28,,
2025-11-30 19:15:00+02:00,,,,,,,,,4.318,,
2025-11-30 19:30:00+02:00,,,,,,,,,2.968,,
2025-11-30 19:45:00+02:00,,,,,,,,,2.421,,
2025-11-30 20:00:00+02:00,,,,,,,,,2.567,,190.634733
2025-11-30 20:15:00+02:00,,,,,,,,,6.469,,196.801766
2025-11-30 20:30:00+02:00,,,,,,,,,5.436,,232.450733
2025-11-30 20:45:00+02:00,,,,,,,,,5.596,,243.076933
2025-11-30 21:00:00+02:00,,,,,,,,,5.598,,244.1485
2025-11-30 21:15:00+02:00,,,,,,,,,15.089,,236.781666
2025-11-30 21:30:00+02:00,,,,,,,,,14.085,,237.731166
2025-11-30 21:45:00+02:00,,,,,,,,,6.779,,251.798466
2025-11-30 22:00:00+02:00,,,,,,,,,3.552,,261.571433
2025-11-30 22:15:00+02:00,,,,,,,,,0.494,,261.437166
2025-11-30 22:30:00+02:00,,,,,,,,,0.243,,258.4882
2025-11-30 22:45:00+02:00,,,,,,,,,0.541,,270.6184
2025-11-30 23:00:00+02:00,,,,,,,,,0.224,,267.8845
2025-11-30 23:15:00+02:00,,,,,,,,,0.305,,264.638833
2025-11-30 23:30:00+02:00,,,,,,,,,1.19,,244.188433
2025-11-30 23:45:00+02:00,,,,,,,,,1.893,,254.252266
2025-12-01 00:00:00+02:00,,,,,,,,,1.941,,
2025-12-01 00:15:00+02:00,,,,,,,,,0.192,,
2025-12-01 00:30:00+02:00,,,,,,,,,0.17,,
2025-12-01 00:45:00+02:00,,,,,,,,,2.008,,
2025-12-01 01:00:00+02:00,,,,,,,,,1.909,,
2025-12-01 01:15:00+02:00,,,,,,,,,5.232,,
2025-12-01 01:30:00+02:00,,,,,,,,,10.021,,
2025-12-01 01:45:00+02:00,,,,,,,,,4.993,,
2025-12-01 02:00:00+02:00,,,,,,,,,1.607,,226.291533
2025-12-01 02:15:00+02:00,,,,,,,,,0.167,,211.908466
2025-12-01 02:30:00+02:00,,,,,,,,,0.155,,169.446666
2025-12-01 02:45:00+02:00,,,,,,,,,0.691,,155.945066
2025-12-01 03:00:00+02:00,,,,,,,,,3.099,,181.290966
2025-12-01 03:15:00+02:00,,,,,,,,,0.18,,167.8882
2025-12-01 03:30:00+02:00,,,,,,,,,0.207,,162.1013
2025-12-01 03:45:00+02:00,,,,,,,,,0.387,,163.9312
2025-12-01 04:00:00+02:00,,,,,,,,,0.383,,172.271666
2025-12-01 04:15:00+02:00,,,,,,,,,0.096,,171.7251
2025-12-01 04:30:00+02:00,,,,,,,,,0.093,,186.403266
2025-12-01 04:45:00+02:00,,,,,,,,,0.127,,214.834833
2025-12-01 05:00:00+02:00,,,,,,,,,0.183,,184.3563
2025-12-01 05:15:00+02:00,,,,,,,,,0.159,,180.368733
2025-12-01 05:30:00+02:00,,,,,,,,,3.484,,203.717933
2025-12-01 05:45:00+02:00,,,,,,,,,6.206,,213.378866
2025-12-01 06:00:00+02:00,,,,,,,,,0.853,,241.8609
2025-12-01 06:15:00+02:00,,,,,,,,,0.968,,266.156266
2025-12-01 06:30:00+02:00,,,,,,,,,1.139,,276.932
2025-12-01 06:45:00+02:00,,,,,,,,,1.271,,268.810933
2025-12-01 07:00:00+02:00,,,,,,,,,3.444,,269.196366
2025-12-01 07:15:00+02:00,,,,,,,,,9.8,,250.384333
2025-12-01 07:30:00+02:00,,,,,,,,,15.435,,250.081766
2025-12-01 07:45:00+02:00,,,,,,,,,13.937,,272.070266
2025-12-01 08:00:00+02:00,,,,,,,,,6.181,,267.519066
2025-12-01 08:15:00+02:00,,,,,,,,,14.876,,261.993833
2025-12-01 08:30:00+02:00,,,,,,,,,1.242,,274.1668
2025-12-01 08:45:00+02:00,,,,,,,,,5.652,,273.767133
2025-12-01 09:00:00+02:00,,,,,,,,,2.519,,267.923733
2025-12-01 09:15:00+02:00,,,,,,,,,4.474,,248.678733
2025-12-01 09:30:00+02:00,,,,,,,,,11.884,,247.458766
2025-12-01 09:45:00+02:00,,,,,,,,,15.249,,257.6612
2025-12-01 10:00:00+02:00,,,,,,,,,14.52,,303.2515
2025-12-01 10:15:00+02:00,,,,,,,,,14.239,,318.9244
2025-12-01 10:30:00+02:00,,,,,,,,,15.111,,326.0202
2025-12-01 10:45:00+02:00,,,,,,,,,18.568,,286.814433
2025-12-01 11:00:00+02:00,,,,,,,,,27.389,,301.462833
2025-12-01 11:15:00+02:00,,,,,,,,,38.543,,302.834
2025-12-01 11:30:00+02:00,,,,,,,,,30.955,,286.2009
2025-12-01 11:45:00+02:00,,,,,,,,,29.742,,297.177233
2025-12-01 12:00:00+02:00,,,,,,,,,21.114,,330.283633
2025-12-01 12:15:00+02:00,,,,,,,,,27.664,,326.371166
2025-12-01 12:30:00+02:00,,,,,,,,,27.83,,303.383466
2025-12-01 12:45:00+02:00,,,,,,,,,30.69,,345.2986
2025-12-01 13:00:00+02:00,,,,,,,,,36.732,,351.1258
2025-12-01 13:15:00+02:00,,,,,,,,,20.466,,352.693266
2025-12-01 13:30:00+02:00,,,,,,,,,25.463,,330.288833
2025-12-01 13:45:00+02:00,,,,,,,,,17.302,,335.674466
2025-12-01 14:00:00+02:00,,,,,,,,,12.718,,332.5962
2025-12-01 14:15:00+02:00,,,,,,,,,10.16,,338.8434
2025-12-01 14:30:00+02:00,,,,,,,,,7.621,,293.368366
2025-12-01 14:45:00+02:00,,,,,,,,,4.415,,290.409466
2025-12-01 15:00:00+02:00,,,,,,,,,1.996,,283.563266
2025-12-01 15:15:00+02:00,,,,,,,,,1.155,,285.7944
2025-12-01 15:30:00+02:00,,,,,,,,,1.862,,293.097966
2025-12-01 15:45:00+02:00,,,,,,,,,2.649,,344.667966
2025-12-01 16:00:00+02:00,,,,,,,,,4.285,,
2025-12-01 16:15:00+02:00,,,,,,,,,2.269,,
2025-12-01 16:30:00+02:00,,,,,,,,,4.581,,
2025-12-01 16:45:00+02:00,,,,,,,,,11.578,,
2025-12-01 17:00:00+02:00,,,,,,,,,16.832,,
2025-12-01 17:15:00+02:00,,,,,,,,,24.498,,
2025-12-01 17:30:00+02:00,,,,,,,,,22.377,,
2025-12-01 17:45:00+02:00,,,,,,,,,26.48,,
2025-12-01 18:00:00+02:00,,,,,,,,,12.352,,326.2541
2025-12-01 18:15:00+02:00,,,,,,,,,12.753,,302.6038
2025-12-01 18:30:00+02:00,,,,,,,,,7.977,,284.3616
2025-12-01 18:45:00+02:00,,,,,,,,,8.107,,278.902733
2025-12-01 19:00:00+02:00,,,,,,,,,17.849,,269.926
2025-12-01 19:15:00+02:00,,,,,,,,,20.2,,242.8371
2025-12-01 19:30:00+02:00,,,,,,,,,7.339,,222.169466
2025-12-01 19:45:00+02:00,,,,,,,,,4.269,,235.756466
2025-12-01 20:00:00+02:00,,,,,,,,,4.431,,231.248633
2025-12-01 20:15:00+02:00,,,,,,,,,1.859,,235.5446
2025-12-01 20:30:00+02:00,,,,,,,,,0.682,,220.118466
2025-12-01 20:45:00+02:00,,,,,,,,,0.429,,215.881133
2025-12-01 21:00:00+02:00,,,,,,,,,0.343,,202.833266
2025-12-01 21:15:00+02:00,,,,,,,,,0.634,,215.6567
2025-12-01 21:30:00+02:00,,,,,,,,,1.603,,200.6834
2025-12-01 21:45:00+02:00,,,,,,,,,4.068,,198.208366
2025-12-01 22:00:00+02:00,,,,,,,,,8.001,,206.135966
2025-12-01 22:15:00+02:00,,,,,,,,,2.692,,208.737966
2025-12-01 22:30:00+02:00,,,,,,,,,0.595,,200.314166
2025-12-01 22:45:00+02:00,,,,,,,,,0.538,,198.921933
2025-12-01 23:00:00+02:00,,,,,,,,,0.328,,194.959933
2025-12-01 23:15:00+02:00,,,,,,,,,0.241,,187.616333
2025-12-01 23:30:00+02:00,,,,,,,,,0.782,,185.011933
2025-12-01 23:45:00+02:00,,,,,,,,,0.946,,192.409966
2025-12-02 00:00:00+02:00,,,,,,,,,0.252,,163.321466
2025-12-02 00:15:00+02:00,,,,,,,,,0.106,,138.572633
2025-12-02 00:30:00+02:00,,,,,,,,,0.107,,166.787866
2025-12-02 00:45:00+02:00,,,,,,,,,0.096,,167.614166
2025-12-02 01:00:00+02:00,,,,,,,,,0.049,,153.858233
2025-12-02 01:15:00+02:00,,,,,,,,,0.037,,156.9194
2025-12-02 01:30:00+02:00,,,,,,,,,0.075,,164.0409
2025-12-02 01:45:00+02:00,,,,,,,,,0.057,,149.028233
2025-12-02 02:00:00+02:00,,,,,,,,,0.229,,154.8624
2025-12-02 02:15:00+02:00,,,,,,,,,0.164,,146.358766
2025-12-02 02:30:00+02:00,,,,,,,,,7.223,,141.459033
2025-12-02 02:45:00+02:00,,,,,,,,,0.203,,163.130966
2025-12-02 03:00:00+02:00,,,,,,,,,0.155,,164.020766
2025-12-02 03:15:00+02:00,,,,,,,,,0.125,,180.2851
2025-12-02 03:30:00+02:00,,,,,,,,,0.143,,151.9
2025-12-02 03:45:00+02:00,,,,,,,,,0.122,,145.508466
2025-12-02 04:00:00+02:00,,,,,,,,,0.134,,151.4659
2025-12-02 04:15:00+02:00,,,,,,,,,0.109,,154.076033
2025-12-02 04:30:00+02:00,,,,,,,,,0.159,,154.330966
2025-12-02 04:45:00+02:00,,,,,,,,,0.181,,168.4266
2025-12-02 05:00:00+02:00,,,,,,,,,0.168,,187.6791
2025-12-02 05:15:00+02:00,,,,,,,,,0.236,,189.612566
2025-12-02 05:30:00+02:00,,,,,,,,,3.217,,185.790633
2025-12-02 05:45:00+02:00,,,,,,,,,14.509,,184.016666
2025-12-02 06:00:00+02:00,,,,,,,,,0.41,,151.707266
2025-12-02 06:15:00+02:00,,,,,,,,,0.167,,183.438666
2025-12-02 06:30:00+02:00,,,,,,,,,0.454,,186.512633
2025-12-02 06:45:00+02:00,,,,,,,,,2.713,,183.943933
2025-12-02 07:00:00+02:00,,,,,,,,,1.684,,
2025-12-02 07:15:00+02:00,,,,,,,,,12.738,,
2025-12-02 07:30:00+02:00,,,,,,,,,8.904,,
2025-12-02 07:45:00+02:00,,,,,,,,,10.288,,
2025-12-02 08:00:00+02:00,,,,,,,,,12.82,,
2025-12-02 08:15:00+02:00,,,,,,,,,22.373,,
2025-12-02 08:30:00+02:00,,,,,,,,,21.133,,
2025-12-02 08:45:00+02:00,,,,,,,,,25.439,,
2025-12-02 09:00:00+02:00,,,,,,,,,23.01,,203.315266
2025-12-02 09:15:00+02:00,,,,,,,,,34.936,,197.040833
2025-12-02 09:30:00+02:00,,,,,,,,,47.201,,204.507033
2025-12-02 09:45:00+02:00,,,,,,,,,33.647,,305.317433
2025-12-02 10:00:00+02:00,,,,,,,,,34.929,,294.231533
2025-12-02 10:15:00+02:00,,,,,,,,,41.012,,298.382366
2025-12-02 10:30:00+02:00,,,,,,,,,54.781,,203.5102
2025-12-02 10:45:00+02:00,,,,,,,,,62.749,,201.101766
2025-12-02 11:00:00+02:00,,,,,,,,,56.113,,214.730233
2025-12-02 11:15:00+02:00,,,,,,,,,58.347,,214.112433
2025-12-02 11:30:00+02:00,,,,,,,,,58.258,,215.369566
2025-12-02 11:45:00+02:00,,,,,,,,,56.33,,319.6068
2025-12-02 12:00:00+02:00,,,,,,,,,58.242,,224.297
2025-12-02 12:15:00+02:00,,,,,,,,,68.459,,264.468233
2025-12-02 12:30:00+02:00,,,,,,,,,59.859,,232.069733
2025-12-02 12:45:00+02:00,,,,,,,,,50.375,,213.849366
2025-12-02 13:00:00+02:00,,,,,,,,,49.981,,204.045366
2025-12-02 13:15:00+02:00,,,,,,,,,42.108,,246.791533
2025-12-02 13:30:00+02:00,,,,,,,,,33.127,,256.742366
2025-12-02 13:45:00+02:00,,,,,,,,,25.138,,266.3622
2025-12-02 14:00:00+02:00,,,,,,,,,35.595,,280.852
2025-12-02 14:15:00+02:00,,,,,,,,,32.041,,282.368833
2025-12-02 14:30:00+02:00,,,,,,,,,26.762,,291.852333
2025-12-02 14:45:00+02:00,,,,,,,,,18.464,,281.5175
2025-12-02 15:00:00+02:00,,,,,,,,,15.644,,275.862266
2025-12-02 15:15:00+02:00,,,,,,,,,13.258,,276.285433
2025-12-02 15:30:00+02:00,,,,,,,,,8.623,,268.574533
2025-12-02 15:45:00+02:00,,,,,,,,,4.707,,270.303
2025-12-02 16:00:00+02:00,,,,,,,,,0.717,,
2025-12-02 16:15:00+02:00,,,,,,,,,0.967,,
2025-12-02 16:30:00+02:00,,,,,,,,,3.839,,
2025-12-02 16:45:00+02:00,,,,,,,,,11.689,,
2025-12-02 17:00:00+02:00,,,,,,,,,13.713,,244.602133
2025-12-02 17:15:00+02:00,,,,,,,,,45.107,,272.708033
2025-12-02 17:30:00+02:00,,,,,,,,,25.904,,281.3396
2025-12-02 17:45:00+02:00,,,,,,,,,13.493,,276.868233
2025-12-02 18:00:00+02:00,,,,,,,,,8.594,,
2025-12-02 18:15:00+02:00,,,,,,,,,3.664,,
2025-12-02 18:30:00+02:00,,,,,,,,,0.568,,
2025-12-02 18:45:00+02:00,,,,,,,,,1.498,,
2025-12-02 19:00:00+02:00,,,,,,,,,1.567,,
2025-12-02 19:15:00+02:00,,,,,,,,,6.489,,
2025-12-02 19:30:00+02:00,,,,,,,,,1.215,,
2025-12-02 19:45:00+02:00,,,,,,,,,1.414,,
2025-12-02 20:00:00+02:00,,,,,,,,,2.139,,269.991833
2025-12-02 20:15:00+02:00,,,,,,,,,8.888,,282.537666
2025-12-02 20:30:00+02:00,,,,,,,,,10.03,,281.4104
2025-12-02 20:45:00+02:00,,,,,,,,,9.302,,268.6464
2025-12-02 21:00:00+02:00,,,,,,,,,15.521,,
2025-12-02 21:15:00+02:00,,,,,,,,,3.179,,
2025-12-02 21:30:00+02:00,,,,,,,,,3.38,,
2025-12-02 21:45:00+02:00,,,,,,,,,2.314,,
2025-12-02 22:00:00+02:00,,,,,,,,,7.491,,
2025-12-02 22:15:00+02:00,,,,,,,,,3.26,,
2025-12-02 22:30:00+02:00,,,,,,,,,2.778,,
2025-12-02 22:45:00+02:00,,,,,,,,,1.438,,
2025-12-02 23:00:00+02:00,,,,,,,,,2.491,,211.049366
2025-12-02 23:15:00+02:00,,,,,,,,,0.832,,237.713633
2025-12-02 23:30:00+02:00,,,,,,,,,0.792,,193.8595
2025-12-02 23:45:00+02:00,,,,,,,,,0.739,,158.7658
2025-12-03 00:00:00+02:00,,,,,,,,,1.497,,182.876266
2025-12-03 00:15:00+02:00,,,,,,,,,0.426,,185.629366
2025-12-03 00:30:00+02:00,,,,,,,,,0.336,,179.0033
2025-12-03 00:45:00+02:00,,,,,,,,,0.327,,188.432233
2025-12-03 01:00:00+02:00,,,,,,,,,0.347,,188.222166
2025-12-03 01:15:00+02:00,,,,,,,,,0.225,,197.5947
2025-12-03 01:30:00+02:00,,,,,,,,,3.069,,134.401633
2025-12-03 01:45:00+02:00,,,,,,,,,5.779,,136.126833
2025-12-03 02:00:00+02:00,,,,,,,,,6.645,,136.401366
2025-12-03 02:15:00+02:00,,,,,,,,,16.923,,128.7136
2025-12-03 02:30:00+02:00,,,,,,,,,22.35,,120.425633
2025-12-03 02:45:00+02:00,,,,,,,,,36.692,,128.777
2025-12-03 03:00:00+02:00,,,,,,,,,32.744,,139.054933
2025-12-03 03:15:00+02:00,,,,,,,,,20.533,,131.138133
2025-12-03 03:30:00+02:00,,,,,,,,,2.564,,125.969133
2025-12-03 03:45:00+02:00,,,,,,,,,7.843,,143.031033
2025-12-03 04:00:00+02:00,,,,,,,,,0.448,,105.972433
2025-12-03 04:15:00+02:00,,,,,,,,,2.003,,111.666466
2025-12-03 04:30:00+02:00,,,,,,,,,1.987,,112.654333
2025-12-03 04:45:00+02:00,,,,,,,,,0.133,,110.307433
2025-12-03 05:00:00+02:00,,,,,,,,,0.117,,125.633133
2025-12-03 05:15:00+02:00,,,,,,,,,0.423,,124.4843
2025-12-03 05:30:00+02:00,,,,,,,,,0.733,,131.3316
2025-12-03 05:45:00+02:00,,,,,,,,,1.43,,136.8398
2025-12-03 06:00:00+02:00,,,,,,,,,2.272,,
2025-12-03 06:15:00+02:00,,,,,,,,,9.013,,
2025-12-03 06:30:00+02:00,,,,,,,,,0.809,,
2025-12-03 06:45:00+02:00,,,,,,,,,1.711,,
2025-12-03 07:00:00+02:00,,,,,,,,,6.152,,197.539166
2025-12-03 07:15:00+02:00,,,,,,,,,25.423,,213.623633
2025-12-03 07:30:00+02:00,,,,,,,,,37.59,,225.659066
2025-12-03 07:45:00+02:00,,,,,,,,,31.59,,236.016633
2025-12-03 08:00:00+02:00,,,,,,,,,24.457,,226.365566
2025-12-03 08:15:00+02:00,,,,,,,,,12.447,,205.100066
2025-12-03 08:30:00+02:00,,,,,,,,,4.362,,197.049433
2025-12-03 08:45:00+02:00,,,,,,,,,4.406,,188.716833
2025-12-03 09:00:00+02:00,,,,,,,,,44.637,,176.540766
2025-12-03 09:15:00+02:00,,,,,,,,,46.475,,168.4708
2025-12-03 09:30:00+02:00,,,,,,,,,43.691,,166.2328
2025-12-03 09:45:00+02:00,,,,,,,,,22.299,,167.793066
2025-12-03 10:00:00+02:00,,,,,,,,,35.458,,175.007433
2025-12-03 10:15:00+02:00,,,,,,,,,24.985,,170.531333
2025-12-03 10:30:00+02:00,,,,,,,,,23.696,,148.994333
2025-12-03 10:45:00+02:00,,,,,,,,,23.477,,143.1195
2025-12-03 11:00:00+02:00,,,,,,,,,29.823,,152.8163
2025-12-03 11:15:00+02:00,,,,,,,,,30.988,,141.621933
2025-12-03 11:30:00+02:00,,,,,,,,,30.892,,138.687233
2025-12-03 11:45:00+02:00,,,,,,,,,30.771,,136.181133
2025-12-03 12:00:00+02:00,,,,,,,,,32.16,,129.729833
2025-12-03 12:15:00+02:00,,,,,,,,,38.972,,127.4678
2025-12-03 12:30:00+02:00,,,,,,,,,29.911,,115.712466
2025-12-03 12:45:00+02:00,,,,,,,,,27.546,,117.693133
2025-12-03 13:00:00+02:00,,,,,,,,,25.029,,114.785666
2025-12-03 13:15:00+02:00,,,,,,,,,32.203,,113.384766
2025-12-03 13:30:00+02:00,,,,,,,,,31.901,,112.214533
2025-12-03 13:45:00+02:00,,,,,,,,,39.261,,104.280633
2025-12-03 14:00:00+02:00,,,,,,,,,19.135,,102.813433
2025-12-03 14:15:00+02:00,,,,,,,,,24.106,,101.6502
2025-12-03 14:30:00+02:00,,,,,,,,,29.928,,102.377333
2025-12-03 14:45:00+02:00,,,,,,,,,22.572,,101.9771
2025-12-03 15:00:00+02:00,,,,,,,,,13.82,,
2025-12-03 15:15:00+02:00,,,,,,,,,19.863,,
2025-12-03 15:30:00+02:00,,,,,,,,,20.56,,
2025-12-03 15:45:00+02:00,,,,,,,,,21.401,,
2025-12-03 16:00:00+02:00,,,,,,,,,28.099,,
2025-12-03 16:15:00+02:00,,,,,,,,,30.035,,
2025-12-03 16:30:00+02:00,,,,,,,,,32.018,,
2025-12-03 16:45:00+02:00,,,,,,,,,20.883,,
2025-12-03 17:00:00+02:00,,,,,,,,,4.542,,
2025-12-03 17:15:00+02:00,,,,,,,,,6.014,,
2025-12-03 17:30:00+02:00,,,,,,,,,6.021,,
