,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Waste,Wind Onshore
2024-10-24 07:00:00+02:00,0.0,0.0,1897.25,688.19,0.0,16.56,230.28
2024-10-24 08:00:00+02:00,0.0,0.0,1894.01,756.99,0.0,16.86,211.82
2024-10-24 09:00:00+02:00,0.0,0.0,1892.92,823.46,0.0,16.74,203.19
2024-10-24 10:00:00+02:00,0.0,0.0,1893.42,760.14,0.57,16.7,209.49
2024-10-24 11:00:00+02:00,0.0,0.0,1899.57,687.91,0.58,16.5,179.98
2024-10-24 12:00:00+02:00,0.0,0.0,1894.11,680.34,0.53,16.43,180.79
2024-10-24 13:00:00+02:00,0.0,0.0,1893.2,735.74,0.4,16.71,187.34
2024-10-24 14:00:00+02:00,0.0,0.0,1883.7,718.69,0.42,16.73,207.13
2024-10-24 15:00:00+02:00,0.0,0.0,1876.94,737.73,0.18,16.59,214.92
2024-10-24 16:00:00+02:00,0.0,0.0,1880.55,769.89,0.0,16.31,259.01
2024-10-24 17:00:00+02:00,0.0,0.0,1868.55,817.69,0.0,16.13,261.99
2024-10-24 18:00:00+02:00,0.0,0.0,1861.78,827.89,0.0,15.7,281.52
2024-10-24 19:00:00+02:00,0.0,0.0,1860.57,903.96,0.0,15.52,290.47
2024-10-24 20:00:00+02:00,0.0,0.0,1873.33,927.53,0.0,15.76,286.32
2024-10-24 21:00:00+02:00,0.0,0.0,1871.07,844.53,0.0,15.99,281.62
2024-10-24 22:00:00+02:00,0.0,0.0,1866.74,821.81,0.0,16.08,280.09
2024-10-24 23:00:00+02:00,0.0,0.0,1862.64,731.33,0.0,16.05,274.24
2024-10-25 00:00:00+02:00,0.0,0.0,1860.18,682.99,0.0,16.06,255.55
2024-10-25 01:00:00+02:00,0.0,0.0,1856.71,596.05,0.0,16.54,246.24
2024-10-25 02:00:00+02:00,0.0,0.0,1860.67,607.28,0.0,16.91,247.79
2024-10-25 03:00:00+02:00,0.0,0.0,1861.34,584.45,0.0,17.0,253.43
2024-10-25 04:00:00+02:00,0.0,0.0,1862.67,625.44,0.0,17.07,241.34
2024-10-25 05:00:00+02:00,0.0,0.0,1861.75,679.88,0.0,17.01,225.53
2024-10-25 06:00:00+02:00,0.0,0.0,1864.9,723.75,0.0,17.03,203.89
2024-10-25 07:00:00+02:00,0.0,0.0,1866.45,950.07,0.0,16.72,178.45
2024-10-25 08:00:00+02:00,0.0,0.0,1872.61,995.29,0.0,16.86,164.91
2024-10-25 09:00:00+02:00,0.0,0.0,1870.91,1057.34,0.0,16.85,163.64
2024-10-25 10:00:00+02:00,0.0,0.0,1876.78,1041.18,0.32,16.11,195.57
2024-10-25 11:00:00+02:00,0.0,0.0,1870.33,1017.15,0.69,14.7,186.53
2024-10-25 12:00:00+02:00,0.0,0.0,1864.47,959.54,1.23,15.44,184.48
2024-10-25 13:00:00+02:00,0.0,0.0,1862.04,880.73,0.98,15.7,166.37
2024-10-25 14:00:00+02:00,0.0,0.0,1862.46,866.7,0.84,16.4,132.96
2024-10-25 15:00:00+02:00,0.0,0.0,1859.26,864.68,0.27,15.78,115.8
2024-10-25 16:00:00+02:00,0.0,0.0,1856.96,835.02,0.0,15.88,89.94
2024-10-25 17:00:00+02:00,0.0,0.0,1848.94,860.65,0.0,15.93,58.16
2024-10-25 18:00:00+02:00,0.0,0.0,1847.4,814.32,0.0,15.79,39.94
2024-10-25 19:00:00+02:00,0.0,0.0,1847.45,720.86,0.0,15.84,35.96
2024-10-25 20:00:00+02:00,0.0,0.0,1846.36,691.47,0.0,16.01,34.05
2024-10-25 21:00:00+02:00,0.0,0.0,1844.07,724.29,0.0,16.2,26.38
2024-10-25 22:00:00+02:00,0.0,0.0,1842.01,702.51,0.0,16.29,11.75
2024-10-25 23:00:00+02:00,0.0,0.0,1845.5,809.87,0.0,16.45,1.31
2024-10-26 00:00:00+02:00,0.0,0.0,1847.55,755.15,0.0,16.44,0.0
2024-10-26 01:00:00+02:00,0.0,0.0,1846.91,678.38,0.0,16.57,0.05
2024-10-26 02:00:00+02:00,0.0,0.0,1843.55,670.77,0.0,16.7,0.06
2024-10-26 03:00:00+02:00,0.0,0.0,1838.0,660.63,0.0,16.79,0.0
2024-10-26 04:00:00+02:00,0.0,0.0,1837.99,643.83,0.0,16.76,0.45
2024-10-26 05:00:00+02:00,0.0,0.0,1845.19,728.67,0.0,17.02,1.44
2024-10-26 06:00:00+02:00,0.0,0.0,1846.78,771.92,0.0,17.31,2.99
2024-10-26 07:00:00+02:00,0.0,0.0,1840.78,748.43,0.0,17.21,11.45
2024-10-26 08:00:00+02:00,0.0,0.0,1843.51,874.67,0.0,17.02,17.32
2024-10-26 09:00:00+02:00,0.0,0.0,1841.89,977.19,0.0,16.87,19.69
2024-10-26 10:00:00+02:00,0.0,0.0,1839.95,991.99,0.0,16.46,23.88
2024-10-26 11:00:00+02:00,0.0,0.0,1846.52,1013.45,0.0,16.33,34.31
2024-10-26 12:00:00+02:00,0.0,0.0,1847.84,949.47,0.0,16.38,55.12
2024-10-26 13:00:00+02:00,0.0,0.0,1841.71,888.82,0.0,16.13,42.7
2024-10-26 14:00:00+02:00,0.0,0.0,1839.18,857.81,0.0,16.19,26.33
2024-10-26 15:00:00+02:00,0.0,0.0,1836.85,874.5,0.01,16.21,24.63
2024-10-26 16:00:00+02:00,0.0,0.0,1836.19,857.23,0.0,15.82,29.76
2024-10-26 17:00:00+02:00,0.0,0.0,1837.84,874.74,0.0,15.89,49.86
2024-10-26 18:00:00+02:00,0.0,0.0,1831.69,882.47,0.0,15.79,105.49
2024-10-26 19:00:00+02:00,0.0,0.0,1830.52,772.82,0.0,15.77,165.65
2024-10-26 20:00:00+02:00,0.0,0.0,1830.34,667.84,0.0,15.63,202.99
2024-10-26 21:00:00+02:00,0.0,0.0,1824.9,656.3,0.0,15.9,212.27
2024-10-26 22:00:00+02:00,0.0,0.0,1824.04,619.76,0.0,15.97,228.92
2024-10-26 23:00:00+02:00,0.0,0.0,1833.41,692.51,0.0,15.94,218.25
2024-10-27 00:00:00+02:00,0.0,0.0,1827.89,637.89,0.0,16.17,212.22
2024-10-27 01:00:00+02:00,0.0,0.0,1821.23,610.88,0.0,16.52,207.26
2024-10-27 02:00:00+02:00,0.0,0.0,1825.13,606.47,0.0,16.66,227.08
2024-10-27 02:00:00+01:00,0.0,0.0,1818.29,605.39,0.0,16.63,255.79
2024-10-27 03:00:00+01:00,0.0,0.0,1830.09,617.49,0.0,16.62,255.92
2024-10-27 04:00:00+01:00,0.0,0.0,1827.34,623.15,0.0,16.44,255.8
2024-10-27 05:00:00+01:00,0.0,0.0,1827.66,625.44,0.0,16.8,243.62
2024-10-27 06:00:00+01:00,0.0,0.0,1832.08,658.86,0.0,16.9,231.23
2024-10-27 07:00:00+01:00,0.0,0.0,1832.67,634.58,0.0,16.88,250.65
2024-10-27 08:00:00+01:00,0.0,0.0,1840.29,652.92,0.0,16.81,248.75
2024-10-27 09:00:00+01:00,0.0,0.0,1837.97,640.73,0.0,16.41,253.01
2024-10-27 10:00:00+01:00,0.0,0.0,1834.86,632.93,0.24,16.29,267.44
2024-10-27 11:00:00+01:00,0.0,0.0,1839.6,621.37,0.35,16.02,274.95
2024-10-27 12:00:00+01:00,0.0,0.0,1844.76,579.34,0.87,16.18,267.02
2024-10-27 13:00:00+01:00,0.0,0.0,1840.83,550.06,0.53,16.28,227.74
2024-10-27 14:00:00+01:00,0.0,0.0,1838.64,594.96,0.33,16.39,258.44
2024-10-27 15:00:00+01:00,0.0,0.0,1845.72,692.74,0.0,16.25,256.5
2024-10-27 16:00:00+01:00,0.0,0.0,1821.57,754.56,0.0,15.94,256.33
2024-10-27 17:00:00+01:00,0.0,0.0,1830.29,764.78,0.0,15.39,284.12
2024-10-27 18:00:00+01:00,0.0,0.0,1839.91,761.76,0.0,15.46,285.2
2024-10-27 19:00:00+01:00,0.0,0.0,1850.67,813.79,0.0,15.88,284.55
2024-10-27 20:00:00+01:00,0.0,0.0,1844.63,837.41,0.0,15.86,294.07
2024-10-27 21:00:00+01:00,0.0,0.0,1833.48,592.53,0.0,15.95,284.44
2024-10-27 22:00:00+01:00,0.0,0.0,1825.99,604.11,0.0,16.29,282.23
2024-10-27 23:00:00+01:00,0.0,0.0,1821.03,768.16,0.0,16.41,292.09
2024-10-28 00:00:00+01:00,0.0,0.0,1838.29,782.91,0.0,16.68,277.48
2024-10-28 01:00:00+01:00,0.0,0.0,1834.46,773.59,0.0,16.69,280.47
2024-10-28 02:00:00+01:00,0.0,0.0,1830.04,739.56,0.0,16.74,258.53
2024-10-28 03:00:00+01:00,0.0,0.0,1828.35,716.46,0.0,16.86,237.56
2024-10-28 04:00:00+01:00,0.0,0.0,1828.76,719.83,0.0,16.97,220.17
2024-10-28 05:00:00+01:00,0.0,0.0,1827.12,805.52,0.0,16.4,217.11
2024-10-28 06:00:00+01:00,0.0,0.0,1822.68,787.28,0.0,16.7,195.16
2024-10-28 07:00:00+01:00,0.0,0.0,1823.85,796.72,0.0,16.64,212.86
2024-10-28 08:00:00+01:00,0.0,0.0,1807.5,805.98,0.01,16.65,223.61
2024-10-28 09:00:00+01:00,0.0,0.0,1776.26,775.69,0.77,16.08,226.29
2024-10-28 10:00:00+01:00,0.0,0.0,1810.49,821.35,1.03,16.08,210.98
2024-10-28 11:00:00+01:00,0.0,0.0,1812.25,846.42,2.61,15.9,174.12
2024-10-28 12:00:00+01:00,0.0,0.0,1812.0,831.81,2.59,15.55,142.25
2024-10-28 13:00:00+01:00,0.0,0.0,1814.57,840.41,2.19,15.54,100.56
2024-10-28 14:00:00+01:00,0.0,0.0,1815.33,857.85,1.1,15.94,66.26
2024-10-28 15:00:00+01:00,0.0,0.0,1815.23,897.74,0.03,15.58,58.84
2024-10-28 16:00:00+01:00,0.0,0.0,1816.71,993.16,0.0,15.39,76.29
2024-10-28 17:00:00+01:00,0.0,0.0,1813.58,1047.4,0.0,15.56,90.04
2024-10-28 18:00:00+01:00,0.0,0.0,1811.92,1056.52,0.0,15.64,78.22
2024-10-28 19:00:00+01:00,0.0,0.0,1808.9,1061.99,0.0,15.65,65.35
2024-10-28 20:00:00+01:00,0.0,0.0,1809.53,1041.45,0.0,15.73,56.78
2024-10-28 21:00:00+01:00,0.0,0.0,1812.55,991.58,0.0,15.97,60.65
2024-10-28 22:00:00+01:00,0.0,0.0,1812.43,934.19,0.0,16.22,49.67
2024-10-28 23:00:00+01:00,0.0,0.0,1814.54,907.22,0.0,16.21,30.98
2024-10-29 00:00:00+01:00,0.0,0.0,1814.67,721.33,0.0,16.3,45.68
2024-10-29 01:00:00+01:00,0.0,0.0,1816.58,719.38,0.0,16.53,47.67
2024-10-29 02:00:00+01:00,0.0,0.0,1816.46,710.4,0.0,16.58,39.34
2024-10-29 03:00:00+01:00,0.0,0.0,1810.35,665.41,0.0,16.87,46.79
2024-10-29 04:00:00+01:00,0.0,0.0,1813.72,689.28,0.0,16.89,85.38
2024-10-29 05:00:00+01:00,0.0,0.0,1815.7,707.55,0.0,17.11,136.0
2024-10-29 06:00:00+01:00,0.0,0.0,1822.09,980.02,0.0,17.35,163.22
2024-10-29 07:00:00+01:00,0.0,0.0,1821.19,1018.28,0.37,16.9,199.75
2024-10-29 08:00:00+01:00,0.0,0.0,1810.35,966.51,0.61,16.92,215.0
2024-10-29 09:00:00+01:00,0.0,0.0,1803.03,901.48,1.31,16.48,209.53
2024-10-29 10:00:00+01:00,0.0,0.0,1815.58,903.25,1.35,15.73,188.66
2024-10-29 11:00:00+01:00,0.0,0.0,1829.13,946.87,2.41,16.13,170.19
2024-10-29 12:00:00+01:00,0.0,0.0,1822.88,730.43,2.87,16.17,197.43
2024-10-29 13:00:00+01:00,0.0,0.0,1798.82,940.76,2.15,16.0,180.37
2024-10-29 14:00:00+01:00,0.0,0.0,1804.26,949.78,1.13,16.35,186.78
2024-10-29 15:00:00+01:00,0.0,0.0,1828.62,918.31,0.01,16.39,210.36
2024-10-29 16:00:00+01:00,0.0,0.0,1829.72,918.52,0.0,10.5,255.35
2024-10-29 17:00:00+01:00,0.0,0.0,1828.66,936.42,0.0,8.45,258.95
2024-10-29 18:00:00+01:00,0.0,0.0,1831.06,873.11,0.0,6.87,275.45
2024-10-29 19:00:00+01:00,0.0,0.0,1835.66,861.68,0.0,6.91,288.0
2024-10-29 20:00:00+01:00,0.0,0.0,1827.75,853.65,0.0,7.16,298.27
2024-10-29 21:00:00+01:00,0.0,0.0,1829.71,858.7,0.0,7.17,282.06
2024-10-29 22:00:00+01:00,0.0,0.0,1828.2,617.52,0.0,7.38,274.59
2024-10-29 23:00:00+01:00,0.0,0.0,1829.19,502.53,0.0,7.47,249.88
2024-10-30 00:00:00+01:00,0.0,0.0,1824.9,865.01,0.0,7.57,225.45
2024-10-30 01:00:00+01:00,0.0,0.0,1822.96,881.3,0.0,7.66,198.49
2024-10-30 02:00:00+01:00,0.0,0.0,1820.92,784.09,0.0,7.8,185.42
2024-10-30 03:00:00+01:00,0.0,0.0,1819.51,774.21,0.0,7.77,217.58
2024-10-30 04:00:00+01:00,0.0,0.0,1823.31,780.43,0.0,7.91,270.4
2024-10-30 05:00:00+01:00,0.0,0.0,1828.23,833.57,0.0,8.13,243.02
2024-10-30 06:00:00+01:00,0.0,0.0,1834.23,965.55,0.0,9.28,214.72
2024-10-30 07:00:00+01:00,0.0,0.0,1823.05,921.75,0.0,10.46,227.82
2024-10-30 08:00:00+01:00,0.0,0.0,1827.3,997.88,0.0,12.19,227.42
2024-10-30 09:00:00+01:00,0.0,0.0,1831.25,824.09,0.0,13.68,179.25
2024-10-30 10:00:00+01:00,0.0,0.0,1822.33,946.74,0.72,14.26,121.55
2024-10-30 11:00:00+01:00,0.0,0.0,1823.16,891.5,1.54,16.21,158.27
2024-10-30 12:00:00+01:00,0.0,0.0,1829.46,872.62,1.52,16.18,184.72
2024-10-30 13:00:00+01:00,0.0,0.0,1836.09,861.46,0.97,16.46,186.88
2024-10-30 14:00:00+01:00,0.0,0.0,1841.66,940.2,0.18,16.2,208.18
2024-10-30 15:00:00+01:00,0.0,0.0,1839.78,887.7,0.0,15.61,248.34
2024-10-30 16:00:00+01:00,0.0,0.0,1846.3,1026.62,0.0,16.13,251.97
2024-10-30 17:00:00+01:00,0.0,0.0,1834.94,1035.17,0.0,15.76,222.85
2024-10-30 18:00:00+01:00,0.0,0.0,1839.41,1003.31,0.0,15.67,193.37
2024-10-30 19:00:00+01:00,0.0,0.0,1837.87,1054.57,0.0,15.77,162.47
2024-10-30 20:00:00+01:00,0.0,0.0,1835.28,1068.63,0.0,15.73,153.95
2024-10-30 21:00:00+01:00,0.0,0.0,1833.08,1048.06,0.0,15.87,204.16
2024-10-30 22:00:00+01:00,0.0,0.0,1832.12,952.92,0.0,15.98,187.32
2024-10-30 23:00:00+01:00,0.0,0.0,1831.87,968.7,0.0,16.04,131.1
2024-10-31 00:00:00+01:00,0.0,0.0,1836.29,981.93,0.0,16.19,154.34
2024-10-31 01:00:00+01:00,0.0,0.0,1827.25,941.51,0.0,16.54,155.33
2024-10-31 02:00:00+01:00,0.0,0.0,1825.47,880.47,0.0,16.75,202.69
2024-10-31 03:00:00+01:00,0.0,0.0,1827.45,983.95,0.0,16.89,237.06
2024-10-31 04:00:00+01:00,0.0,0.0,1825.96,1005.73,0.0,16.75,277.74
2024-10-31 05:00:00+01:00,0.0,0.0,1829.17,982.18,0.0,16.56,278.91
2024-10-31 06:00:00+01:00,0.0,0.0,1835.59,991.23,0.0,16.65,302.02
2024-10-31 07:00:00+01:00,0.0,0.0,1829.97,1006.19,0.0,16.9,312.36
2024-10-31 08:00:00+01:00,0.0,0.0,1808.69,981.88,0.0,16.74,302.67
2024-10-31 09:00:00+01:00,0.0,0.0,1811.22,1039.38,0.0,16.61,280.73
2024-10-31 10:00:00+01:00,0.0,0.0,1807.2,1065.69,0.0,16.09,277.03
2024-10-31 11:00:00+01:00,0.0,0.0,1808.36,1051.77,0.37,16.04,278.1
2024-10-31 12:00:00+01:00,0.0,0.0,1798.86,1037.79,0.34,16.31,281.25
2024-10-31 13:00:00+01:00,0.0,0.0,1785.25,1028.08,0.0,16.32,222.3
2024-10-31 14:00:00+01:00,0.0,0.0,1776.53,1018.83,0.0,16.18,184.78
2024-10-31 15:00:00+01:00,0.0,0.0,1778.58,1064.38,0.0,16.43,187.37
2024-10-31 16:00:00+01:00,0.0,0.0,1780.15,1094.23,0.0,16.23,194.24
2024-10-31 17:00:00+01:00,0.0,0.0,1776.74,1075.63,0.0,16.02,191.18
2024-10-31 18:00:00+01:00,0.0,0.0,1773.07,1013.31,0.0,16.0,213.88
2024-10-31 19:00:00+01:00,0.0,0.0,1774.46,980.88,0.0,16.07,241.99
2024-10-31 20:00:00+01:00,0.0,0.0,1775.13,999.08,0.0,15.75,271.57
2024-10-31 21:00:00+01:00,0.0,0.0,1772.91,990.25,0.0,16.12,282.19
2024-10-31 22:00:00+01:00,0.0,0.0,1769.41,957.11,0.0,16.26,282.0
2024-10-31 23:00:00+01:00,0.0,0.0,1771.55,924.06,0.0,16.36,272.87
2024-11-01 00:00:00+01:00,0.0,0.0,1762.74,972.51,0.0,17.32,265.12
2024-11-01 01:00:00+01:00,0.0,0.0,1755.03,952.65,0.0,18.76,252.36
2024-11-01 02:00:00+01:00,0.0,0.0,1758.07,929.52,0.0,18.82,256.88
2024-11-01 03:00:00+01:00,0.0,0.0,1743.76,854.12,0.0,18.91,259.04
2024-11-01 04:00:00+01:00,0.0,0.0,1727.72,932.38,0.0,11.07,266.15
2024-11-01 05:00:00+01:00,0.0,0.0,1727.73,875.11,0.0,11.17,255.79
2024-11-01 06:00:00+01:00,0.0,0.0,1730.64,817.7,0.0,10.11,254.36
2024-11-01 07:00:00+01:00,0.0,0.0,1728.7,749.78,0.0,9.8,258.2
2024-11-01 08:00:00+01:00,0.0,0.0,1739.02,781.75,0.0,8.15,281.21
2024-11-01 09:00:00+01:00,0.0,0.0,1763.2,841.55,0.0,7.35,286.74
2024-11-01 10:00:00+01:00,0.0,0.0,1769.28,815.32,0.01,7.58,293.62
2024-11-01 11:00:00+01:00,0.0,0.0,1771.7,853.51,0.46,7.82,277.76
2024-11-01 12:00:00+01:00,0.0,0.0,1764.77,976.27,1.39,7.89,227.85
2024-11-01 13:00:00+01:00,0.0,0.0,1777.21,995.94,0.86,7.78,232.16
2024-11-01 14:00:00+01:00,0.0,0.0,1767.68,1026.32,0.0,8.18,223.07
2024-11-01 15:00:00+01:00,0.0,0.0,1767.25,1025.25,0.0,7.9,229.22
2024-11-01 16:00:00+01:00,0.0,0.0,1769.11,1004.88,0.0,7.67,242.3
2024-11-01 17:00:00+01:00,0.0,0.0,1762.82,1044.51,0.0,7.42,229.06
2024-11-01 18:00:00+01:00,0.0,0.0,1765.14,1041.74,0.0,9.67,279.12
2024-11-01 19:00:00+01:00,0.0,0.0,1758.56,961.61,0.0,10.83,282.01
2024-11-01 20:00:00+01:00,0.0,0.0,1749.05,990.23,0.0,13.18,249.4
2024-11-01 21:00:00+01:00,0.0,0.0,1742.16,985.44,0.0,14.27,230.68
2024-11-01 22:00:00+01:00,0.0,0.0,1737.83,990.33,0.0,15.31,255.21
2024-11-01 23:00:00+01:00,0.0,0.0,1736.19,1004.24,0.0,15.8,253.96
2024-11-02 00:00:00+01:00,0.0,0.0,1721.97,887.92,0.0,16.06,234.5
2024-11-02 01:00:00+01:00,0.0,0.0,1713.79,909.78,0.0,16.14,237.27
2024-11-02 02:00:00+01:00,0.0,0.0,1713.6,961.47,0.0,16.36,219.48
2024-11-02 03:00:00+01:00,0.0,0.0,1706.16,928.01,0.0,16.51,250.8
2024-11-02 04:00:00+01:00,0.0,0.0,1707.25,918.07,0.0,16.46,237.91
2024-11-02 05:00:00+01:00,0.0,0.0,1701.41,959.44,0.0,16.35,205.13
2024-11-02 06:00:00+01:00,0.0,0.0,1695.89,945.44,0.0,16.52,222.62
2024-11-02 07:00:00+01:00,0.0,0.0,1686.63,931.39,0.0,16.83,186.16
2024-11-02 08:00:00+01:00,0.0,0.0,1678.91,989.9,0.0,17.22,156.32
2024-11-02 09:00:00+01:00,0.0,0.0,1673.68,996.71,0.0,16.86,136.65
2024-11-02 10:00:00+01:00,0.0,0.0,1674.96,1019.59,1.25,16.44,72.11
2024-11-02 11:00:00+01:00,0.0,0.0,1670.17,1004.25,1.37,16.27,40.27
2024-11-02 12:00:00+01:00,0.0,0.0,1673.24,1010.0,0.03,16.48,21.19
2024-11-02 13:00:00+01:00,0.0,0.0,1672.83,1039.01,0.0,16.08,25.67
2024-11-02 14:00:00+01:00,0.0,0.0,1672.92,1058.34,0.0,15.93,25.05
2024-11-02 15:00:00+01:00,0.0,0.0,1672.15,1075.61,0.0,15.8,42.96
2024-11-02 16:00:00+01:00,0.0,0.0,1674.95,1078.34,0.0,15.78,67.09
2024-11-02 17:00:00+01:00,0.0,0.0,1676.44,1028.53,0.0,15.52,97.13
2024-11-02 18:00:00+01:00,0.0,0.0,1674.15,957.26,0.0,15.53,111.4
2024-11-02 19:00:00+01:00,0.0,0.0,1673.05,1025.39,0.0,15.41,167.56
2024-11-02 20:00:00+01:00,0.0,0.0,1672.58,972.79,0.0,15.34,161.39
2024-11-02 21:00:00+01:00,0.0,0.0,1671.79,946.29,0.0,15.62,141.07
2024-11-02 22:00:00+01:00,0.0,0.0,1668.18,955.76,0.0,15.82,215.02
2024-11-02 23:00:00+01:00,0.0,0.0,1668.46,865.13,0.0,15.96,278.51
2024-11-03 00:00:00+01:00,0.0,0.0,1657.82,786.83,0.0,16.23,290.42
2024-11-03 01:00:00+01:00,0.0,0.0,1652.71,771.07,0.0,16.69,300.36
2024-11-03 02:00:00+01:00,0.0,0.0,1651.25,768.36,0.0,16.73,304.87
2024-11-03 03:00:00+01:00,0.0,0.0,1652.7,769.01,0.0,16.76,306.95
2024-11-03 04:00:00+01:00,0.0,0.0,1647.2,761.71,0.0,16.84,297.4
2024-11-03 05:00:00+01:00,0.0,0.0,1651.78,762.47,0.0,17.03,286.37
2024-11-03 06:00:00+01:00,0.0,0.0,1650.01,765.04,0.0,17.12,274.91
2024-11-03 07:00:00+01:00,0.0,0.0,1652.73,748.49,0.0,17.2,276.72
2024-11-03 08:00:00+01:00,0.0,0.0,1641.75,729.61,0.0,17.06,286.28
2024-11-03 09:00:00+01:00,0.0,0.0,1645.39,746.06,0.0,16.72,280.36
2024-11-03 10:00:00+01:00,0.0,0.0,1642.57,700.92,0.49,16.42,280.46
2024-11-03 11:00:00+01:00,0.0,0.0,1640.63,664.47,0.53,16.54,237.72
2024-11-03 12:00:00+01:00,0.0,0.0,1642.93,667.96,0.59,16.27,165.09
2024-11-03 13:00:00+01:00,0.0,0.0,1632.88,711.76,0.13,16.19,123.12
2024-11-03 14:00:00+01:00,0.0,0.0,1627.3,789.21,0.0,16.34,166.9
2024-11-03 15:00:00+01:00,0.0,0.0,1632.63,811.4,0.0,16.3,190.27
2024-11-03 16:00:00+01:00,0.0,0.0,1632.74,755.85,0.0,15.8,171.66
2024-11-03 17:00:00+01:00,0.0,0.0,1627.87,837.55,0.0,15.78,174.28
2024-11-03 18:00:00+01:00,0.0,0.0,1628.88,766.81,0.0,15.71,174.02
2024-11-03 19:00:00+01:00,0.0,0.0,1623.99,727.24,0.0,15.88,130.93
2024-11-03 20:00:00+01:00,0.0,0.0,1620.12,723.65,0.0,15.75,141.4
2024-11-03 21:00:00+01:00,0.0,0.0,1619.75,785.49,0.0,16.2,156.57
2024-11-03 22:00:00+01:00,0.0,0.0,1621.66,764.05,0.0,16.25,148.02
2024-11-03 23:00:00+01:00,0.0,0.0,1619.01,769.89,0.0,16.21,88.87
2024-11-04 00:00:00+01:00,0.0,0.0,1620.73,786.78,0.0,16.78,25.93
2024-11-04 01:00:00+01:00,0.0,0.0,1617.47,733.08,0.0,17.01,0.63
2024-11-04 02:00:00+01:00,0.0,0.0,1610.22,757.77,0.0,17.07,10.32
2024-11-04 03:00:00+01:00,0.0,0.0,1610.71,734.78,0.0,17.09,35.22
2024-11-04 04:00:00+01:00,0.0,0.0,1615.87,778.47,0.0,17.31,56.24
2024-11-04 05:00:00+01:00,0.0,0.0,1614.51,1002.39,0.0,17.43,75.23
2024-11-04 06:00:00+01:00,0.0,0.0,1611.51,1034.85,0.0,17.65,116.54
2024-11-04 07:00:00+01:00,0.0,0.0,1614.79,931.97,0.0,17.43,135.47
2024-11-04 08:00:00+01:00,0.0,0.0,1597.27,878.49,0.0,16.71,127.93
2024-11-04 09:00:00+01:00,0.0,0.0,1593.36,918.12,0.0,16.68,111.86
2024-11-04 10:00:00+01:00,0.0,0.0,1596.28,872.55,0.53,16.72,106.56
2024-11-04 11:00:00+01:00,0.0,0.0,1596.52,1025.82,0.46,16.72,93.43
2024-11-04 12:00:00+01:00,0.0,0.0,1561.78,1062.44,0.0,17.0,53.17
2024-11-04 13:00:00+01:00,0.0,0.0,1577.81,1057.6,0.0,16.93,29.73
2024-11-04 14:00:00+01:00,0.0,0.0,1605.48,1054.16,0.0,16.93,32.44
2024-11-04 15:00:00+01:00,0.0,0.0,1605.09,1071.49,0.0,16.68,51.16
2024-11-04 16:00:00+01:00,0.0,0.0,1602.52,968.39,0.0,16.22,72.49
2024-11-04 17:00:00+01:00,0.0,0.0,1607.83,982.28,0.0,15.67,76.35
2024-11-04 18:00:00+01:00,0.0,0.0,1593.48,792.23,0.0,15.83,67.25
2024-11-04 19:00:00+01:00,0.0,0.0,1604.33,804.86,0.0,15.83,66.75
2024-11-04 20:00:00+01:00,0.0,0.0,1606.95,886.49,0.0,16.18,42.65
2024-11-04 21:00:00+01:00,0.0,0.0,1606.68,911.23,0.0,16.17,31.48
2024-11-04 22:00:00+01:00,0.0,0.0,1610.6,865.28,0.0,16.28,18.29
2024-11-04 23:00:00+01:00,0.0,0.0,1609.68,954.43,0.0,16.6,11.43
2024-11-05 00:00:00+01:00,0.0,0.0,1605.36,770.01,0.0,16.83,5.64
2024-11-05 01:00:00+01:00,0.0,0.0,1605.15,829.16,0.0,16.98,6.14
2024-11-05 02:00:00+01:00,0.0,0.0,1610.54,737.61,0.0,17.1,5.57
2024-11-05 03:00:00+01:00,0.0,0.0,1612.26,748.82,0.0,17.16,1.49
2024-11-05 04:00:00+01:00,0.0,0.0,1606.13,747.01,0.0,17.21,1.41
2024-11-05 05:00:00+01:00,0.0,0.0,1617.42,852.35,0.0,17.15,6.75
2024-11-05 06:00:00+01:00,0.0,0.0,1620.25,908.17,0.0,17.36,9.59
2024-11-05 07:00:00+01:00,0.0,0.0,1619.26,828.24,0.0,17.14,7.65
2024-11-05 08:00:00+01:00,0.0,0.0,1624.35,793.83,0.0,17.11,4.27
2024-11-05 09:00:00+01:00,0.0,0.0,1626.48,766.83,0.0,16.85,1.19
2024-11-05 10:00:00+01:00,0.0,0.0,1600.34,791.14,0.01,16.42,5.58
2024-11-05 11:00:00+01:00,0.0,0.0,1633.65,839.09,0.0,16.58,2.42
2024-11-05 12:00:00+01:00,0.0,0.0,1618.57,868.33,0.02,16.52,1.52
2024-11-05 13:00:00+01:00,0.0,0.0,1621.46,811.56,0.0,16.63,0.81
2024-11-05 14:00:00+01:00,0.0,0.0,1624.23,824.96,0.0,16.48,0.0
2024-11-05 15:00:00+01:00,0.0,0.0,1617.34,862.47,0.0,16.34,0.0
2024-11-05 16:00:00+01:00,0.0,0.0,1621.3,939.68,0.0,16.18,0.0
2024-11-05 17:00:00+01:00,0.0,0.0,1630.7,865.35,0.0,15.66,0.0
2024-11-05 18:00:00+01:00,0.0,0.0,1630.24,810.98,0.0,15.61,0.0
2024-11-05 19:00:00+01:00,0.0,0.0,1626.84,804.67,0.0,15.75,0.0
