,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Waste,Wind Onshore
2024-10-11 17:00:00+02:00,0.0,0.0,1827.55,1020.38,0.0,16.54,106.75
2024-10-11 18:00:00+02:00,0.0,0.0,1827.25,948.53,0.0,16.42,128.55
2024-10-11 19:00:00+02:00,0.0,0.0,1828.15,995.66,0.0,16.36,118.52
2024-10-11 20:00:00+02:00,0.0,0.0,1825.13,1028.52,0.0,16.1,90.21
2024-10-11 21:00:00+02:00,0.0,0.0,1826.38,1025.55,0.0,16.12,88.99
2024-10-11 22:00:00+02:00,0.0,0.0,1828.54,959.3,0.0,14.39,66.78
2024-10-11 23:00:00+02:00,0.0,0.0,1822.88,995.3,0.0,15.62,72.36
2024-10-12 00:00:00+02:00,0.0,0.0,1812.72,905.03,0.0,17.54,65.2
2024-10-12 01:00:00+02:00,0.0,0.0,1814.28,824.15,0.0,17.58,70.21
2024-10-12 02:00:00+02:00,0.0,0.0,1807.56,854.23,0.0,17.61,75.61
2024-10-12 03:00:00+02:00,0.0,0.0,1810.79,826.72,0.0,17.93,60.83
2024-10-12 04:00:00+02:00,0.0,0.0,1810.75,822.07,0.0,17.69,50.36
2024-10-12 05:00:00+02:00,0.0,0.0,1810.22,823.32,0.0,17.86,66.34
2024-10-12 06:00:00+02:00,0.0,0.0,1809.1,786.04,0.0,18.03,82.14
2024-10-12 07:00:00+02:00,0.0,0.0,1807.48,798.72,0.0,18.15,58.59
2024-10-12 08:00:00+02:00,0.0,0.0,1809.52,902.06,0.0,17.91,28.2
2024-10-12 09:00:00+02:00,0.0,0.0,1795.38,871.16,0.56,18.0,31.02
2024-10-12 10:00:00+02:00,0.0,0.0,1792.81,715.08,1.11,17.42,54.69
2024-10-12 11:00:00+02:00,0.0,0.0,1790.88,682.19,1.34,16.88,71.68
2024-10-12 12:00:00+02:00,0.0,0.0,1792.89,618.47,0.96,16.79,80.52
2024-10-12 13:00:00+02:00,0.0,0.0,1790.3,658.28,0.88,16.91,108.68
2024-10-12 14:00:00+02:00,0.0,0.0,1786.27,646.25,0.53,17.17,144.48
2024-10-12 15:00:00+02:00,0.0,0.0,1784.29,739.22,0.16,17.11,145.23
2024-10-12 16:00:00+02:00,0.0,0.0,1782.85,881.79,0.0,17.05,222.22
2024-10-12 17:00:00+02:00,0.0,0.0,1797.87,913.56,0.0,17.2,250.5
2024-10-12 18:00:00+02:00,0.0,0.0,1793.08,969.98,0.0,16.86,263.3
2024-10-12 19:00:00+02:00,0.0,0.0,1790.38,1008.01,0.0,16.98,270.64
2024-10-12 20:00:00+02:00,0.0,0.0,1789.97,834.34,0.0,16.94,287.34
2024-10-12 21:00:00+02:00,0.0,0.0,1789.64,857.97,0.0,16.71,281.28
2024-10-12 22:00:00+02:00,0.0,0.0,1786.53,805.24,0.0,17.06,296.58
2024-10-12 23:00:00+02:00,0.0,0.0,1787.26,667.51,0.0,16.99,288.57
2024-10-13 00:00:00+02:00,0.0,0.0,1783.44,335.6,0.0,17.26,129.67
2024-10-13 01:00:00+02:00,0.0,0.0,1782.19,345.09,0.0,17.38,118.97
2024-10-13 02:00:00+02:00,0.0,0.0,1789.59,402.71,0.0,17.64,105.34
2024-10-13 03:00:00+02:00,0.0,0.0,1791.68,278.34,0.0,17.59,109.82
2024-10-13 04:00:00+02:00,0.0,0.0,1792.33,282.13,0.0,17.69,77.77
2024-10-13 05:00:00+02:00,0.0,0.0,1798.77,278.26,0.0,17.85,83.15
2024-10-13 06:00:00+02:00,0.0,0.0,1803.73,276.0,0.0,17.95,89.8
2024-10-13 07:00:00+02:00,0.0,0.0,1802.94,320.67,0.0,18.2,142.01
2024-10-13 08:00:00+02:00,0.0,0.0,1820.11,632.64,0.0,18.19,126.08
2024-10-13 09:00:00+02:00,0.0,0.0,1815.18,523.74,0.0,18.18,117.37
2024-10-13 10:00:00+02:00,0.0,0.0,1818.69,494.26,0.0,17.62,131.17
2024-10-13 11:00:00+02:00,0.0,0.0,1811.39,360.37,0.0,16.96,113.42
2024-10-13 12:00:00+02:00,0.0,0.0,1819.47,627.15,0.35,17.51,76.97
2024-10-13 13:00:00+02:00,0.0,0.0,1827.4,659.78,0.44,17.74,39.8
2024-10-13 14:00:00+02:00,0.0,0.0,1824.83,683.34,0.26,17.24,16.03
2024-10-13 15:00:00+02:00,0.0,0.0,1824.59,732.15,0.32,17.41,6.43
2024-10-13 16:00:00+02:00,0.0,0.0,1825.33,644.53,0.01,17.68,10.61
2024-10-13 17:00:00+02:00,0.0,0.0,1823.81,658.28,0.0,17.43,20.78
2024-10-13 18:00:00+02:00,0.0,0.0,1827.71,728.55,0.0,16.9,32.07
2024-10-13 19:00:00+02:00,0.0,0.0,1816.47,871.53,0.0,17.04,18.25
2024-10-13 20:00:00+02:00,0.0,0.0,1817.32,933.57,0.0,17.21,3.72
2024-10-13 21:00:00+02:00,0.0,0.0,1813.71,814.29,0.0,17.3,3.72
2024-10-13 22:00:00+02:00,0.0,0.0,1833.58,762.67,0.0,17.54,0.59
2024-10-13 23:00:00+02:00,0.0,0.0,1831.25,765.24,0.0,17.48,0.12
2024-10-14 00:00:00+02:00,0.0,0.0,1822.83,843.35,0.0,17.55,0.0
2024-10-14 01:00:00+02:00,0.0,0.0,1821.3,839.28,0.0,16.73,0.0
2024-10-14 02:00:00+02:00,0.0,0.0,1819.43,729.44,0.0,16.1,0.0
2024-10-14 03:00:00+02:00,0.0,0.0,1813.82,659.73,0.0,16.68,0.0
2024-10-14 04:00:00+02:00,0.0,0.0,1817.8,743.34,0.0,17.23,0.96
2024-10-14 05:00:00+02:00,0.0,0.0,1815.44,708.27,0.0,17.4,7.49
2024-10-14 06:00:00+02:00,0.0,0.0,1816.08,788.67,0.0,17.94,26.41
2024-10-14 07:00:00+02:00,0.0,0.0,1816.51,998.19,0.0,17.7,69.32
2024-10-14 08:00:00+02:00,0.0,0.0,1811.41,1046.81,0.0,18.08,84.96
2024-10-14 09:00:00+02:00,0.0,0.0,1815.37,1071.09,0.9,17.91,100.38
2024-10-14 10:00:00+02:00,0.0,0.0,1781.65,1056.53,1.46,17.57,112.97
2024-10-14 11:00:00+02:00,0.0,0.0,1784.02,1012.23,2.8,17.35,88.94
2024-10-14 12:00:00+02:00,0.0,0.0,1776.37,993.96,3.15,16.7,89.23
2024-10-14 13:00:00+02:00,0.0,0.0,1774.95,917.11,3.05,17.26,100.3
2024-10-14 14:00:00+02:00,0.0,0.0,1800.96,858.81,1.53,17.29,96.92
2024-10-14 15:00:00+02:00,0.0,0.0,1820.96,852.81,1.66,16.91,83.85
2024-10-14 16:00:00+02:00,0.0,0.0,1815.95,859.73,0.42,16.82,76.26
2024-10-14 17:00:00+02:00,0.0,0.0,1809.19,996.3,0.0,15.0,104.22
2024-10-14 18:00:00+02:00,0.0,0.0,1814.04,1017.34,0.0,16.0,149.96
2024-10-14 19:00:00+02:00,0.0,0.0,1816.92,1007.86,0.0,15.8,159.62
2024-10-14 20:00:00+02:00,0.0,0.0,1819.24,1060.95,0.0,15.91,160.88
2024-10-14 21:00:00+02:00,0.0,0.0,1816.69,1056.49,0.0,16.09,161.75
2024-10-14 22:00:00+02:00,0.0,0.0,1807.7,903.51,0.0,16.59,149.54
2024-10-14 23:00:00+02:00,0.0,0.0,1800.1,819.71,0.0,16.72,108.48
2024-10-15 00:00:00+02:00,0.0,0.0,1796.33,861.19,0.0,17.04,80.13
2024-10-15 01:00:00+02:00,0.0,0.0,1796.35,839.09,0.0,16.91,56.98
2024-10-15 02:00:00+02:00,0.0,0.0,1793.65,859.97,0.0,16.79,46.67
2024-10-15 03:00:00+02:00,0.0,0.0,1797.56,852.76,0.0,17.01,25.05
2024-10-15 04:00:00+02:00,0.0,0.0,1795.41,814.63,0.0,16.93,6.99
2024-10-15 05:00:00+02:00,0.0,0.0,1792.98,854.8,0.0,16.71,1.61
2024-10-15 06:00:00+02:00,0.0,0.0,1798.43,995.22,0.0,17.1,5.65
2024-10-15 07:00:00+02:00,0.0,0.0,1804.35,984.69,0.0,17.17,14.03
2024-10-15 08:00:00+02:00,0.0,0.0,1777.61,972.68,0.0,17.09,27.3
2024-10-15 09:00:00+02:00,0.0,0.0,1756.07,924.23,1.01,16.86,38.52
2024-10-15 10:00:00+02:00,0.0,0.0,1759.66,1058.25,2.33,16.26,53.71
2024-10-15 11:00:00+02:00,0.0,0.0,1758.54,1070.16,3.09,15.97,47.99
2024-10-15 12:00:00+02:00,0.0,0.0,1774.22,1054.07,3.52,16.6,20.92
2024-10-15 13:00:00+02:00,0.0,0.0,1771.31,987.82,3.13,15.05,14.74
2024-10-15 14:00:00+02:00,0.0,0.0,1784.86,911.25,2.01,12.73,16.08
2024-10-15 15:00:00+02:00,0.0,0.0,1804.84,921.32,1.72,16.02,28.81
2024-10-15 16:00:00+02:00,0.0,0.0,1806.27,972.77,0.42,16.02,37.56
2024-10-15 17:00:00+02:00,0.0,0.0,1801.57,1007.44,0.0,14.6,54.33
2024-10-15 18:00:00+02:00,0.0,0.0,1797.35,894.49,0.0,14.4,65.17
2024-10-15 19:00:00+02:00,0.0,0.0,1790.84,897.1,0.0,14.66,96.65
2024-10-15 20:00:00+02:00,0.0,0.0,1792.96,914.64,0.0,14.73,130.48
2024-10-15 21:00:00+02:00,0.0,0.0,1794.21,1001.07,0.0,14.31,122.95
2024-10-15 22:00:00+02:00,0.0,0.0,1790.68,980.33,0.0,15.04,148.37
2024-10-15 23:00:00+02:00,0.0,0.0,1793.26,922.73,0.0,15.1,158.5
2024-10-16 00:00:00+02:00,0.0,0.0,1801.75,714.55,0.0,15.43,165.33
2024-10-16 01:00:00+02:00,0.0,0.0,1791.82,583.27,0.0,15.2,190.15
2024-10-16 02:00:00+02:00,0.0,0.0,1783.34,554.32,0.0,15.42,186.16
2024-10-16 03:00:00+02:00,0.0,0.0,1776.8,541.52,0.0,15.49,218.9
2024-10-16 04:00:00+02:00,0.0,0.0,1773.1,489.33,0.0,15.62,254.82
2024-10-16 05:00:00+02:00,0.0,0.0,1777.2,558.04,0.0,15.78,230.03
2024-10-16 06:00:00+02:00,0.0,0.0,1787.11,593.23,0.0,15.93,187.8
2024-10-16 07:00:00+02:00,0.0,0.0,1784.27,774.23,0.0,16.02,165.95
2024-10-16 08:00:00+02:00,0.0,0.0,1787.42,620.39,0.0,15.73,154.5
2024-10-16 09:00:00+02:00,0.0,0.0,1784.51,565.49,0.0,14.98,144.54
2024-10-16 10:00:00+02:00,0.0,0.0,1787.54,508.41,0.0,13.89,140.68
2024-10-16 11:00:00+02:00,0.0,0.0,1773.39,484.06,0.06,15.54,126.65
2024-10-16 12:00:00+02:00,0.0,0.0,1787.25,253.67,0.72,16.1,126.99
2024-10-16 13:00:00+02:00,0.0,0.0,1774.87,233.4,0.69,16.16,153.75
2024-10-16 14:00:00+02:00,0.0,0.0,1769.1,250.37,0.48,16.25,140.08
2024-10-16 15:00:00+02:00,0.0,0.0,1776.47,424.92,0.78,16.14,97.45
2024-10-16 16:00:00+02:00,0.0,0.0,1784.89,593.76,0.45,15.99,118.78
2024-10-16 17:00:00+02:00,0.0,0.0,1780.09,566.25,0.0,15.53,135.5
2024-10-16 18:00:00+02:00,0.0,0.0,1780.98,550.23,0.0,15.28,146.99
2024-10-16 19:00:00+02:00,0.0,0.0,1785.63,545.75,0.0,15.37,181.04
2024-10-16 20:00:00+02:00,0.0,0.0,1770.86,514.11,0.0,15.47,206.61
2024-10-16 21:00:00+02:00,0.0,0.0,1773.05,503.63,0.0,14.98,225.04
2024-10-16 22:00:00+02:00,0.0,0.0,1763.18,517.82,0.0,14.73,227.84
2024-10-16 23:00:00+02:00,0.0,0.0,1772.61,467.86,0.0,15.75,223.87
2024-10-17 00:00:00+02:00,0.0,0.0,1769.5,587.9,0.0,15.94,204.66
2024-10-17 01:00:00+02:00,0.0,0.0,1763.34,539.05,0.0,16.09,204.79
2024-10-17 02:00:00+02:00,0.0,0.0,1768.4,527.74,0.0,16.23,164.08
2024-10-17 03:00:00+02:00,0.0,0.0,1759.42,553.81,0.0,16.0,125.47
2024-10-17 04:00:00+02:00,0.0,0.0,1756.34,625.39,0.0,16.24,124.2
2024-10-17 05:00:00+02:00,0.0,0.0,1749.94,680.13,0.0,16.58,100.74
2024-10-17 06:00:00+02:00,0.0,0.0,1759.49,491.64,0.0,16.64,90.73
2024-10-17 07:00:00+02:00,0.0,0.0,1741.0,528.38,0.0,15.74,91.46
2024-10-17 08:00:00+02:00,0.0,0.0,1733.85,495.1,0.0,16.07,107.08
2024-10-17 09:00:00+02:00,0.0,0.0,1727.08,388.0,0.0,16.59,112.83
2024-10-17 10:00:00+02:00,0.0,0.0,1724.01,366.83,0.0,15.88,92.94
2024-10-17 11:00:00+02:00,0.0,0.0,1727.5,367.54,0.0,15.31,102.99
2024-10-17 12:00:00+02:00,0.0,0.0,1721.8,405.68,0.13,13.86,98.21
2024-10-17 13:00:00+02:00,0.0,0.0,1733.13,465.12,0.29,16.23,75.49
2024-10-17 14:00:00+02:00,0.0,0.0,1721.37,577.51,0.13,16.08,77.68
2024-10-17 15:00:00+02:00,0.0,0.0,1728.99,780.39,0.13,16.07,83.38
2024-10-17 16:00:00+02:00,0.0,0.0,1738.42,760.32,0.0,15.85,104.02
2024-10-17 17:00:00+02:00,0.0,0.0,1748.73,670.64,0.0,15.67,121.34
2024-10-17 18:00:00+02:00,0.0,0.0,1746.19,613.51,0.0,15.5,129.55
2024-10-17 19:00:00+02:00,0.0,0.0,1742.57,584.7,0.0,15.65,133.44
2024-10-17 20:00:00+02:00,0.0,0.0,1733.84,585.43,0.0,15.71,127.25
2024-10-17 21:00:00+02:00,0.0,0.0,1735.22,577.9,0.0,15.66,119.79
2024-10-17 22:00:00+02:00,0.0,0.0,1738.9,568.8,0.0,16.07,120.31
2024-10-17 23:00:00+02:00,0.0,0.0,1737.71,540.86,0.0,15.95,112.07
2024-10-18 00:00:00+02:00,0.0,0.0,1740.62,720.18,0.0,16.25,103.53
2024-10-18 01:00:00+02:00,0.0,0.0,1746.17,941.71,0.0,16.28,81.03
2024-10-18 02:00:00+02:00,0.0,0.0,1747.14,807.9,0.0,16.36,90.21
2024-10-18 03:00:00+02:00,0.0,0.0,1749.14,775.62,0.0,16.43,72.98
2024-10-18 04:00:00+02:00,0.0,0.0,1747.5,982.84,0.0,16.57,62.76
2024-10-18 05:00:00+02:00,0.0,0.0,1756.41,902.24,0.0,16.87,65.0
2024-10-18 06:00:00+02:00,0.0,0.0,1757.28,923.02,0.0,16.62,51.55
2024-10-18 07:00:00+02:00,0.0,0.0,1758.9,861.0,0.0,16.59,57.21
2024-10-18 08:00:00+02:00,0.0,0.0,1762.01,859.84,0.0,16.66,45.79
2024-10-18 09:00:00+02:00,0.0,0.0,1765.39,850.05,0.0,16.66,28.04
2024-10-18 10:00:00+02:00,0.0,0.0,1766.36,905.44,0.0,16.34,21.88
2024-10-18 11:00:00+02:00,0.0,0.0,1769.05,969.1,0.04,16.26,20.79
2024-10-18 12:00:00+02:00,0.0,0.0,1777.95,986.2,0.35,15.94,12.5
2024-10-18 13:00:00+02:00,0.0,0.0,1783.74,1003.35,0.36,16.2,17.32
2024-10-18 14:00:00+02:00,0.0,0.0,1781.75,968.75,0.13,16.26,15.98
2024-10-18 15:00:00+02:00,0.0,0.0,1781.71,963.53,0.03,16.28,23.35
2024-10-18 16:00:00+02:00,0.0,0.0,1785.49,884.86,0.0,15.86,25.71
2024-10-18 17:00:00+02:00,0.0,0.0,1780.26,872.34,0.0,15.55,37.45
2024-10-18 18:00:00+02:00,0.0,0.0,1784.61,793.0,0.0,15.12,25.72
2024-10-18 19:00:00+02:00,0.0,0.0,1787.1,802.89,0.0,15.26,28.75
2024-10-18 20:00:00+02:00,0.0,0.0,1782.83,798.07,0.0,14.74,18.82
2024-10-18 21:00:00+02:00,0.0,0.0,1792.08,695.26,0.0,15.7,30.97
2024-10-18 22:00:00+02:00,0.0,0.0,1785.59,680.71,0.0,16.59,61.92
2024-10-18 23:00:00+02:00,0.0,0.0,1790.27,645.62,0.0,16.63,58.73
2024-10-19 00:00:00+02:00,0.0,0.0,1794.2,793.72,0.0,16.68,65.44
2024-10-19 01:00:00+02:00,0.0,0.0,1800.15,742.66,0.0,16.92,70.47
2024-10-19 02:00:00+02:00,0.0,0.0,1796.68,734.42,0.0,16.55,70.4
2024-10-19 03:00:00+02:00,0.0,0.0,1797.58,746.32,0.0,16.97,68.92
2024-10-19 04:00:00+02:00,0.0,0.0,1794.16,831.6,0.0,16.68,53.54
2024-10-19 05:00:00+02:00,0.0,0.0,1796.43,833.35,0.0,16.65,47.75
2024-10-19 06:00:00+02:00,0.0,0.0,1799.68,828.85,0.0,16.35,36.29
2024-10-19 07:00:00+02:00,0.0,0.0,1803.85,834.54,0.0,16.6,60.34
2024-10-19 08:00:00+02:00,0.0,0.0,1801.94,849.21,0.0,15.57,82.12
2024-10-19 09:00:00+02:00,0.0,0.0,1802.96,868.01,0.0,12.53,111.56
2024-10-19 10:00:00+02:00,0.0,0.0,1803.64,891.34,0.0,11.39,127.47
2024-10-19 11:00:00+02:00,0.0,0.0,1809.0,874.46,0.0,11.08,126.82
2024-10-19 12:00:00+02:00,0.0,0.0,1809.03,809.4,0.22,8.67,112.87
2024-10-19 13:00:00+02:00,0.0,0.0,1806.41,746.09,0.3,9.38,83.11
2024-10-19 14:00:00+02:00,0.0,0.0,1796.56,753.68,0.03,10.3,94.27
2024-10-19 15:00:00+02:00,0.0,0.0,1796.92,840.11,0.0,11.73,78.19
2024-10-19 16:00:00+02:00,0.0,0.0,1805.0,892.37,0.0,11.66,73.4
2024-10-19 17:00:00+02:00,0.0,0.0,1793.2,887.69,0.0,11.15,56.86
2024-10-19 18:00:00+02:00,0.0,0.0,1791.58,862.18,0.0,10.68,66.79
2024-10-19 19:00:00+02:00,0.0,0.0,1799.13,784.83,0.0,10.61,61.84
2024-10-19 20:00:00+02:00,0.0,0.0,1795.44,772.51,0.0,11.17,67.12
2024-10-19 21:00:00+02:00,0.0,0.0,1796.44,763.1,0.0,11.41,79.29
2024-10-19 22:00:00+02:00,0.0,0.0,1795.4,772.93,0.0,11.32,85.61
2024-10-19 23:00:00+02:00,0.0,0.0,1811.42,714.82,0.0,11.22,82.98
2024-10-20 00:00:00+02:00,0.0,0.0,1823.93,798.07,0.0,11.2,89.98
2024-10-20 01:00:00+02:00,0.0,0.0,1819.58,764.02,0.0,11.41,108.81
2024-10-20 02:00:00+02:00,0.0,0.0,1828.16,755.33,0.0,11.95,117.3
2024-10-20 03:00:00+02:00,0.0,0.0,1845.22,706.15,0.0,12.28,115.38
2024-10-20 04:00:00+02:00,0.0,0.0,1835.26,687.29,0.0,12.34,109.45
2024-10-20 05:00:00+02:00,0.0,0.0,1832.82,671.59,0.0,12.53,134.45
2024-10-20 06:00:00+02:00,0.0,0.0,1845.05,716.47,0.0,12.6,179.38
2024-10-20 07:00:00+02:00,0.0,0.0,1852.21,727.7,0.0,12.54,202.08
2024-10-20 08:00:00+02:00,0.0,0.0,1860.16,724.31,0.0,12.48,228.48
2024-10-20 09:00:00+02:00,0.0,0.0,1860.8,656.07,0.0,12.27,205.83
2024-10-20 10:00:00+02:00,0.0,0.0,1850.33,697.15,0.0,12.09,180.28
2024-10-20 11:00:00+02:00,0.0,0.0,1848.26,663.84,0.14,11.95,78.26
2024-10-20 12:00:00+02:00,0.0,0.0,1850.51,611.57,0.46,11.8,79.9
2024-10-20 13:00:00+02:00,0.0,0.0,1853.56,646.17,0.31,11.92,96.59
2024-10-20 14:00:00+02:00,0.0,0.0,1841.25,635.83,0.0,11.83,108.38
2024-10-20 15:00:00+02:00,0.0,0.0,1850.76,462.79,0.01,11.6,102.45
2024-10-20 16:00:00+02:00,0.0,0.0,1879.06,781.92,0.24,11.72,251.74
2024-10-20 17:00:00+02:00,0.0,0.0,1872.29,762.34,4.61,11.75,271.37
2024-10-20 18:00:00+02:00,0.0,0.0,1883.31,659.76,0.0,11.55,265.72
2024-10-20 19:00:00+02:00,0.0,0.0,1884.68,588.55,0.0,11.82,276.67
2024-10-20 20:00:00+02:00,0.0,0.0,1870.34,434.01,0.0,11.82,283.62
2024-10-20 21:00:00+02:00,0.0,0.0,1875.96,495.44,0.0,11.76,288.18
2024-10-20 22:00:00+02:00,0.0,0.0,1871.64,490.98,0.0,11.76,295.48
2024-10-20 23:00:00+02:00,0.0,0.0,1872.93,584.66,0.0,11.75,290.99
2024-10-21 00:00:00+02:00,0.0,0.0,1871.08,546.03,0.0,11.93,137.35
2024-10-21 01:00:00+02:00,0.0,0.0,1873.15,537.01,0.0,12.32,128.04
2024-10-21 02:00:00+02:00,0.0,0.0,1878.49,423.11,0.0,12.41,126.21
2024-10-21 03:00:00+02:00,0.0,0.0,1847.05,396.71,0.0,12.64,130.75
2024-10-21 04:00:00+02:00,0.0,0.0,1831.74,335.41,0.0,12.62,130.67
2024-10-21 05:00:00+02:00,0.0,0.0,1825.82,268.06,0.0,12.58,279.3
2024-10-21 06:00:00+02:00,0.0,0.0,1864.4,484.42,0.0,12.36,288.85
2024-10-21 07:00:00+02:00,0.0,0.0,1884.45,689.44,0.03,12.28,291.52
2024-10-21 08:00:00+02:00,0.0,0.0,1891.42,740.32,0.45,12.42,284.24
2024-10-21 09:00:00+02:00,0.0,0.0,1885.42,635.76,1.13,12.34,280.56
2024-10-21 10:00:00+02:00,0.0,0.0,1881.65,625.96,1.52,12.23,273.54
2024-10-21 11:00:00+02:00,0.0,0.0,1881.3,733.55,2.75,12.19,257.89
2024-10-21 12:00:00+02:00,0.0,0.0,1884.7,766.63,3.15,12.38,259.0
2024-10-21 13:00:00+02:00,0.0,0.0,1890.92,668.17,2.77,12.34,266.25
2024-10-21 14:00:00+02:00,0.0,0.0,1896.17,677.76,1.89,12.04,275.1
2024-10-21 15:00:00+02:00,0.0,0.0,1906.72,691.2,0.9,12.01,284.01
2024-10-21 16:00:00+02:00,0.0,0.0,1912.67,692.99,0.0,11.84,286.41
2024-10-21 17:00:00+02:00,0.0,0.0,1916.53,695.58,0.0,11.59,289.42
2024-10-21 18:00:00+02:00,0.0,0.0,1918.66,692.87,0.0,11.46,280.26
2024-10-21 19:00:00+02:00,0.0,0.0,1914.9,699.37,0.0,11.24,285.98
2024-10-21 20:00:00+02:00,0.0,0.0,1917.62,696.74,0.0,11.13,283.36
2024-10-21 21:00:00+02:00,0.0,0.0,1919.64,748.91,0.0,11.18,273.34
2024-10-21 22:00:00+02:00,0.0,0.0,1914.73,696.65,0.0,11.38,282.17
2024-10-21 23:00:00+02:00,0.0,0.0,1916.38,687.35,0.0,11.67,265.93
2024-10-22 00:00:00+02:00,0.0,0.0,1910.74,820.1,0.0,11.13,255.38
2024-10-22 01:00:00+02:00,0.0,0.0,1907.63,869.05,0.0,11.31,239.72
2024-10-22 02:00:00+02:00,0.0,0.0,1905.15,888.01,0.0,11.52,222.44
2024-10-22 03:00:00+02:00,0.0,0.0,1902.42,883.1,0.0,11.4,214.91
2024-10-22 04:00:00+02:00,0.0,0.0,1903.89,885.86,0.0,11.44,247.02
2024-10-22 05:00:00+02:00,0.0,0.0,1903.78,857.24,0.0,11.27,245.41
2024-10-22 06:00:00+02:00,0.0,0.0,1908.18,963.12,0.0,11.55,242.58
2024-10-22 07:00:00+02:00,0.0,0.0,1902.29,994.18,0.0,11.2,242.11
2024-10-22 08:00:00+02:00,0.0,0.0,1884.56,953.93,0.0,11.42,246.13
2024-10-22 09:00:00+02:00,0.0,0.0,1869.55,963.61,0.0,11.07,241.47
2024-10-22 10:00:00+02:00,0.0,0.0,1869.55,951.36,0.02,11.01,241.65
2024-10-22 11:00:00+02:00,0.0,0.0,1879.99,943.03,0.42,10.78,248.72
2024-10-22 12:00:00+02:00,0.0,0.0,1878.97,946.91,0.62,10.83,255.26
2024-10-22 13:00:00+02:00,0.0,0.0,1873.01,917.5,1.19,10.94,259.82
2024-10-22 14:00:00+02:00,0.0,0.0,1880.28,844.8,0.52,10.87,254.76
2024-10-22 15:00:00+02:00,0.0,0.0,1872.3,832.39,0.18,10.58,249.65
2024-10-22 16:00:00+02:00,0.0,0.0,1874.34,892.88,0.0,10.47,239.88
2024-10-22 17:00:00+02:00,0.0,0.0,1885.64,961.31,0.0,10.11,255.76
2024-10-22 18:00:00+02:00,0.0,0.0,1912.26,930.95,0.0,9.0,257.58
2024-10-22 19:00:00+02:00,0.0,0.0,1917.54,876.11,0.0,9.72,265.9
2024-10-22 20:00:00+02:00,0.0,0.0,1912.33,866.43,0.0,9.69,266.37
2024-10-22 21:00:00+02:00,0.0,0.0,1912.31,873.57,0.0,9.53,269.56
2024-10-22 22:00:00+02:00,0.0,0.0,1910.34,868.74,0.0,9.84,269.88
2024-10-22 23:00:00+02:00,0.0,0.0,1914.07,818.26,0.0,9.83,257.99
2024-10-23 00:00:00+02:00,0.0,0.0,1920.2,717.88,0.0,9.99,254.21
2024-10-23 01:00:00+02:00,0.0,0.0,1915.08,709.59,0.0,10.08,261.14
2024-10-23 02:00:00+02:00,0.0,0.0,1912.48,776.49,0.0,10.22,259.91
2024-10-23 03:00:00+02:00,0.0,0.0,1882.47,695.65,0.0,10.14,269.74
2024-10-23 04:00:00+02:00,0.0,0.0,1804.29,627.73,0.0,10.14,268.9
2024-10-23 05:00:00+02:00,0.0,0.0,1791.99,685.49,0.0,10.36,265.23
2024-10-23 06:00:00+02:00,0.0,0.0,1820.56,797.75,0.0,10.05,249.0
2024-10-23 07:00:00+02:00,0.0,0.0,1823.08,865.19,0.0,8.84,247.75
2024-10-23 08:00:00+02:00,0.0,0.0,1822.93,897.37,0.0,8.58,251.27
2024-10-23 09:00:00+02:00,0.0,0.0,1816.81,900.92,0.0,8.25,250.29
2024-10-23 10:00:00+02:00,0.0,0.0,1819.6,904.77,0.55,8.95,232.15
2024-10-23 11:00:00+02:00,0.0,0.0,1825.44,900.54,0.25,9.65,234.36
2024-10-23 12:00:00+02:00,0.0,0.0,1829.51,893.13,0.87,10.86,248.63
2024-10-23 13:00:00+02:00,0.0,0.0,1833.03,909.46,0.53,13.72,258.11
2024-10-23 14:00:00+02:00,0.0,0.0,1827.91,906.49,0.73,15.07,254.29
2024-10-23 15:00:00+02:00,0.0,0.0,1913.99,916.81,0.7,15.06,255.73
2024-10-23 16:00:00+02:00,0.0,0.0,1930.84,913.66,0.0,15.34,257.52
2024-10-23 17:00:00+02:00,0.0,0.0,1926.92,910.18,0.0,15.15,256.81
2024-10-23 18:00:00+02:00,0.0,0.0,1917.78,894.05,0.0,14.46,255.1
2024-10-23 19:00:00+02:00,0.0,0.0,1915.1,891.66,0.0,14.96,252.19
2024-10-23 20:00:00+02:00,0.0,0.0,1915.26,648.2,0.0,15.17,243.54
2024-10-23 21:00:00+02:00,0.0,0.0,1913.96,641.59,0.0,15.48,244.79
2024-10-23 22:00:00+02:00,0.0,0.0,1883.72,630.34,0.0,15.93,256.1
2024-10-23 23:00:00+02:00,0.0,0.0,1884.47,625.98,0.0,16.09,255.71
2024-10-24 00:00:00+02:00,0.0,0.0,1904.26,650.43,0.0,16.3,252.63
2024-10-24 01:00:00+02:00,0.0,0.0,1902.86,668.87,0.0,16.46,252.74
2024-10-24 02:00:00+02:00,0.0,0.0,1899.44,661.71,0.0,16.7,246.03
2024-10-24 03:00:00+02:00,0.0,0.0,1900.53,681.86,0.0,16.79,234.58
2024-10-24 04:00:00+02:00,0.0,0.0,1895.53,685.01,0.0,16.62,189.08
2024-10-24 05:00:00+02:00,0.0,0.0,1881.33,603.76,0.0,16.66,221.89
2024-10-24 06:00:00+02:00,0.0,0.0,1882.95,519.03,0.0,16.82,241.33
