,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2024-05-31 18:00:00+02:00,267.49,70.36,193.03,8.67,1.41,0.87,603.2,65.96,665.91,391.4
2024-05-31 19:00:00+02:00,268.12,71.67,231.03,9.2,1.41,0.92,323.06,65.99,696.91,265.0
2024-05-31 20:00:00+02:00,216.45,73.47,255.28,9.36,1.41,0.94,153.17,66.38,714.06,236.52
2024-05-31 21:00:00+02:00,228.38,67.18,298.33,8.82,1.41,0.88,26.51,67.14,525.7,298.69
2024-05-31 22:00:00+02:00,130.61,65.13,219.24,9.03,1.41,0.9,0.14,67.01,495.94,325.59
2024-05-31 23:00:00+02:00,1.9,58.01,248.0,8.26,1.41,0.83,0.0,66.5,473.15,320.81
2024-06-01 00:00:00+02:00,2.13,55.99,278.73,9.34,1.41,0.93,0.0,66.16,463.26,273.78
2024-06-01 01:00:00+02:00,2.15,56.03,280.39,9.47,1.4,0.95,0.0,66.08,323.61,256.97
2024-06-01 02:00:00+02:00,2.16,56.51,297.33,9.53,1.4,0.95,0.0,66.75,199.92,293.9
2024-06-01 03:00:00+02:00,2.01,55.03,192.25,8.74,1.41,0.87,0.0,65.66,165.9,270.51
2024-06-01 04:00:00+02:00,1.94,58.46,174.46,8.49,1.41,0.85,1.73,66.2,219.66,236.46
2024-06-01 05:00:00+02:00,1.95,53.74,195.62,8.43,1.41,0.84,56.74,66.53,275.01,205.44
2024-06-01 06:00:00+02:00,1.92,54.2,170.69,8.41,1.4,0.84,215.12,66.07,414.2,204.08
2024-06-01 07:00:00+02:00,1.91,57.89,182.16,8.28,1.4,0.83,566.28,63.99,549.65,146.28
2024-06-01 08:00:00+02:00,1.92,57.34,199.32,8.33,1.4,0.83,1034.01,63.0,519.18,119.33
2024-06-01 09:00:00+02:00,2.04,49.68,239.7,8.91,1.4,0.89,1464.23,60.68,281.0,165.67
2024-06-01 10:00:00+02:00,2.05,47.72,271.41,8.96,1.4,0.9,1788.37,60.7,200.86,169.28
2024-06-01 11:00:00+02:00,15.14,42.24,170.33,7.18,1.41,0.72,2027.52,62.27,238.94,191.62
2024-06-01 12:00:00+02:00,15.73,44.06,167.97,7.13,1.41,0.71,2182.3,62.02,232.62,182.59
2024-06-01 13:00:00+02:00,15.75,48.04,159.52,7.11,1.41,0.71,2159.27,62.07,298.59,175.15
2024-06-01 14:00:00+02:00,15.75,42.78,159.7,7.13,1.41,0.71,1917.79,61.5,450.56,191.86
2024-06-01 15:00:00+02:00,15.79,51.56,162.88,7.34,1.41,0.73,1836.25,60.24,712.24,343.05
2024-06-01 16:00:00+02:00,15.88,53.6,167.49,7.85,1.41,0.79,1460.33,60.81,891.75,515.69
2024-06-01 17:00:00+02:00,2.62,49.42,226.86,9.19,1.4,0.92,1090.12,49.6,806.43,609.36
2024-06-01 18:00:00+02:00,2.15,53.91,233.38,9.43,1.4,0.94,793.9,59.84,661.68,677.47
2024-06-01 19:00:00+02:00,2.15,56.49,231.89,9.38,1.4,0.94,424.31,61.36,835.17,539.82
2024-06-01 20:00:00+02:00,2.06,54.99,200.44,8.89,1.4,0.89,159.57,60.57,867.42,408.23
2024-06-01 21:00:00+02:00,2.0,54.38,178.11,8.65,1.4,0.87,34.09,61.02,857.01,339.95
2024-06-01 22:00:00+02:00,2.02,55.17,173.0,8.81,1.4,0.88,0.33,61.14,912.77,341.58
2024-06-01 23:00:00+02:00,15.25,52.99,162.1,7.55,1.4,0.75,0.0,61.43,855.89,365.82
2024-06-02 00:00:00+02:00,14.73,54.33,40.2,7.75,1.41,0.77,0.0,60.98,875.45,338.27
2024-06-02 01:00:00+02:00,15.86,54.3,40.28,7.75,1.41,0.77,0.0,61.57,950.31,315.37
2024-06-02 02:00:00+02:00,14.76,54.9,41.03,7.89,1.41,0.79,0.0,61.31,1022.94,360.45
2024-06-02 03:00:00+02:00,9.03,53.91,43.48,8.35,1.41,0.83,0.0,63.24,965.42,374.26
2024-06-02 04:00:00+02:00,5.38,54.11,44.67,8.57,1.41,0.86,1.34,63.96,950.37,377.29
2024-06-02 05:00:00+02:00,7.72,55.83,43.03,8.23,1.41,0.82,36.53,64.39,984.39,363.95
2024-06-02 06:00:00+02:00,2.02,57.47,46.2,8.84,1.41,0.88,141.08,64.62,1044.3,361.05
2024-06-02 07:00:00+02:00,2.06,57.08,46.63,8.92,1.41,0.89,308.97,63.76,1072.94,404.83
2024-06-02 08:00:00+02:00,2.07,56.54,47.62,9.11,1.41,0.91,635.59,63.3,936.42,354.45
2024-06-02 09:00:00+02:00,1.98,55.2,45.47,8.7,1.41,0.87,913.44,63.02,977.03,318.15
2024-06-02 10:00:00+02:00,2.0,46.18,45.08,8.69,1.41,0.87,1293.86,62.96,961.12,410.29
2024-06-02 11:00:00+02:00,1.99,45.54,44.87,8.72,1.41,0.87,1697.3,62.93,970.46,411.64
2024-06-02 12:00:00+02:00,15.2,43.27,38.84,7.52,1.41,0.75,1880.58,60.1,937.17,433.93
2024-06-02 13:00:00+02:00,15.81,49.04,38.77,7.45,1.39,0.74,1426.72,70.31,916.93,381.14
2024-06-02 14:00:00+02:00,15.76,52.54,38.47,7.32,1.22,0.73,1159.14,70.49,234.23,426.12
2024-06-02 15:00:00+02:00,15.77,45.97,38.21,7.27,1.21,0.73,1060.21,75.42,143.07,565.95
2024-06-02 16:00:00+02:00,15.52,42.29,37.53,7.14,1.21,0.71,1216.21,60.39,487.99,682.36
2024-06-02 17:00:00+02:00,12.04,44.73,40.78,7.77,1.21,0.78,1292.15,60.76,892.65,969.24
2024-06-02 18:00:00+02:00,2.42,47.62,45.12,8.66,1.21,0.87,876.03,62.44,914.75,1212.9
2024-06-02 19:00:00+02:00,2.0,53.43,45.04,8.65,1.21,0.87,443.51,62.3,874.09,1383.9
2024-06-02 20:00:00+02:00,2.06,55.12,46.66,9.01,1.21,0.9,172.24,60.55,1101.89,1374.67
2024-06-02 21:00:00+02:00,2.04,55.48,46.33,8.94,1.21,0.89,28.72,60.35,1107.46,1602.05
2024-06-02 22:00:00+02:00,2.09,56.11,47.69,9.2,1.21,0.92,0.07,62.67,1195.06,1445.74
2024-06-02 23:00:00+02:00,2.09,56.44,47.79,9.21,1.21,0.92,0.0,62.91,1229.13,1349.07
2024-06-03 00:00:00+02:00,2.02,51.74,46.03,8.85,1.21,0.89,0.0,62.06,1100.73,1519.31
2024-06-03 01:00:00+02:00,2.05,50.99,46.96,9.02,1.21,0.9,0.0,62.6,1156.73,1504.34
2024-06-03 02:00:00+02:00,2.03,51.0,46.72,8.96,1.21,0.9,0.0,63.89,1119.26,1473.12
2024-06-03 03:00:00+02:00,12.35,46.62,42.54,8.12,1.21,0.81,0.0,62.92,1044.78,1579.14
2024-06-03 04:00:00+02:00,2.01,48.46,46.02,8.8,1.21,0.88,0.88,59.91,913.53,1766.78
2024-06-03 05:00:00+02:00,1.89,47.33,66.94,8.27,1.21,0.83,45.2,51.72,895.81,1843.39
2024-06-03 06:00:00+02:00,1.9,53.68,132.51,8.67,1.21,0.84,185.65,50.83,847.76,1802.98
2024-06-03 07:00:00+02:00,2.94,114.44,255.78,28.38,1.25,1.35,327.79,52.58,917.49,1761.83
2024-06-03 08:00:00+02:00,2.13,59.4,324.96,9.46,1.32,0.95,480.35,52.68,736.58,1849.22
2024-06-03 09:00:00+02:00,2.03,51.58,217.55,8.98,1.31,0.9,614.39,46.31,756.77,1780.07
2024-06-03 10:00:00+02:00,2.05,53.03,198.13,9.0,1.31,0.9,739.9,45.23,800.8,1699.16
2024-06-03 11:00:00+02:00,2.03,50.75,223.69,8.88,1.31,0.89,647.23,45.79,713.05,1683.75
2024-06-03 12:00:00+02:00,2.62,113.98,305.3,11.85,1.39,1.18,631.87,46.42,657.18,1667.33
2024-06-03 13:00:00+02:00,1.98,52.35,164.61,8.7,1.41,0.87,744.66,45.55,650.81,1754.13
2024-06-03 14:00:00+02:00,1.93,47.51,44.45,8.48,1.41,0.85,870.73,44.2,666.7,1833.68
2024-06-03 15:00:00+02:00,12.04,44.19,39.5,7.52,1.35,0.75,1085.92,43.55,612.72,1907.96
2024-06-03 16:00:00+02:00,2.87,64.29,49.47,9.48,1.31,0.95,1155.16,43.81,605.07,1895.92
2024-06-03 17:00:00+02:00,10.43,52.61,49.47,9.48,1.32,0.95,1010.09,44.1,584.71,1844.36
2024-06-03 18:00:00+02:00,15.82,53.92,48.21,9.26,1.31,0.93,727.05,42.97,572.57,1764.12
2024-06-03 19:00:00+02:00,24.83,62.76,57.14,9.25,1.32,0.92,404.89,42.58,556.26,1649.35
2024-06-03 20:00:00+02:00,31.02,70.77,117.06,8.24,1.31,0.82,159.8,42.95,638.69,1464.21
2024-06-03 21:00:00+02:00,23.89,77.07,153.75,8.74,1.31,0.87,39.55,42.65,621.75,1196.5
2024-06-03 22:00:00+02:00,43.42,51.14,167.67,8.07,1.31,0.81,0.56,42.84,562.05,953.05
2024-06-03 23:00:00+02:00,41.4,44.68,169.86,8.12,1.31,0.81,0.0,41.57,495.43,805.96
2024-06-04 00:00:00+02:00,27.25,49.52,232.86,8.8,1.31,0.88,0.0,41.58,484.57,663.19
2024-06-04 01:00:00+02:00,27.75,49.2,241.0,8.96,1.31,0.9,0.0,40.8,435.49,558.58
2024-06-04 02:00:00+02:00,28.23,52.18,266.74,8.93,1.31,0.89,0.0,41.77,393.25,459.38
2024-06-04 03:00:00+02:00,27.84,52.69,251.57,8.9,1.31,0.89,0.0,42.33,389.65,365.02
2024-06-04 04:00:00+02:00,23.51,52.71,241.93,8.7,1.31,0.87,2.55,43.46,348.82,278.43
2024-06-04 05:00:00+02:00,16.38,61.79,259.33,9.53,1.31,0.95,51.42,44.15,308.22,231.04
2024-06-04 06:00:00+02:00,27.55,74.17,295.0,9.55,1.31,0.96,190.01,42.36,323.21,245.66
2024-06-04 07:00:00+02:00,22.59,86.77,403.05,9.99,1.31,1.0,432.07,46.79,368.98,204.43
2024-06-04 08:00:00+02:00,25.95,90.27,247.22,9.52,1.31,0.95,760.99,54.83,326.38,305.28
2024-06-04 09:00:00+02:00,24.51,75.24,245.7,8.49,1.31,0.85,984.57,57.68,267.28,533.44
2024-06-04 10:00:00+02:00,22.98,54.96,272.85,8.5,1.31,0.85,1140.42,58.44,342.93,719.7
2024-06-04 11:00:00+02:00,8.07,47.34,219.88,7.54,1.31,0.75,1215.44,56.47,485.4,825.19
2024-06-04 12:00:00+02:00,14.73,67.69,302.24,9.09,1.31,0.91,1203.35,56.15,494.25,1006.74
2024-06-04 13:00:00+02:00,20.43,96.52,273.36,12.53,1.31,1.25,1252.69,59.49,710.54,1242.66
2024-06-04 14:00:00+02:00,7.39,46.77,154.2,8.19,1.32,0.82,1155.8,61.21,850.77,1432.38
2024-06-04 15:00:00+02:00,9.19,43.53,164.58,7.8,1.31,0.78,875.08,63.05,968.83,1442.76
2024-06-04 16:00:00+02:00,11.41,43.99,282.72,7.77,1.31,0.78,635.02,61.57,869.75,1448.84
2024-06-04 17:00:00+02:00,13.17,97.67,311.77,11.05,1.32,1.11,486.79,61.75,1023.84,1427.4
2024-06-04 18:00:00+02:00,16.11,54.08,206.1,8.44,1.31,0.84,336.32,59.69,1016.89,1506.26
2024-06-04 19:00:00+02:00,28.35,61.65,229.69,8.16,1.31,0.82,213.54,48.8,971.59,1531.64
2024-06-04 20:00:00+02:00,31.22,62.45,257.61,8.02,1.31,0.8,74.64,59.82,1020.08,1432.91
2024-06-04 21:00:00+02:00,31.3,62.58,244.25,8.13,1.31,0.81,8.34,59.76,1024.14,1404.52
2024-06-04 22:00:00+02:00,31.74,98.04,276.42,10.7,1.31,1.07,0.0,61.12,1119.03,1622.14
2024-06-04 23:00:00+02:00,14.43,50.01,152.85,8.02,1.31,0.8,0.0,59.13,1067.23,1974.59
2024-06-05 00:00:00+02:00,7.27,44.52,150.6,7.72,1.31,0.77,0.0,60.85,1185.97,2022.29
2024-06-05 01:00:00+02:00,7.49,45.89,158.84,7.69,1.31,0.77,0.0,61.82,1091.66,2009.51
2024-06-05 02:00:00+02:00,7.53,45.4,162.94,7.88,1.31,0.79,0.0,62.5,1171.16,1875.86
2024-06-05 03:00:00+02:00,5.97,44.76,160.56,7.61,1.31,0.76,0.0,63.28,1236.86,1909.13
2024-06-05 04:00:00+02:00,6.12,46.59,155.79,8.28,1.31,0.83,0.02,63.67,1099.21,2059.8
2024-06-05 05:00:00+02:00,6.23,51.3,173.39,8.38,1.31,0.84,17.62,63.92,1408.05,1565.24
2024-06-05 06:00:00+02:00,15.26,56.31,156.52,8.79,1.3,0.88,136.36,59.52,1403.21,1551.86
2024-06-05 07:00:00+02:00,14.99,55.94,156.09,8.55,1.31,0.86,474.99,59.15,1077.44,2160.15
2024-06-05 08:00:00+02:00,7.52,55.27,188.24,8.85,1.31,0.88,965.76,58.81,806.75,2472.1
2024-06-05 09:00:00+02:00,7.2,48.23,155.88,8.73,1.31,0.87,1289.39,59.24,1053.47,2612.3
2024-06-05 10:00:00+02:00,7.21,46.94,160.79,8.72,1.31,0.87,1584.84,62.43,1044.84,2480.98
2024-06-05 11:00:00+02:00,7.74,47.21,172.55,8.93,1.29,0.89,1580.73,63.75,898.96,2313.12
2024-06-05 12:00:00+02:00,20.77,41.25,178.11,7.22,1.21,0.72,1452.55,62.69,767.98,2148.31
2024-06-05 13:00:00+02:00,21.65,46.1,154.13,7.41,1.21,0.74,1421.64,60.38,738.44,2063.92
2024-06-05 14:00:00+02:00,21.44,52.16,150.62,7.65,1.21,0.76,1304.79,60.98,785.78,1927.24
2024-06-05 15:00:00+02:00,21.41,48.36,149.53,7.47,1.21,0.75,1227.34,62.36,598.39,1829.82
2024-06-05 16:00:00+02:00,21.47,53.18,152.13,7.87,1.22,0.79,1007.76,60.59,830.27,1784.91
2024-06-05 17:00:00+02:00,22.28,53.18,151.47,7.67,1.21,0.77,826.76,59.67,913.82,1634.08
2024-06-05 18:00:00+02:00,32.35,47.45,160.21,8.41,1.21,0.84,730.09,60.61,822.59,1483.54
2024-06-05 19:00:00+02:00,29.79,76.19,298.47,9.37,1.21,0.94,392.06,60.55,719.41,1173.17
2024-06-05 20:00:00+02:00,23.89,77.37,226.69,9.42,1.21,0.94,170.03,59.57,1025.41,830.82
2024-06-05 21:00:00+02:00,13.2,83.28,201.55,9.76,1.21,0.98,37.1,59.88,996.75,755.48
2024-06-05 22:00:00+02:00,22.06,80.74,281.32,9.61,1.21,0.96,0.32,60.41,807.94,849.25
2024-06-05 23:00:00+02:00,25.86,76.6,224.0,10.37,1.21,1.04,0.0,61.94,1158.37,779.45
2024-06-06 00:00:00+02:00,24.35,54.97,297.78,9.12,1.21,0.91,0.0,61.86,957.43,766.77
2024-06-06 01:00:00+02:00,24.2,49.95,206.32,8.95,1.21,0.9,0.0,62.23,1092.87,803.47
2024-06-06 02:00:00+02:00,23.84,48.49,225.2,9.0,1.21,0.9,0.0,65.54,929.31,836.86
2024-06-06 03:00:00+02:00,18.5,48.79,231.03,9.01,1.21,0.9,0.02,65.42,774.71,796.72
2024-06-06 04:00:00+02:00,8.41,48.62,227.55,8.91,1.21,0.89,2.96,64.72,793.66,782.83
2024-06-06 05:00:00+02:00,7.06,52.01,226.34,8.07,1.21,0.81,70.48,63.89,892.42,756.92
2024-06-06 06:00:00+02:00,7.87,53.03,245.68,7.76,1.21,0.78,228.09,61.01,915.44,666.37
2024-06-06 07:00:00+02:00,23.07,55.88,322.76,7.83,1.21,0.78,512.27,61.21,730.32,584.38
2024-06-06 08:00:00+02:00,23.96,56.41,301.86,7.97,1.21,0.8,838.31,60.42,635.12,707.36
2024-06-06 09:00:00+02:00,23.03,53.48,166.97,8.28,1.21,0.83,1073.13,62.55,722.79,1056.95
2024-06-06 10:00:00+02:00,8.33,47.29,180.64,8.75,1.21,0.87,1290.4,62.19,608.57,1106.99
2024-06-06 11:00:00+02:00,22.63,41.96,219.61,7.43,1.22,0.74,1107.97,60.21,498.08,961.99
2024-06-06 12:00:00+02:00,20.89,41.71,153.09,7.42,1.21,0.74,1510.3,63.23,427.03,991.08
2024-06-06 13:00:00+02:00,21.48,40.35,180.59,7.38,1.22,0.74,1688.8,63.7,440.35,993.56
2024-06-06 14:00:00+02:00,20.61,42.14,156.57,7.31,1.22,0.73,1652.93,63.01,280.92,1091.67
2024-06-06 15:00:00+02:00,7.12,48.3,236.45,8.67,1.21,0.87,1558.22,62.56,372.75,1170.91
2024-06-06 16:00:00+02:00,8.55,56.13,332.21,8.72,1.21,0.87,1291.34,62.51,360.6,1102.57
2024-06-06 17:00:00+02:00,25.02,62.37,299.0,8.26,1.21,0.83,1109.42,63.09,385.83,1028.25
2024-06-06 18:00:00+02:00,17.05,61.55,213.46,8.85,1.22,0.88,911.49,60.79,240.76,928.48
2024-06-06 19:00:00+02:00,24.43,82.88,297.86,9.5,1.22,0.95,448.95,61.03,217.05,733.94
2024-06-06 20:00:00+02:00,27.17,92.5,270.72,10.37,1.22,1.04,169.81,62.66,321.07,461.95
2024-06-06 21:00:00+02:00,27.87,92.89,319.84,10.38,1.22,1.04,40.39,63.05,398.28,290.51
2024-06-06 22:00:00+02:00,27.01,91.28,303.69,10.63,1.22,1.06,0.58,62.26,391.25,303.92
2024-06-06 23:00:00+02:00,27.42,68.7,188.27,9.12,1.22,0.91,0.01,61.15,382.54,367.75
2024-06-07 00:00:00+02:00,14.55,51.46,234.76,8.95,1.21,0.9,0.0,61.73,363.88,429.26
2024-06-07 01:00:00+02:00,27.66,50.41,158.72,8.95,1.21,0.89,0.0,61.21,334.42,441.01
2024-06-07 02:00:00+02:00,29.53,51.45,199.06,9.33,1.21,0.93,0.0,62.34,299.38,367.82
2024-06-07 03:00:00+02:00,28.93,51.75,205.82,9.35,1.21,0.93,0.04,62.0,313.22,367.5
2024-06-07 04:00:00+02:00,28.25,51.59,243.33,9.24,1.21,0.92,4.02,61.14,367.85,418.97
2024-06-07 05:00:00+02:00,29.36,53.15,230.7,9.15,1.21,0.91,94.83,60.73,404.67,456.94
2024-06-07 06:00:00+02:00,28.59,56.92,271.02,9.15,1.21,0.92,288.67,59.61,403.22,383.83
2024-06-07 07:00:00+02:00,28.33,59.13,391.22,10.01,1.21,1.0,541.71,60.56,471.07,282.94
2024-06-07 08:00:00+02:00,24.91,56.99,338.4,9.98,1.21,1.0,957.71,59.68,674.34,402.92
2024-06-07 09:00:00+02:00,11.48,53.02,164.11,9.19,1.21,0.92,1307.66,62.07,608.18,837.27
2024-06-07 10:00:00+02:00,7.47,51.6,167.5,9.01,1.21,0.9,1341.47,61.7,531.3,965.34
2024-06-07 11:00:00+02:00,7.28,49.34,163.58,9.05,1.21,0.91,1270.28,61.83,935.28,860.09
2024-06-07 12:00:00+02:00,7.36,48.58,158.05,9.16,1.21,0.92,1568.84,68.43,920.37,1384.16
2024-06-07 13:00:00+02:00,20.61,43.28,150.59,7.49,1.21,0.75,1580.83,78.02,706.15,1497.93
2024-06-07 14:00:00+02:00,21.12,43.61,148.92,7.2,1.21,0.72,1492.58,63.48,830.52,1453.49
2024-06-07 15:00:00+02:00,20.92,51.41,149.48,7.27,1.21,0.73,1288.78,77.6,770.99,1259.89
2024-06-07 16:00:00+02:00,8.03,46.13,155.2,8.59,1.21,0.86,1083.96,62.46,885.98,1241.16
2024-06-07 17:00:00+02:00,7.32,48.4,162.9,8.95,1.21,0.89,824.05,63.97,919.0,1275.82
2024-06-07 18:00:00+02:00,7.07,53.06,162.0,9.17,1.21,0.92,532.8,62.62,972.81,1076.45
2024-06-07 19:00:00+02:00,7.55,65.55,198.63,10.36,1.21,1.04,387.26,62.51,857.7,909.47
2024-06-07 20:00:00+02:00,7.82,69.67,249.87,10.31,1.21,1.03,174.61,63.46,810.44,790.51
2024-06-07 21:00:00+02:00,7.75,68.65,255.42,10.36,1.21,1.04,35.99,63.07,691.54,628.86
2024-06-07 22:00:00+02:00,7.42,61.41,231.25,9.61,1.21,0.96,0.38,63.04,843.21,676.2
2024-06-07 23:00:00+02:00,7.49,59.77,173.38,9.52,1.21,0.95,0.02,62.04,917.35,670.39
2024-06-08 00:00:00+02:00,7.51,59.42,201.01,9.06,1.21,0.91,0.0,62.83,962.69,754.07
2024-06-08 01:00:00+02:00,7.73,58.22,148.93,9.0,1.21,0.9,0.0,63.86,1074.45,889.22
2024-06-08 02:00:00+02:00,7.89,57.31,48.91,9.35,1.21,0.94,0.0,64.19,1136.89,1059.25
2024-06-08 03:00:00+02:00,7.84,53.98,48.17,9.21,1.21,0.92,0.03,63.12,1070.37,1208.26
2024-06-08 04:00:00+02:00,7.54,52.29,47.86,9.15,1.2,0.91,1.06,71.9,1123.91,1153.55
2024-06-08 05:00:00+02:00,7.41,50.86,46.36,8.87,1.21,0.89,42.05,75.09,1147.11,1022.79
2024-06-08 06:00:00+02:00,7.42,53.03,46.43,8.88,1.21,0.89,170.26,71.58,1022.1,905.04
2024-06-08 07:00:00+02:00,7.33,54.57,46.26,8.86,1.2,0.89,324.78,61.46,1017.62,944.84
2024-06-08 08:00:00+02:00,7.37,54.87,46.47,8.88,1.2,0.89,397.16,61.5,866.26,1101.41
2024-06-08 09:00:00+02:00,20.65,44.89,33.8,6.39,1.21,0.64,530.9,74.09,962.76,1162.36
2024-06-08 10:00:00+02:00,20.23,40.87,33.54,6.35,1.21,0.64,436.37,72.56,735.08,952.39
2024-06-08 11:00:00+02:00,19.88,41.09,33.96,6.42,1.21,0.64,320.14,72.36,549.79,827.48
2024-06-08 12:00:00+02:00,19.93,48.89,35.88,6.79,1.21,0.68,206.88,59.14,210.74,589.34
2024-06-08 13:00:00+02:00,20.22,52.21,36.48,6.92,1.21,0.69,262.26,57.59,119.71,540.08
2024-06-08 14:00:00+02:00,20.19,50.12,36.22,6.86,1.22,0.69,241.78,58.74,117.94,567.75
2024-06-08 15:00:00+02:00,20.09,41.87,34.63,6.54,1.21,0.65,277.06,75.49,188.64,635.24
2024-06-08 16:00:00+02:00,19.99,42.09,35.08,6.65,1.21,0.67,473.76,75.11,270.56,765.35
2024-06-08 17:00:00+02:00,20.19,43.57,37.99,7.22,1.21,0.72,647.45,74.73,1096.84,935.33
2024-06-08 18:00:00+02:00,7.02,55.83,47.41,9.06,1.21,0.91,689.25,64.1,1058.74,1270.63
2024-06-08 19:00:00+02:00,6.45,55.35,46.72,8.93,1.21,0.89,421.15,64.53,995.24,1519.33
2024-06-08 20:00:00+02:00,6.33,54.85,46.73,8.94,1.21,0.89,170.03,63.98,1236.83,1403.79
2024-06-08 21:00:00+02:00,6.45,54.88,46.21,8.83,1.21,0.88,34.89,64.51,1250.99,1280.24
2024-06-08 22:00:00+02:00,6.62,59.08,47.54,9.08,1.21,0.91,1.33,64.64,1276.45,1248.99
2024-06-08 23:00:00+02:00,6.46,60.92,47.56,9.1,1.21,0.91,0.02,64.44,1364.56,1404.57
2024-06-09 00:00:00+02:00,21.95,52.97,41.26,7.86,1.2,0.79,0.0,63.62,1325.97,1593.13
2024-06-09 01:00:00+02:00,19.87,55.28,39.54,7.53,1.2,0.75,0.0,63.98,1286.51,1703.92
2024-06-09 02:00:00+02:00,20.19,54.85,41.34,7.86,1.2,0.79,0.0,63.27,1313.93,1682.45
2024-06-09 03:00:00+02:00,20.39,54.47,40.66,7.72,1.2,0.77,0.04,60.28,1345.21,1776.96
2024-06-09 04:00:00+02:00,20.25,46.51,38.69,7.34,1.2,0.73,2.29,58.72,1180.03,1757.22
2024-06-09 05:00:00+02:00,20.27,41.91,37.41,7.09,1.2,0.71,46.2,59.5,1210.94,1818.78
2024-06-09 06:00:00+02:00,20.09,40.71,36.46,6.91,1.2,0.69,229.07,75.03,991.89,1783.26
2024-06-09 07:00:00+02:00,20.37,42.52,37.57,7.12,1.21,0.71,558.4,74.37,1103.7,1750.15
2024-06-09 08:00:00+02:00,20.05,53.17,38.28,7.27,1.23,0.73,774.65,74.19,883.11,1547.98
2024-06-09 09:00:00+02:00,19.91,53.03,38.27,7.28,1.41,0.73,491.67,75.57,663.3,1514.88
2024-06-09 10:00:00+02:00,19.82,51.37,35.25,6.69,1.41,0.67,427.45,75.75,250.93,1318.09
2024-06-09 11:00:00+02:00,19.64,52.2,36.31,6.9,1.41,0.69,639.96,61.56,234.05,1290.13
2024-06-09 12:00:00+02:00,15.44,52.06,36.66,6.95,1.42,0.69,972.19,44.61,210.48,1394.99
2024-06-09 13:00:00+02:00,15.44,52.44,36.46,6.91,1.43,0.69,985.05,43.34,144.84,1547.05
2024-06-09 14:00:00+02:00,15.47,53.91,37.07,7.03,1.42,0.7,859.26,43.54,198.52,1531.01
2024-06-09 15:00:00+02:00,15.49,54.41,37.71,7.15,1.42,0.72,908.91,43.63,151.37,1540.33
2024-06-09 16:00:00+02:00,17.72,55.57,39.12,7.43,1.41,0.74,999.58,55.89,337.67,2050.12
2024-06-09 17:00:00+02:00,20.03,49.47,40.55,7.71,1.41,0.77,1031.47,45.18,874.23,2464.55
2024-06-09 18:00:00+02:00,21.1,52.25,39.29,7.47,1.4,0.75,717.7,64.4,1065.52,2903.02
2024-06-09 19:00:00+02:00,21.03,54.63,38.8,7.37,1.4,0.74,422.13,65.45,997.06,2750.36
2024-06-09 20:00:00+02:00,7.69,59.15,45.97,8.78,1.4,0.88,176.64,65.96,1233.82,2473.79
2024-06-09 21:00:00+02:00,8.67,56.99,45.88,8.76,1.4,0.88,42.02,64.51,1212.66,2246.42
2024-06-09 22:00:00+02:00,20.86,53.95,40.29,7.66,1.4,0.77,0.44,64.71,1111.65,2151.29
2024-06-09 23:00:00+02:00,21.03,52.58,39.14,7.44,1.4,0.74,0.03,65.4,1202.4,2101.39
2024-06-10 00:00:00+02:00,21.57,46.92,39.73,7.55,1.4,0.75,0.0,64.13,1194.14,2153.8
2024-06-10 01:00:00+02:00,21.62,46.71,39.11,7.43,1.4,0.74,0.0,65.33,1098.87,2140.47
2024-06-10 02:00:00+02:00,21.6,46.79,39.82,7.57,1.39,0.76,0.0,64.9,1197.36,2021.22
2024-06-10 03:00:00+02:00,21.55,48.46,40.31,7.67,1.39,0.77,0.04,64.37,1175.82,1921.65
2024-06-10 04:00:00+02:00,21.15,50.16,39.76,7.56,1.4,0.76,1.44,79.29,1095.54,1810.54
2024-06-10 05:00:00+02:00,21.23,49.31,37.45,7.1,1.4,0.71,60.2,74.59,1169.55,1815.63
2024-06-10 06:00:00+02:00,8.29,56.9,45.09,8.61,1.4,0.86,222.28,60.84,1164.97,1805.95
2024-06-10 07:00:00+02:00,7.55,57.25,45.16,8.61,1.37,0.86,491.22,60.63,1083.62,1980.15
2024-06-10 08:00:00+02:00,7.5,58.31,46.71,8.92,1.31,0.89,853.99,60.45,1013.96,2200.07
2024-06-10 09:00:00+02:00,10.75,57.81,53.27,9.04,1.31,0.9,1067.16,60.36,894.74,2252.97
2024-06-10 10:00:00+02:00,99.1,55.51,47.54,9.08,1.31,0.91,1379.24,59.22,848.88,2300.82
2024-06-10 11:00:00+02:00,139.76,52.8,46.9,8.95,1.31,0.9,1369.38,60.39,848.42,2316.98
2024-06-10 12:00:00+02:00,148.81,51.01,45.24,8.63,1.32,0.86,1455.58,60.79,864.38,2247.46
2024-06-10 13:00:00+02:00,162.11,47.2,38.83,7.37,1.32,0.74,1480.57,62.38,789.2,2153.64
2024-06-10 14:00:00+02:00,159.82,48.1,39.43,7.49,1.32,0.75,1386.92,62.88,755.57,2058.41
2024-06-10 15:00:00+02:00,163.32,48.87,39.1,7.43,1.32,0.74,1221.13,62.05,796.44,1910.19
2024-06-10 16:00:00+02:00,157.2,50.55,41.0,7.8,1.31,0.78,1072.8,66.71,841.4,1729.29
