,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2024-01-11 00:00:00+01:00,302.58,352.1,778.38,38.79,3.01,2.95,0.0,50.75,252.67,645.64
2024-01-11 01:00:00+01:00,301.14,335.81,657.67,37.93,3.01,2.86,0.0,49.89,348.59,575.27
2024-01-11 02:00:00+01:00,303.4,306.36,621.45,38.48,3.01,2.92,0.0,48.14,359.49,504.76
2024-01-11 03:00:00+01:00,302.69,321.37,592.43,38.44,3.01,2.91,0.0,49.3,414.2,440.31
2024-01-11 04:00:00+01:00,302.17,309.61,595.37,37.53,3.0,2.82,0.0,48.53,409.06,307.68
2024-01-11 05:00:00+01:00,301.92,292.35,646.82,34.83,3.0,2.55,0.0,47.51,353.73,173.64
2024-01-11 06:00:00+01:00,303.57,362.29,881.62,38.74,3.0,2.95,0.0,49.9,234.88,152.92
2024-01-11 07:00:00+01:00,303.32,419.47,909.75,39.99,2.96,3.08,0.0,49.56,159.04,120.87
2024-01-11 08:00:00+01:00,315.26,420.07,847.68,39.99,2.93,3.09,0.5,49.78,148.04,85.09
2024-01-11 09:00:00+01:00,301.46,399.26,816.99,39.57,2.81,3.05,56.22,48.6,138.72,68.98
2024-01-11 10:00:00+01:00,303.81,379.12,820.1,39.89,3.0,3.07,196.82,49.32,171.11,96.84
2024-01-11 11:00:00+01:00,302.73,369.92,816.76,38.6,3.0,2.94,330.11,47.74,153.89,106.59
2024-01-11 12:00:00+01:00,301.58,369.4,813.18,37.2,3.0,2.81,375.37,50.2,154.96,125.39
2024-01-11 13:00:00+01:00,304.72,347.99,777.67,36.66,3.0,2.75,353.13,51.31,149.13,166.61
2024-01-11 14:00:00+01:00,320.36,374.69,796.95,39.69,3.0,3.06,240.91,51.55,241.98,206.94
2024-01-11 15:00:00+01:00,338.02,382.15,822.09,39.33,3.0,3.02,91.69,51.06,323.32,213.46
2024-01-11 16:00:00+01:00,299.84,380.97,868.35,39.38,3.01,3.03,3.02,51.86,333.51,183.4
2024-01-11 17:00:00+01:00,299.07,372.0,848.31,39.94,3.01,3.08,0.0,50.81,306.35,192.91
2024-01-11 18:00:00+01:00,306.68,392.64,874.41,40.63,3.01,3.15,0.0,50.0,185.65,186.54
2024-01-11 19:00:00+01:00,311.22,392.04,852.86,39.93,3.0,3.08,0.0,49.77,123.06,154.05
2024-01-11 20:00:00+01:00,309.41,373.84,830.29,38.98,3.0,2.99,0.0,49.51,66.95,114.76
2024-01-11 21:00:00+01:00,308.35,362.26,837.56,39.35,2.99,3.02,0.0,48.73,32.66,67.84
2024-01-11 22:00:00+01:00,310.51,339.76,840.56,37.56,2.76,2.84,0.0,49.36,38.5,75.25
2024-01-11 23:00:00+01:00,317.43,318.1,771.97,36.83,2.39,2.76,0.0,49.04,103.75,100.16
2024-01-12 00:00:00+01:00,301.59,280.27,711.32,34.65,2.39,2.55,0.0,47.7,186.51,199.08
2024-01-12 01:00:00+01:00,301.67,275.31,658.97,35.42,2.41,2.6,0.0,48.06,218.18,384.94
2024-01-12 02:00:00+01:00,306.25,364.43,663.9,51.57,2.59,3.5,0.0,52.29,403.05,514.41
2024-01-12 03:00:00+01:00,304.84,286.47,632.28,37.18,2.53,2.81,0.0,49.31,581.25,484.14
2024-01-12 04:00:00+01:00,308.51,292.9,636.13,42.13,2.39,3.3,0.0,51.1,828.34,481.48
2024-01-12 05:00:00+01:00,307.92,296.13,650.63,43.36,2.39,3.42,0.0,51.47,858.09,492.51
2024-01-12 06:00:00+01:00,308.64,314.83,778.55,43.31,2.38,3.42,0.0,52.4,896.07,395.21
2024-01-12 07:00:00+01:00,317.52,383.48,865.82,50.19,2.39,4.1,0.0,55.84,881.03,449.62
2024-01-12 08:00:00+01:00,305.11,359.86,898.75,49.31,2.39,4.01,2.18,53.55,848.28,463.31
2024-01-12 09:00:00+01:00,291.77,365.78,874.18,49.04,2.39,3.98,50.98,56.91,886.37,447.02
2024-01-12 10:00:00+01:00,298.89,363.5,930.73,49.99,2.39,4.09,212.08,55.03,834.81,379.35
2024-01-12 11:00:00+01:00,274.59,357.72,822.11,48.96,2.39,3.98,421.82,55.3,869.69,397.31
2024-01-12 12:00:00+01:00,272.11,342.05,760.87,47.91,2.39,3.87,524.97,55.51,866.02,367.92
2024-01-12 13:00:00+01:00,250.07,336.63,797.0,46.34,2.39,3.71,498.42,55.36,840.58,268.71
2024-01-12 14:00:00+01:00,256.19,341.66,757.86,47.68,2.38,3.85,328.76,54.45,855.06,258.61
2024-01-12 15:00:00+01:00,278.5,353.05,828.62,47.85,2.39,3.88,110.53,54.47,863.72,357.82
2024-01-12 16:00:00+01:00,273.91,375.3,866.8,48.2,2.39,3.91,7.03,55.42,859.0,544.75
2024-01-12 17:00:00+01:00,280.47,375.99,878.16,49.05,2.4,3.99,0.0,55.16,869.83,657.85
2024-01-12 18:00:00+01:00,284.78,368.44,872.65,48.37,2.39,3.9,0.0,53.01,844.44,805.13
2024-01-12 19:00:00+01:00,302.68,441.0,881.26,70.61,2.7,4.6,0.0,57.05,822.47,876.84
2024-01-12 20:00:00+01:00,269.28,352.84,746.68,47.52,2.69,3.83,0.0,53.58,791.16,1103.62
2024-01-12 21:00:00+01:00,267.58,342.44,647.77,45.64,2.38,3.65,0.0,52.96,755.94,1445.78
2024-01-12 22:00:00+01:00,265.98,355.63,592.8,43.75,2.38,3.45,0.0,52.81,779.98,1660.02
2024-01-12 23:00:00+01:00,257.32,358.36,516.86,43.55,2.38,3.44,0.0,52.18,846.08,1915.84
2024-01-13 00:00:00+01:00,255.2,302.21,438.63,42.83,2.38,3.36,0.0,51.73,1056.13,2067.48
2024-01-13 01:00:00+01:00,254.08,291.94,448.09,42.55,2.38,3.34,0.0,52.28,1224.52,2139.12
2024-01-13 02:00:00+01:00,254.63,290.15,439.33,42.2,2.38,3.31,0.0,52.28,1256.78,2315.0
2024-01-13 03:00:00+01:00,249.02,285.52,546.02,42.43,2.38,3.32,0.0,52.36,1260.47,2283.37
2024-01-13 04:00:00+01:00,249.43,286.22,513.25,43.85,2.38,3.46,0.0,47.94,1272.64,2254.7
2024-01-13 05:00:00+01:00,247.97,285.87,417.33,44.12,2.38,3.49,0.0,46.97,1286.48,2392.29
2024-01-13 06:00:00+01:00,254.89,300.88,482.09,44.38,2.38,3.52,0.0,46.61,1291.8,2347.03
2024-01-13 07:00:00+01:00,255.42,349.19,501.97,46.17,2.37,3.71,0.0,46.64,1292.98,2607.53
2024-01-13 08:00:00+01:00,255.86,349.61,537.11,44.76,2.38,3.57,0.03,45.79,1299.64,2836.07
2024-01-13 09:00:00+01:00,252.93,347.84,687.04,45.41,2.37,3.62,28.86,46.02,1297.78,2922.46
2024-01-13 10:00:00+01:00,253.31,354.32,562.8,46.2,2.37,3.71,118.66,47.72,1297.06,3032.32
2024-01-13 11:00:00+01:00,253.99,355.75,546.16,45.55,2.37,3.65,244.61,46.79,1286.32,3078.19
2024-01-13 12:00:00+01:00,248.63,330.92,486.8,44.88,2.38,3.58,389.19,46.81,1283.22,3141.62
2024-01-13 13:00:00+01:00,250.16,335.38,395.17,44.61,2.38,3.54,339.78,50.64,1274.97,3207.55
2024-01-13 14:00:00+01:00,248.22,348.86,407.92,45.01,2.37,3.59,206.47,50.88,1280.98,3176.61
2024-01-13 15:00:00+01:00,250.69,350.16,458.58,43.52,2.38,3.43,70.32,50.63,1301.42,3117.04
2024-01-13 16:00:00+01:00,254.53,356.31,544.6,44.91,2.38,3.58,1.61,51.34,1310.09,3063.52
2024-01-13 17:00:00+01:00,255.5,368.02,594.34,45.84,2.38,3.66,0.0,51.74,1313.34,2951.29
2024-01-13 18:00:00+01:00,257.12,380.11,539.52,45.57,2.42,3.65,0.0,51.35,1311.36,2796.5
2024-01-13 19:00:00+01:00,256.29,364.07,624.54,45.62,2.59,3.65,0.0,50.88,1312.71,2696.85
2024-01-13 20:00:00+01:00,254.64,361.66,578.31,45.66,2.58,2.6,0.0,51.43,1310.07,2521.58
2024-01-13 21:00:00+01:00,248.9,339.59,543.08,44.8,2.57,2.48,0.0,51.84,1305.43,2249.63
2024-01-13 22:00:00+01:00,249.42,316.72,476.45,42.13,2.58,2.21,0.0,51.39,1298.33,1666.98
2024-01-13 23:00:00+01:00,250.66,324.26,549.38,41.89,2.6,2.19,0.0,51.15,1294.49,1490.2
2024-01-14 00:00:00+01:00,247.69,212.94,486.66,41.52,2.78,2.15,0.0,50.69,1269.05,1327.96
2024-01-14 01:00:00+01:00,246.48,193.83,489.58,41.59,2.79,2.16,0.0,50.51,1260.42,1303.36
2024-01-14 02:00:00+01:00,248.25,183.0,426.38,41.57,2.79,2.16,0.0,50.79,1246.77,1245.44
2024-01-14 03:00:00+01:00,246.63,177.93,421.18,41.61,2.79,2.16,0.0,50.98,1199.31,1236.09
2024-01-14 04:00:00+01:00,252.26,181.95,400.96,42.07,2.79,2.21,0.0,50.92,1191.94,1203.76
2024-01-14 05:00:00+01:00,249.19,179.09,479.67,41.42,2.78,2.14,0.0,52.01,1222.91,1133.47
2024-01-14 06:00:00+01:00,245.36,226.6,470.5,41.29,2.78,2.13,0.0,51.31,1177.85,1142.15
2024-01-14 07:00:00+01:00,247.66,307.15,429.72,42.89,2.78,2.29,0.0,51.65,1072.22,1249.33
2024-01-14 08:00:00+01:00,247.19,353.95,487.69,44.18,2.78,2.42,0.67,53.31,1110.72,1330.64
2024-01-14 09:00:00+01:00,246.83,367.92,493.42,44.86,2.78,2.49,41.01,51.16,1150.07,1437.12
2024-01-14 10:00:00+01:00,249.16,373.61,491.26,45.03,2.78,2.5,134.97,51.33,1117.38,1440.66
2024-01-14 11:00:00+01:00,250.11,373.22,504.19,45.72,2.79,2.57,205.94,52.56,1156.41,1546.0
2024-01-14 12:00:00+01:00,195.92,300.61,478.07,42.44,2.79,2.24,235.98,52.1,1163.4,1647.4
2024-01-14 13:00:00+01:00,185.57,290.18,467.44,40.29,2.79,2.03,202.36,51.36,1223.39,1655.5
2024-01-14 14:00:00+01:00,190.58,295.47,481.47,40.8,2.79,2.08,168.44,52.36,1228.21,1613.85
2024-01-14 15:00:00+01:00,243.97,322.52,532.85,44.43,2.79,2.44,64.47,53.63,1226.17,1594.9
2024-01-14 16:00:00+01:00,251.95,359.24,596.72,45.37,2.79,2.54,1.93,54.15,1266.83,1570.11
2024-01-14 17:00:00+01:00,251.15,361.8,582.01,43.84,2.79,2.38,0.0,53.8,1245.77,1533.9
2024-01-14 18:00:00+01:00,252.19,391.51,608.7,41.99,2.79,2.2,0.0,52.55,1256.98,1491.24
2024-01-14 19:00:00+01:00,248.56,390.19,538.74,42.1,2.79,2.21,0.0,53.61,1283.38,1347.51
2024-01-14 20:00:00+01:00,249.12,351.45,487.91,40.55,2.78,2.06,0.0,52.72,1240.55,1258.67
2024-01-14 21:00:00+01:00,242.87,320.87,475.12,38.55,2.78,1.86,0.0,52.24,1260.52,1236.25
2024-01-14 22:00:00+01:00,242.93,312.63,436.13,37.62,2.77,1.76,0.0,52.15,1172.79,1220.12
2024-01-14 23:00:00+01:00,251.45,307.51,343.01,37.46,2.77,1.75,0.0,51.26,1116.62,1371.13
2024-01-15 00:00:00+01:00,255.76,224.04,398.7,37.88,2.77,1.79,0.0,51.51,1146.39,1647.41
2024-01-15 01:00:00+01:00,239.52,188.84,331.08,38.59,2.78,1.86,0.0,51.6,1142.74,1890.28
2024-01-15 02:00:00+01:00,239.81,184.77,353.98,38.6,2.78,1.86,0.0,51.1,1197.17,2161.36
2024-01-15 03:00:00+01:00,203.83,193.47,365.3,37.62,2.78,1.76,0.0,51.45,1287.54,2189.49
2024-01-15 04:00:00+01:00,231.32,167.84,342.27,35.69,2.78,1.57,0.0,51.01,1269.19,2063.38
2024-01-15 05:00:00+01:00,290.67,211.11,524.61,38.43,2.78,1.84,0.0,50.67,1272.27,1882.92
2024-01-15 06:00:00+01:00,257.41,293.75,560.52,38.95,2.78,1.89,0.0,52.27,1199.17,1649.0
2024-01-15 07:00:00+01:00,253.78,332.94,636.33,39.59,2.79,2.09,0.0,51.72,962.36,1552.08
2024-01-15 08:00:00+01:00,265.52,360.24,770.09,39.89,2.79,3.06,0.56,51.39,828.77,1331.22
2024-01-15 09:00:00+01:00,251.92,366.77,774.03,37.43,2.79,2.68,38.53,50.49,697.82,1010.69
2024-01-15 10:00:00+01:00,244.24,339.57,716.35,34.07,2.8,2.48,133.39,48.74,631.35,790.6
2024-01-15 11:00:00+01:00,243.93,301.77,636.2,32.11,2.8,2.28,310.58,49.1,508.6,677.04
2024-01-15 12:00:00+01:00,237.82,298.24,605.27,30.86,2.81,2.16,385.19,45.25,436.98,425.04
2024-01-15 13:00:00+01:00,246.71,300.49,602.77,31.98,2.81,2.27,290.86,46.43,415.71,274.9
2024-01-15 14:00:00+01:00,259.4,304.96,575.2,31.96,2.81,2.27,176.52,46.59,382.24,235.8
2024-01-15 15:00:00+01:00,261.81,333.98,588.36,35.29,2.81,2.6,62.93,49.34,488.32,231.42
2024-01-15 16:00:00+01:00,265.93,349.77,645.93,36.91,2.82,2.76,3.52,51.48,485.83,192.28
2024-01-15 17:00:00+01:00,255.92,367.54,722.76,34.45,2.82,2.52,0.0,50.16,363.08,113.94
2024-01-15 18:00:00+01:00,251.11,370.45,799.36,33.85,2.83,2.46,0.0,48.8,204.58,68.88
2024-01-15 19:00:00+01:00,248.8,370.23,759.5,33.79,2.83,2.45,0.0,48.17,122.15,33.61
2024-01-15 20:00:00+01:00,243.64,365.78,716.19,33.96,2.83,2.47,0.0,49.95,80.31,25.25
2024-01-15 21:00:00+01:00,246.04,352.62,634.55,32.96,2.83,2.37,0.0,48.6,66.53,58.84
2024-01-15 22:00:00+01:00,247.31,323.35,614.67,31.71,2.74,2.24,0.0,48.25,55.31,86.51
2024-01-15 23:00:00+01:00,242.99,316.28,594.07,31.87,2.63,2.26,0.0,48.36,62.0,119.57
2024-01-16 00:00:00+01:00,221.92,288.41,587.12,32.04,2.64,2.27,0.0,49.66,86.34,145.7
2024-01-16 01:00:00+01:00,240.27,283.99,578.23,30.89,2.64,2.16,0.0,49.54,60.77,163.38
2024-01-16 02:00:00+01:00,235.59,276.76,577.48,30.44,2.64,2.11,0.0,48.65,63.76,209.23
2024-01-16 03:00:00+01:00,238.14,275.17,575.76,30.21,2.63,2.09,0.0,48.91,35.9,217.07
2024-01-16 04:00:00+01:00,231.9,275.22,551.91,28.94,2.63,1.96,0.0,48.06,26.96,241.45
2024-01-16 05:00:00+01:00,245.51,285.49,603.25,29.63,2.63,2.03,0.0,48.3,22.1,225.82
2024-01-16 06:00:00+01:00,246.75,317.72,672.29,31.35,2.63,2.2,0.0,49.55,28.9,187.52
2024-01-16 07:00:00+01:00,246.43,392.93,756.5,35.61,2.63,2.63,0.0,51.99,39.81,197.72
2024-01-16 08:00:00+01:00,249.68,407.82,839.67,36.41,2.63,2.71,0.63,76.75,36.88,209.45
2024-01-16 09:00:00+01:00,287.33,407.31,848.24,36.51,2.63,2.72,21.61,76.29,71.25,275.4
2024-01-16 10:00:00+01:00,249.51,389.79,844.5,35.87,2.63,2.66,60.74,61.25,100.82,325.61
2024-01-16 11:00:00+01:00,247.83,371.71,873.57,37.46,2.63,2.82,100.75,74.34,194.8,408.55
2024-01-16 12:00:00+01:00,257.72,357.44,813.69,38.25,2.63,2.9,116.55,54.45,350.24,464.06
2024-01-16 13:00:00+01:00,286.87,361.82,801.9,38.86,2.63,2.96,117.79,51.55,546.57,590.84
2024-01-16 14:00:00+01:00,255.92,356.27,824.97,41.37,2.62,3.21,75.97,51.94,811.48,855.62
2024-01-16 15:00:00+01:00,251.72,369.92,898.28,42.55,2.61,3.32,19.0,51.6,694.59,1187.14
2024-01-16 16:00:00+01:00,273.75,427.05,902.21,43.67,2.61,3.44,0.45,53.23,876.43,1452.3
2024-01-16 17:00:00+01:00,298.34,416.59,1034.1,42.45,2.62,3.31,0.25,53.23,933.7,1622.61
2024-01-16 18:00:00+01:00,301.15,418.5,1055.09,43.96,2.61,3.47,0.26,51.31,924.75,1618.29
2024-01-16 19:00:00+01:00,305.88,415.38,1006.19,42.96,2.6,3.37,0.25,52.5,915.59,1657.6
2024-01-16 20:00:00+01:00,303.92,387.31,722.44,42.39,2.59,3.31,0.26,53.02,942.09,1624.93
2024-01-16 21:00:00+01:00,268.36,353.19,619.28,40.45,2.58,2.08,0.26,51.53,1225.87,1606.61
2024-01-16 22:00:00+01:00,252.72,340.01,584.09,40.84,2.58,2.08,0.26,52.56,1248.46,1740.82
2024-01-16 23:00:00+01:00,253.88,329.52,598.74,41.11,2.58,2.11,0.26,52.85,1272.24,1946.66
2024-01-17 00:00:00+01:00,241.39,291.95,650.2,40.05,2.58,2.0,0.26,51.11,1290.66,2312.82
2024-01-17 01:00:00+01:00,262.15,299.07,597.17,40.0,2.57,2.0,0.25,51.35,1292.92,2781.03
2024-01-17 02:00:00+01:00,272.18,296.68,565.52,40.47,2.57,2.05,0.23,53.05,1288.79,3119.0
2024-01-17 03:00:00+01:00,247.53,295.89,468.19,41.21,2.58,2.12,0.25,49.54,1265.79,3246.75
2024-01-17 04:00:00+01:00,250.49,270.91,540.32,40.44,2.57,2.04,0.26,49.29,1270.68,3255.33
2024-01-17 05:00:00+01:00,196.66,285.64,588.23,41.25,2.58,2.13,0.26,51.32,1251.11,3093.09
2024-01-17 06:00:00+01:00,180.19,311.51,666.76,40.88,2.58,2.22,0.26,52.47,1210.37,2648.18
2024-01-17 07:00:00+01:00,257.72,368.84,749.48,44.58,2.58,3.54,0.26,53.12,1144.34,2404.57
2024-01-17 08:00:00+01:00,302.72,391.27,873.77,46.65,2.58,3.75,0.38,52.82,1222.03,2190.85
2024-01-17 09:00:00+01:00,296.21,387.7,916.97,45.95,2.58,3.68,23.94,51.91,1097.44,1704.2
2024-01-17 10:00:00+01:00,286.03,407.19,857.65,45.49,2.59,3.63,109.62,53.25,1015.53,1500.35
2024-01-17 11:00:00+01:00,231.59,386.38,761.91,44.15,2.6,3.51,132.45,52.35,1019.6,1543.2
2024-01-17 12:00:00+01:00,241.6,393.38,819.11,44.58,2.6,3.54,232.6,51.88,974.49,1368.47
2024-01-17 13:00:00+01:00,241.94,399.76,821.75,45.32,2.6,3.61,248.84,52.93,908.6,1226.96
2024-01-17 14:00:00+01:00,251.25,410.35,926.81,45.38,2.6,3.63,193.24,52.26,783.85,1078.08
2024-01-17 15:00:00+01:00,293.12,412.54,937.71,44.03,2.6,3.49,65.07,51.97,853.56,980.59
2024-01-17 16:00:00+01:00,279.15,444.69,831.56,47.87,2.6,3.87,3.14,53.89,880.57,939.74
2024-01-17 17:00:00+01:00,309.86,423.43,848.8,43.12,2.6,3.39,0.19,52.87,720.64,832.37
2024-01-17 18:00:00+01:00,311.65,423.36,866.37,43.59,2.6,3.44,0.23,52.39,706.24,758.2
2024-01-17 19:00:00+01:00,311.59,423.48,885.41,44.21,2.6,3.5,0.24,50.04,548.45,765.27
2024-01-17 20:00:00+01:00,311.28,404.29,842.33,42.74,2.6,3.36,0.21,49.38,573.46,753.47
2024-01-17 21:00:00+01:00,309.89,340.51,700.89,38.85,2.59,2.97,0.18,49.11,561.23,748.18
2024-01-17 22:00:00+01:00,310.34,318.58,601.49,37.97,2.59,2.88,0.21,50.46,591.31,733.17
2024-01-17 23:00:00+01:00,307.02,328.36,583.53,38.22,2.58,2.9,0.22,50.43,574.75,774.53
2024-01-18 00:00:00+01:00,274.5,297.63,593.87,39.44,2.59,1.96,0.23,50.82,534.2,712.42
2024-01-18 01:00:00+01:00,251.82,307.64,625.89,40.58,2.59,2.06,0.0,53.43,677.4,533.94
2024-01-18 02:00:00+01:00,253.54,309.55,672.83,40.39,2.59,2.04,0.0,52.48,592.79,602.19
2024-01-18 03:00:00+01:00,253.25,320.28,693.17,43.02,2.59,2.3,0.0,54.16,752.75,481.12
2024-01-18 04:00:00+01:00,239.77,304.96,608.83,39.39,2.59,1.94,0.0,51.6,791.57,490.24
2024-01-18 05:00:00+01:00,259.8,306.69,629.98,40.69,2.59,2.07,0.0,52.52,873.87,456.0
2024-01-18 06:00:00+01:00,257.46,332.5,758.89,43.02,2.59,2.31,0.0,53.19,765.16,536.33
2024-01-18 07:00:00+01:00,286.16,420.79,893.73,47.35,2.59,3.8,0.0,54.77,951.38,604.5
2024-01-18 08:00:00+01:00,290.65,430.04,981.66,47.83,2.6,3.86,0.05,56.78,1005.4,636.47
2024-01-18 09:00:00+01:00,289.08,426.83,1021.8,47.94,2.6,3.87,38.79,58.25,853.16,698.34
2024-01-18 10:00:00+01:00,280.27,427.86,1005.3,47.34,2.61,3.82,144.36,68.08,823.49,719.09
2024-01-18 11:00:00+01:00,287.81,419.23,944.91,46.67,2.6,3.75,268.78,62.1,847.1,888.85
2024-01-18 12:00:00+01:00,287.22,397.82,861.13,47.62,2.6,3.84,337.6,64.72,1001.78,1141.65
2024-01-18 13:00:00+01:00,264.35,385.21,658.39,46.89,2.59,3.78,369.24,62.16,963.42,1502.21
2024-01-18 14:00:00+01:00,275.35,384.4,666.49,45.36,2.59,3.62,245.94,53.79,1080.57,1758.42
2024-01-18 15:00:00+01:00,288.99,396.48,760.58,46.66,2.59,3.76,88.71,54.6,872.84,1626.8
2024-01-18 16:00:00+01:00,261.4,419.07,783.11,48.22,2.59,3.9,7.95,56.59,1137.91,1612.14
2024-01-18 17:00:00+01:00,255.61,431.18,989.88,48.18,2.6,3.91,0.0,66.87,1212.71,1617.79
2024-01-18 18:00:00+01:00,253.56,424.96,1018.18,47.53,2.6,3.83,0.0,70.61,956.79,1602.76
2024-01-18 19:00:00+01:00,239.54,416.29,808.11,46.11,2.59,3.69,0.0,71.37,1247.73,1445.24
2024-01-18 20:00:00+01:00,262.45,379.57,716.52,41.71,2.59,3.26,0.0,69.97,1195.35,1312.15
2024-01-18 21:00:00+01:00,254.89,352.21,702.72,44.08,2.59,2.44,0.0,69.76,1199.69,1234.09
2024-01-18 22:00:00+01:00,255.67,331.04,600.64,43.66,2.58,2.37,0.0,70.61,1230.7,1339.06
2024-01-18 23:00:00+01:00,258.64,312.62,620.64,45.37,2.58,2.54,0.0,71.36,1247.96,1338.49
2024-01-19 00:00:00+01:00,267.41,276.69,575.84,45.52,2.58,2.55,0.0,73.69,1235.32,1440.55
2024-01-19 01:00:00+01:00,255.02,270.41,551.29,44.46,2.58,2.45,0.0,73.43,1251.18,1468.86
2024-01-19 02:00:00+01:00,257.41,288.05,563.05,43.78,2.59,2.38,0.0,72.15,1148.3,1403.67
2024-01-19 03:00:00+01:00,241.38,288.52,514.03,43.05,2.59,2.31,0.0,72.8,1192.11,1548.17
2024-01-19 04:00:00+01:00,239.16,257.62,509.93,42.78,2.59,2.28,0.0,72.22,1256.77,1798.47
2024-01-19 05:00:00+01:00,245.27,256.79,613.71,43.37,2.59,2.34,0.0,72.34,1267.83,1857.02
2024-01-19 06:00:00+01:00,249.47,330.62,731.48,44.38,2.58,2.59,0.0,73.42,1199.4,1888.72
2024-01-19 07:00:00+01:00,257.0,391.8,936.9,47.64,2.59,3.85,0.0,74.77,1235.05,1732.43
2024-01-19 08:00:00+01:00,258.61,407.39,1003.57,48.47,2.59,3.94,0.54,74.36,1274.29,1580.05
2024-01-19 09:00:00+01:00,268.11,405.75,927.7,48.2,2.6,3.91,17.19,74.56,1260.33,1815.7
2024-01-19 10:00:00+01:00,269.01,386.95,849.41,48.55,2.59,3.95,67.58,75.26,1268.22,1924.45
2024-01-19 11:00:00+01:00,260.68,373.01,818.86,47.36,2.59,3.82,134.85,69.2,1264.61,1852.48
2024-01-19 12:00:00+01:00,253.04,364.59,740.03,46.66,2.58,3.76,217.29,66.3,1117.9,1716.49
2024-01-19 13:00:00+01:00,252.97,359.72,733.1,46.13,2.59,3.7,149.81,71.89,1199.08,1579.12
2024-01-19 14:00:00+01:00,252.88,359.66,668.26,46.74,2.59,3.75,82.42,74.53,1238.54,1481.25
2024-01-19 15:00:00+01:00,260.22,364.87,724.81,47.37,2.58,3.83,44.55,73.28,1232.55,1394.39
2024-01-19 16:00:00+01:00,277.56,373.76,894.99,47.82,2.59,3.86,3.61,72.88,1125.45,1268.12
2024-01-19 17:00:00+01:00,255.26,391.45,996.58,47.85,2.59,3.87,0.0,72.07,1056.64,1255.88
2024-01-19 18:00:00+01:00,255.98,407.37,830.04,48.24,2.6,3.9,0.0,73.41,1096.09,1407.63
2024-01-19 19:00:00+01:00,255.31,384.7,776.6,48.78,2.6,3.76,0.0,72.88,1045.91,1787.99
2024-01-19 20:00:00+01:00,255.48,367.87,601.76,47.58,2.6,3.75,0.0,70.23,1055.61,2238.67
2024-01-19 21:00:00+01:00,260.64,348.74,554.49,47.29,2.6,3.77,0.0,71.33,1160.45,2538.15
2024-01-19 22:00:00+01:00,268.51,347.53,462.12,46.5,2.59,3.74,0.0,70.91,1276.07,2805.38
2024-01-19 23:00:00+01:00,250.42,338.54,513.73,45.42,2.59,2.58,0.0,70.21,1305.87,2981.39
2024-01-20 00:00:00+01:00,245.93,304.81,402.17,45.41,2.59,2.54,0.0,70.54,1303.62,3164.27
2024-01-20 01:00:00+01:00,246.12,300.66,392.51,44.77,2.59,2.48,0.0,71.18,1298.27,3238.35
2024-01-20 02:00:00+01:00,250.92,299.19,462.53,44.81,2.59,2.48,0.0,70.72,1294.97,3213.14
2024-01-20 03:00:00+01:00,250.68,218.72,395.75,44.91,2.59,2.49,0.0,70.1,1299.2,3197.87
2024-01-20 04:00:00+01:00,244.91,206.07,381.22,44.91,2.58,2.49,0.0,70.2,1297.95,3121.71
2024-01-20 05:00:00+01:00,237.92,257.58,382.35,45.56,2.59,2.56,0.0,71.7,1300.0,2829.68
2024-01-20 06:00:00+01:00,235.25,321.37,414.29,45.61,2.59,2.56,0.0,70.35,1293.03,2322.71
2024-01-20 07:00:00+01:00,199.45,332.73,529.86,47.65,2.58,2.76,0.0,73.63,1124.22,1825.47
2024-01-20 08:00:00+01:00,257.99,339.58,736.54,47.42,2.58,2.74,0.47,73.06,929.0,1532.0
2024-01-20 09:00:00+01:00,257.85,347.99,692.46,46.27,2.57,2.76,27.94,73.98,899.19,1342.53
2024-01-20 10:00:00+01:00,249.5,351.18,612.23,46.96,2.58,3.79,88.25,74.21,875.1,1299.72
2024-01-20 11:00:00+01:00,196.91,341.58,699.03,46.6,2.58,3.75,153.1,74.55,884.0,1192.82
2024-01-20 12:00:00+01:00,217.09,334.94,627.91,46.89,2.58,3.77,242.97,74.68,891.67,1145.45
2024-01-20 13:00:00+01:00,173.91,330.7,579.57,46.24,2.58,3.7,231.81,73.53,898.27,1269.08
2024-01-20 14:00:00+01:00,201.88,333.19,642.71,46.68,2.58,3.75,149.52,73.59,918.68,1227.82
2024-01-20 15:00:00+01:00,266.93,351.61,636.2,48.14,2.58,3.9,56.41,74.2,914.58,1246.29
2024-01-20 16:00:00+01:00,261.79,371.12,600.76,48.46,2.58,3.93,3.22,74.13,973.99,1333.06
2024-01-20 17:00:00+01:00,244.53,403.34,628.17,49.22,2.59,4.01,0.0,74.98,1009.96,1560.42
2024-01-20 18:00:00+01:00,257.12,406.92,651.29,48.15,2.59,3.89,0.0,72.47,1065.18,1866.44
2024-01-20 19:00:00+01:00,263.5,400.04,658.24,49.36,2.58,4.02,0.0,73.9,1128.3,2058.22
2024-01-20 20:00:00+01:00,217.73,359.55,594.8,47.58,2.58,2.79,0.0,74.18,1266.96,2173.36
2024-01-20 21:00:00+01:00,259.35,322.47,450.41,46.48,2.57,2.65,0.0,73.54,1284.16,2225.93
2024-01-20 22:00:00+01:00,194.63,313.53,336.73,45.35,2.57,2.53,0.0,73.73,1288.41,2367.91
