,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2025-12-05 02:45:00+01:00,227.8,97.68,199.14,23.88,0.0,48.9,123.45,82.78
2025-12-05 03:00:00+01:00,229.24,97.18,198.17,23.73,0.0,48.99,148.52,82.99
2025-12-05 03:15:00+01:00,226.4,97.82,199.31,23.94,0.0,48.79,175.82,77.84
2025-12-05 03:30:00+01:00,228.56,98.05,199.64,24.01,0.0,48.53,185.4,75.12
2025-12-05 03:45:00+01:00,229.53,97.39,198.61,23.8,0.0,48.33,180.66,75.21
2025-12-05 04:00:00+01:00,228.33,96.55,197.09,23.55,0.0,48.74,168.13,76.02
2025-12-05 04:15:00+01:00,228.43,96.64,197.32,23.56,0.0,49.44,135.59,73.5
2025-12-05 04:30:00+01:00,228.35,96.75,197.5,23.6,0.0,48.21,128.18,72.44
2025-12-05 04:45:00+01:00,225.49,101.35,198.45,23.79,0.0,48.33,134.61,78.34
2025-12-05 05:00:00+01:00,227.89,125.16,198.27,23.79,0.0,48.64,123.42,90.98
2025-12-05 05:15:00+01:00,227.76,125.08,196.68,23.55,0.0,48.37,106.45,89.04
2025-12-05 05:30:00+01:00,226.12,127.52,196.2,23.45,0.0,48.47,115.92,87.0
2025-12-05 05:45:00+01:00,228.88,132.64,197.35,23.65,0.0,48.27,132.97,77.39
2025-12-05 06:00:00+01:00,227.33,135.68,201.22,24.32,0.0,49.05,163.0,64.79
2025-12-05 06:15:00+01:00,229.67,135.42,202.44,24.34,0.0,49.29,185.08,60.01
2025-12-05 06:30:00+01:00,231.37,135.81,203.0,24.61,0.0,49.52,213.05,59.27
2025-12-05 06:45:00+01:00,228.97,138.21,206.97,25.32,0.0,49.92,249.15,56.19
2025-12-05 07:00:00+01:00,227.31,145.93,219.05,27.65,0.0,50.01,280.57,50.32
2025-12-05 07:15:00+01:00,227.63,152.34,221.92,28.85,0.0,49.67,295.06,48.67
2025-12-05 07:30:00+01:00,227.93,154.6,220.78,31.85,0.0,50.15,297.57,50.35
2025-12-05 07:45:00+01:00,227.3,154.63,220.92,34.78,0.0,50.29,313.18,50.73
2025-12-05 08:00:00+01:00,231.44,155.08,221.43,36.97,0.0,50.43,320.96,50.69
2025-12-05 08:15:00+01:00,231.97,155.43,221.27,38.16,0.0,50.18,301.59,46.44
2025-12-05 08:30:00+01:00,231.87,155.44,220.57,38.39,0.07,50.13,302.58,42.12
2025-12-05 08:45:00+01:00,231.12,155.7,221.34,38.36,1.12,50.79,266.78,36.29
2025-12-05 09:00:00+01:00,233.01,154.32,218.6,37.93,2.33,50.02,255.85,33.55
2025-12-05 09:15:00+01:00,230.21,155.12,221.64,38.17,4.74,50.0,233.95,31.41
2025-12-05 09:30:00+01:00,230.64,156.27,223.36,38.56,6.62,51.06,227.32,29.98
2025-12-05 09:45:00+01:00,231.41,156.24,222.87,38.44,9.51,51.07,221.51,27.35
2025-12-05 10:00:00+01:00,232.22,161.22,225.32,38.94,14.09,52.51,191.95,29.44
2025-12-05 10:15:00+01:00,230.87,160.1,223.29,38.51,18.96,50.36,157.23,34.01
2025-12-05 10:30:00+01:00,232.83,156.23,222.83,38.36,22.05,50.73,140.15,37.86
2025-12-05 10:45:00+01:00,230.95,164.31,225.2,38.85,22.64,50.0,113.04,39.26
2025-12-05 11:00:00+01:00,229.81,159.9,222.77,38.4,21.68,49.19,137.89,40.87
2025-12-05 11:15:00+01:00,231.4,155.84,221.92,38.22,21.7,50.46,160.2,42.27
2025-12-05 11:30:00+01:00,229.93,155.48,221.7,38.19,22.12,50.51,154.28,39.56
2025-12-05 11:45:00+01:00,230.26,156.27,222.93,38.47,22.58,50.03,180.74,33.24
2025-12-05 12:00:00+01:00,229.24,155.4,221.52,38.22,23.73,50.13,179.42,25.71
2025-12-05 12:15:00+01:00,229.13,155.76,222.2,38.35,25.19,48.63,168.13,24.1
2025-12-05 12:30:00+01:00,229.65,155.84,222.39,38.4,25.02,50.22,162.49,20.6
2025-12-05 12:45:00+01:00,228.02,155.63,222.55,38.27,23.78,50.57,135.26,17.02
2025-12-05 13:00:00+01:00,230.45,154.82,221.54,37.98,22.93,50.31,108.26,15.47
2025-12-05 13:15:00+01:00,230.34,153.86,219.77,37.71,20.34,50.4,96.56,14.3
2025-12-05 13:30:00+01:00,230.09,153.27,219.17,37.55,17.3,50.8,82.41,14.42
2025-12-05 13:45:00+01:00,228.24,153.15,218.87,37.52,15.31,50.66,71.32,14.61
2025-12-05 14:00:00+01:00,226.2,152.89,218.43,37.43,12.2,49.59,58.97,12.6
2025-12-05 14:15:00+01:00,228.68,153.39,218.77,37.52,9.1,48.47,54.75,11.57
2025-12-05 14:30:00+01:00,228.62,153.74,219.34,37.61,5.83,49.66,54.1,12.63
2025-12-05 14:45:00+01:00,230.21,153.28,219.23,37.49,3.6,50.55,52.43,13.8
2025-12-05 15:00:00+01:00,230.13,152.87,220.05,37.72,2.21,50.36,62.76,13.43
2025-12-05 15:15:00+01:00,229.96,148.61,222.3,38.17,0.66,50.54,60.23,13.65
2025-12-05 15:30:00+01:00,228.25,148.49,222.62,38.28,0.0,49.78,63.65,14.29
2025-12-05 15:45:00+01:00,229.39,149.0,223.61,38.42,0.0,50.38,61.67,14.76
2025-12-05 16:00:00+01:00,230.71,150.51,226.13,38.92,0.0,50.2,56.77,16.17
2025-12-05 16:15:00+01:00,229.02,150.6,225.59,38.98,0.0,51.07,61.84,14.33
2025-12-05 16:30:00+01:00,228.96,153.34,221.62,38.33,0.0,50.47,75.98,15.3
2025-12-05 16:45:00+01:00,229.93,152.9,221.42,38.15,0.0,49.86,76.1,16.72
2025-12-05 17:00:00+01:00,228.93,155.41,225.51,38.92,0.0,50.55,66.3,16.5
2025-12-05 17:15:00+01:00,230.6,155.9,225.96,39.06,0.0,51.59,60.63,18.25
2025-12-05 17:30:00+01:00,229.02,154.9,220.78,38.06,0.0,50.22,55.93,18.54
2025-12-05 17:45:00+01:00,227.37,154.52,220.2,37.91,0.0,48.26,61.95,19.49
2025-12-05 18:00:00+01:00,228.69,124.37,220.83,38.09,0.0,49.5,78.99,19.17
2025-12-05 18:15:00+01:00,228.67,111.6,224.04,38.7,0.0,51.05,107.78,17.8
2025-12-05 18:30:00+01:00,226.79,108.63,224.41,38.78,0.0,50.12,106.2,18.5
2025-12-05 18:45:00+01:00,229.88,112.24,223.12,38.48,0.0,48.52,89.52,19.46
2025-12-05 19:00:00+01:00,229.2,115.03,219.56,37.94,0.0,49.13,86.42,22.01
2025-12-05 19:15:00+01:00,228.49,117.99,218.32,37.8,0.0,49.1,77.31,25.61
2025-12-05 19:30:00+01:00,228.93,117.61,217.96,37.69,0.0,46.96,66.16,25.15
2025-12-05 19:45:00+01:00,227.05,118.02,218.73,37.82,0.0,47.49,57.82,24.69
2025-12-05 20:00:00+01:00,229.36,115.79,215.69,37.11,0.0,48.74,53.65,25.45
2025-12-05 20:15:00+01:00,230.07,115.99,216.44,37.18,0.0,48.65,60.89,26.73
2025-12-05 20:30:00+01:00,227.73,117.32,218.83,37.62,0.0,48.79,62.06,29.16
2025-12-05 20:45:00+01:00,228.79,117.58,219.44,37.73,0.0,48.2,56.28,33.2
2025-12-05 21:00:00+01:00,227.36,116.52,221.86,38.24,0.0,48.83,50.62,34.13
2025-12-05 21:15:00+01:00,228.51,112.24,222.25,38.32,0.0,49.68,62.39,30.41
2025-12-05 21:30:00+01:00,226.16,111.52,220.64,38.09,0.0,49.86,71.76,30.54
2025-12-05 21:45:00+01:00,223.58,110.38,216.7,37.73,0.0,49.17,76.32,34.35
2025-12-05 22:00:00+01:00,227.47,110.8,218.59,37.86,0.0,49.42,81.11,32.45
2025-12-05 22:15:00+01:00,230.01,110.74,217.85,37.83,0.0,49.14,87.27,30.96
2025-12-05 22:30:00+01:00,229.36,110.94,219.05,37.9,0.0,49.17,93.55,31.1
2025-12-05 22:45:00+01:00,227.5,110.57,218.64,37.79,0.0,49.75,95.71,31.6
2025-12-05 23:00:00+01:00,228.44,110.15,218.46,37.65,0.0,50.0,105.27,34.29
2025-12-05 23:15:00+01:00,228.78,110.66,219.01,37.82,0.0,50.2,113.19,38.45
2025-12-05 23:30:00+01:00,226.42,110.62,218.83,35.38,0.0,50.09,130.76,40.29
2025-12-05 23:45:00+01:00,229.73,110.94,219.52,30.51,0.0,50.52,147.06,37.33
2025-12-06 00:00:00+01:00,227.01,111.3,219.81,27.97,0.0,49.72,150.96,36.36
2025-12-06 00:15:00+01:00,230.09,109.16,219.04,27.84,0.0,50.51,138.68,36.7
2025-12-06 00:30:00+01:00,229.35,91.7,218.65,27.76,0.0,49.37,135.78,36.76
2025-12-06 00:45:00+01:00,226.32,90.05,219.27,27.86,0.0,48.9,133.96,39.01
2025-12-06 01:00:00+01:00,226.74,89.63,218.65,27.73,0.0,48.84,145.07,37.85
2025-12-06 01:15:00+01:00,228.22,90.04,218.55,27.92,0.0,49.55,156.78,45.04
2025-12-06 01:30:00+01:00,228.55,89.27,217.43,27.62,0.0,49.18,175.56,43.9
2025-12-06 01:45:00+01:00,230.95,89.62,217.91,27.73,0.0,49.48,227.12,39.28
2025-12-06 02:00:00+01:00,228.51,89.84,218.15,27.8,0.0,50.55,278.68,38.83
2025-12-06 02:15:00+01:00,228.37,89.43,216.49,27.67,0.0,50.36,280.24,39.41
2025-12-06 02:30:00+01:00,229.03,90.34,220.73,27.96,0.0,50.32,269.81,43.04
2025-12-06 02:45:00+01:00,228.06,90.34,221.14,27.96,0.0,49.93,248.64,43.46
2025-12-06 03:00:00+01:00,225.69,90.56,221.61,28.03,0.0,49.88,227.04,41.97
2025-12-06 03:15:00+01:00,230.95,90.05,220.74,27.87,0.0,48.23,228.72,45.16
2025-12-06 03:30:00+01:00,229.41,89.8,220.43,27.79,0.0,50.44,219.52,43.66
2025-12-06 03:45:00+01:00,228.28,90.01,220.08,27.86,0.0,50.98,194.38,45.74
2025-12-06 04:00:00+01:00,229.2,90.52,219.73,28.02,0.0,50.24,180.26,51.63
2025-12-06 04:15:00+01:00,225.28,90.31,219.26,27.95,0.0,50.21,187.56,61.83
2025-12-06 04:30:00+01:00,224.13,89.27,217.56,27.62,0.0,49.57,182.98,63.2
2025-12-06 04:45:00+01:00,226.31,90.37,219.44,27.97,0.0,50.53,168.42,68.84
2025-12-06 05:00:00+01:00,226.13,90.35,219.34,27.96,0.0,50.59,155.39,75.56
2025-12-06 05:15:00+01:00,228.15,90.04,218.77,27.86,0.0,50.53,151.15,73.51
2025-12-06 05:30:00+01:00,229.17,89.7,218.11,27.76,0.0,50.1,168.85,73.06
2025-12-06 05:45:00+01:00,229.79,89.12,217.21,27.57,0.0,49.91,177.02,89.68
2025-12-06 06:00:00+01:00,229.58,89.91,218.54,27.82,0.0,49.5,179.26,98.8
2025-12-06 06:15:00+01:00,226.62,90.04,218.76,27.86,0.0,47.41,189.76,103.4
2025-12-06 06:30:00+01:00,227.97,90.15,215.61,27.9,0.0,42.68,182.25,102.29
2025-12-06 06:45:00+01:00,226.78,90.23,212.61,27.92,0.0,42.19,239.28,107.75
2025-12-06 07:00:00+01:00,228.9,89.88,218.59,27.81,0.0,42.05,285.29,122.65
2025-12-06 07:15:00+01:00,228.42,90.35,220.04,27.99,0.0,42.39,337.84,133.73
2025-12-06 07:30:00+01:00,227.53,90.01,219.53,27.92,0.0,42.35,380.82,146.81
2025-12-06 07:45:00+01:00,226.26,89.67,219.03,27.74,0.0,42.71,421.56,152.72
2025-12-06 08:00:00+01:00,228.96,89.58,218.85,27.69,0.0,42.46,423.89,170.94
2025-12-06 08:15:00+01:00,227.93,90.04,219.51,27.78,0.0,42.39,430.6,186.04
2025-12-06 08:30:00+01:00,227.18,89.83,218.16,30.28,1.58,42.18,431.51,188.6
2025-12-06 08:45:00+01:00,226.64,88.72,216.54,32.82,5.92,41.4,452.47,194.47
2025-12-06 09:00:00+01:00,225.9,90.49,219.99,35.4,11.93,42.32,491.77,201.95
2025-12-06 09:15:00+01:00,229.1,89.97,219.3,36.62,19.38,43.24,549.85,203.31
2025-12-06 09:30:00+01:00,229.56,90.28,219.53,36.93,31.54,47.67,622.94,215.71
2025-12-06 09:45:00+01:00,228.67,89.0,217.5,36.52,39.15,50.15,683.51,224.45
2025-12-06 10:00:00+01:00,229.17,90.99,220.68,37.13,46.3,50.4,709.79,237.38
2025-12-06 10:15:00+01:00,226.86,90.88,220.41,37.1,54.07,50.05,718.38,247.04
2025-12-06 10:30:00+01:00,224.29,91.21,221.1,37.22,59.9,50.03,737.99,252.96
2025-12-06 10:45:00+01:00,228.13,91.6,221.65,37.33,63.31,50.06,751.75,255.76
2025-12-06 11:00:00+01:00,227.63,90.72,220.39,37.02,69.68,50.3,731.55,258.39
2025-12-06 11:15:00+01:00,224.67,93.95,225.4,38.01,69.26,50.47,726.5,256.47
2025-12-06 11:30:00+01:00,227.01,95.65,227.65,38.54,73.98,51.42,706.3,248.7
2025-12-06 11:45:00+01:00,227.18,97.9,231.46,39.25,72.11,50.85,612.27,241.54
2025-12-06 12:00:00+01:00,227.25,98.24,231.9,39.35,67.0,53.6,514.86,244.36
2025-12-06 12:15:00+01:00,228.3,97.42,230.57,39.09,70.3,50.65,497.57,244.4
2025-12-06 12:30:00+01:00,223.19,97.73,230.91,39.22,75.91,50.86,517.38,241.43
2025-12-06 12:45:00+01:00,227.82,100.04,234.19,40.0,80.43,51.8,522.58,244.1
2025-12-06 13:00:00+01:00,228.48,98.67,232.4,39.57,75.49,51.38,534.56,241.42
2025-12-06 13:15:00+01:00,225.75,96.54,229.26,38.9,70.29,50.9,561.56,220.1
2025-12-06 13:30:00+01:00,228.1,96.66,229.61,38.94,54.47,50.8,555.87,210.76
2025-12-06 13:45:00+01:00,228.97,99.05,234.2,39.69,50.04,52.04,581.12,200.55
2025-12-06 14:00:00+01:00,228.14,97.67,232.45,39.26,40.21,51.82,593.25,194.89
2025-12-06 14:15:00+01:00,229.36,94.01,226.24,38.11,29.59,50.84,634.75,185.72
2025-12-06 14:30:00+01:00,230.71,93.75,225.94,38.74,21.83,50.87,604.69,183.67
2025-12-06 14:45:00+01:00,226.71,94.4,226.92,39.23,15.78,50.61,580.56,182.79
2025-12-06 15:00:00+01:00,227.93,93.86,224.33,39.08,13.3,50.38,562.05,180.68
2025-12-06 15:15:00+01:00,227.66,94.1,225.3,39.14,7.02,50.91,572.08,178.38
2025-12-06 15:30:00+01:00,230.1,93.86,225.13,39.06,2.04,50.84,557.97,184.89
2025-12-06 15:45:00+01:00,228.47,94.85,227.23,39.37,0.05,50.46,582.42,197.45
2025-12-06 16:00:00+01:00,227.44,95.2,227.52,39.48,0.0,50.48,645.96,199.55
2025-12-06 16:15:00+01:00,229.39,95.54,228.4,39.47,0.0,50.47,641.37,212.14
2025-12-06 16:30:00+01:00,228.49,93.95,225.57,39.08,0.0,50.64,695.89,222.95
2025-12-06 16:45:00+01:00,230.18,94.03,225.74,39.12,0.0,50.79,769.8,247.67
2025-12-06 17:00:00+01:00,229.55,94.0,225.78,39.1,0.0,50.66,796.94,263.36
2025-12-06 17:15:00+01:00,231.1,93.7,225.16,39.01,0.0,50.85,783.9,255.09
2025-12-06 17:30:00+01:00,224.8,93.57,224.58,38.98,0.0,50.68,780.59,255.51
2025-12-06 17:45:00+01:00,230.49,93.54,225.01,38.97,0.0,50.59,790.63,252.79
2025-12-06 18:00:00+01:00,229.19,93.53,224.27,38.96,0.0,50.4,806.62,247.81
2025-12-06 18:15:00+01:00,228.33,93.21,223.73,38.86,0.0,50.55,809.98,253.75
2025-12-06 18:30:00+01:00,227.67,93.09,223.97,38.8,0.0,50.53,811.59,255.72
2025-12-06 18:45:00+01:00,229.19,92.82,224.31,38.57,0.0,50.4,793.51,247.52
2025-12-06 19:00:00+01:00,227.47,92.81,224.06,38.73,0.0,50.35,800.46,243.3
2025-12-06 19:15:00+01:00,227.96,93.71,225.43,39.01,0.0,50.76,807.67,236.46
2025-12-06 19:30:00+01:00,229.43,94.38,226.2,39.23,0.0,50.6,792.19,232.26
2025-12-06 19:45:00+01:00,227.72,93.85,225.09,39.07,0.0,50.73,760.44,230.74
2025-12-06 20:00:00+01:00,228.03,93.78,225.17,39.03,0.0,51.02,755.85,220.45
2025-12-06 20:15:00+01:00,230.01,94.25,226.52,38.29,0.0,50.43,711.01,204.22
2025-12-06 20:30:00+01:00,227.89,93.75,225.58,38.03,0.0,50.97,668.16,203.02
2025-12-06 20:45:00+01:00,226.26,93.62,225.39,37.99,0.0,50.73,635.17,201.54
2025-12-06 21:00:00+01:00,228.04,93.04,224.5,37.81,0.0,50.35,607.12,188.01
2025-12-06 21:15:00+01:00,221.72,92.46,223.79,37.63,0.0,51.06,546.75,181.01
2025-12-06 21:30:00+01:00,228.65,92.71,224.01,37.71,0.0,50.75,483.23,173.23
2025-12-06 21:45:00+01:00,226.62,87.01,214.88,35.93,0.0,50.18,421.18,163.92
2025-12-06 22:00:00+01:00,224.7,86.08,213.36,35.64,0.0,49.6,395.42,166.42
2025-12-06 22:15:00+01:00,227.56,85.95,213.14,35.6,0.0,49.6,383.64,168.04
2025-12-06 22:30:00+01:00,228.48,81.43,205.9,34.18,0.0,48.9,401.95,169.37
2025-12-06 22:45:00+01:00,227.75,72.4,191.24,31.36,0.0,48.29,414.19,165.73
2025-12-06 23:00:00+01:00,224.09,67.39,182.93,28.36,0.0,47.16,428.92,162.06
2025-12-06 23:15:00+01:00,224.72,67.95,183.96,23.66,0.0,47.45,476.62,168.83
2025-12-06 23:30:00+01:00,227.44,67.62,183.34,20.86,0.0,47.5,476.06,171.11
2025-12-06 23:45:00+01:00,226.52,67.28,182.67,20.75,0.0,47.53,438.8,172.89
2025-12-07 00:00:00+01:00,226.91,67.51,182.44,20.82,0.0,46.52,384.18,174.5
2025-12-07 00:15:00+01:00,224.9,67.53,182.95,20.83,0.0,41.41,352.45,177.91
2025-12-07 00:30:00+01:00,229.98,67.09,182.43,20.69,0.0,39.66,319.41,175.45
2025-12-07 00:45:00+01:00,226.57,67.11,182.29,20.7,0.0,39.39,274.88,167.52
2025-12-07 01:00:00+01:00,227.18,69.88,188.15,21.56,0.0,41.07,253.37,158.02
2025-12-07 01:15:00+01:00,226.79,77.05,199.2,23.81,0.0,40.72,249.85,150.14
2025-12-07 01:30:00+01:00,227.33,86.93,211.58,26.23,0.0,41.96,271.34,142.52
2025-12-07 01:45:00+01:00,229.38,87.51,215.66,26.95,0.0,42.14,281.63,145.2
2025-12-07 02:00:00+01:00,226.32,88.34,217.71,27.33,0.0,42.22,276.31,138.2
2025-12-07 02:15:00+01:00,226.35,87.98,216.99,27.22,0.0,42.76,261.61,133.38
2025-12-07 02:30:00+01:00,228.11,83.18,208.97,25.72,0.0,41.8,269.7,129.47
2025-12-07 02:45:00+01:00,229.5,80.07,203.81,24.74,0.0,41.06,298.97,135.35
2025-12-07 03:00:00+01:00,228.07,79.28,202.42,24.5,0.0,41.34,336.76,137.03
2025-12-07 03:15:00+01:00,227.23,79.47,202.77,24.56,0.0,41.4,390.67,128.77
2025-12-07 03:30:00+01:00,226.96,80.68,204.42,24.94,0.0,40.84,380.17,125.87
2025-12-07 03:45:00+01:00,228.36,85.64,212.88,26.49,0.0,42.09,328.63,125.8
2025-12-07 04:00:00+01:00,225.26,87.74,215.7,27.14,0.0,42.14,341.23,128.12
2025-12-07 04:15:00+01:00,227.33,88.32,217.2,27.32,0.0,42.32,372.05,137.48
2025-12-07 04:30:00+01:00,227.13,88.96,218.28,27.52,0.0,42.35,398.57,136.95
2025-12-07 04:45:00+01:00,225.18,88.34,216.97,27.33,0.0,42.21,439.93,134.86
2025-12-07 05:00:00+01:00,223.76,84.05,210.64,25.99,0.0,41.67,455.8,142.64
2025-12-07 05:15:00+01:00,227.76,83.99,210.31,25.96,0.0,41.5,442.9,145.75
2025-12-07 05:30:00+01:00,226.77,83.79,209.72,25.9,0.0,42.28,411.11,146.97
2025-12-07 05:45:00+01:00,226.68,84.1,210.03,26.0,0.0,46.03,392.44,144.54
2025-12-07 06:00:00+01:00,227.11,84.22,210.43,26.04,0.0,49.82,367.49,134.99
2025-12-07 06:15:00+01:00,229.82,84.33,210.41,26.07,0.0,49.22,334.66,135.91
2025-12-07 06:30:00+01:00,226.05,85.11,211.64,26.31,0.0,49.45,340.08,140.16
2025-12-07 06:45:00+01:00,226.06,86.16,213.13,26.64,0.0,49.69,355.83,147.06
2025-12-07 07:00:00+01:00,226.63,91.76,222.3,28.39,0.0,50.46,357.6,138.89
2025-12-07 07:15:00+01:00,227.35,94.39,226.44,29.21,0.0,51.04,338.75,138.22
2025-12-07 07:30:00+01:00,226.1,94.37,226.14,29.2,0.0,50.49,337.37,139.78
2025-12-07 07:45:00+01:00,226.91,93.76,225.35,29.01,0.0,50.44,316.24,138.68
2025-12-07 08:00:00+01:00,228.16,93.87,225.4,29.05,0.0,50.32,308.55,137.0
2025-12-07 08:15:00+01:00,226.21,93.84,225.27,29.04,0.0,50.16,313.76,135.08
2025-12-07 08:30:00+01:00,227.1,94.62,226.67,30.65,0.14,51.23,317.56,133.3
2025-12-07 08:45:00+01:00,226.21,94.21,225.75,33.78,1.88,51.8,294.62,128.49
2025-12-07 09:00:00+01:00,227.98,93.36,224.71,35.01,4.42,50.86,271.49,118.89
2025-12-07 09:15:00+01:00,227.88,93.73,224.55,36.51,8.08,51.1,262.27,113.53
2025-12-07 09:30:00+01:00,230.14,96.99,229.98,38.79,14.34,51.01,251.66,108.8
2025-12-07 09:45:00+01:00,228.99,94.72,226.35,38.39,18.81,50.38,269.04,110.36
2025-12-07 10:00:00+01:00,227.69,94.4,225.6,38.28,24.41,50.3,271.72,113.67
2025-12-07 10:15:00+01:00,228.55,94.26,225.48,38.24,30.33,50.67,293.14,109.88
2025-12-07 10:30:00+01:00,229.34,94.34,226.11,38.26,39.06,50.76,318.0,105.2
2025-12-07 10:45:00+01:00,229.33,93.9,225.96,38.12,47.67,50.92,321.15,100.51
2025-12-07 11:00:00+01:00,226.34,94.39,226.7,38.24,44.38,50.89,298.73,94.38
2025-12-07 11:15:00+01:00,229.65,94.9,227.57,38.46,38.02,51.06,293.49,91.1
2025-12-07 11:30:00+01:00,229.01,95.15,228.07,38.47,38.55,50.28,285.87,93.85
2025-12-07 11:45:00+01:00,228.57,95.39,228.32,38.53,36.81,50.24,279.83,91.57
2025-12-07 12:00:00+01:00,229.04,98.2,229.29,38.7,35.43,50.31,302.4,89.31
2025-12-07 12:15:00+01:00,227.58,97.09,225.55,38.0,37.0,50.89,307.4,77.68
2025-12-07 12:30:00+01:00,228.15,96.86,230.77,38.99,42.27,51.57,300.15,76.13
2025-12-07 12:45:00+01:00,228.36,98.32,233.08,39.45,38.65,51.94,298.64,73.1
2025-12-07 13:00:00+01:00,224.27,95.97,227.7,38.71,36.37,51.53,300.9,73.9
2025-12-07 13:15:00+01:00,227.58,96.62,229.44,38.91,38.58,51.37,318.14,72.12
2025-12-07 13:30:00+01:00,226.16,97.31,229.92,39.13,33.75,50.68,308.23,78.77
2025-12-07 13:45:00+01:00,228.0,98.73,228.36,38.62,27.68,51.09,281.91,79.71
2025-12-07 14:00:00+01:00,230.99,120.25,224.51,37.7,20.55,50.0,243.19,83.58
2025-12-07 14:15:00+01:00,228.12,119.98,223.26,37.48,15.88,50.23,231.98,87.49
2025-12-07 14:30:00+01:00,229.07,120.3,223.08,37.47,14.26,50.26,233.41,90.53
2025-12-07 14:45:00+01:00,229.18,125.34,224.31,37.7,9.66,50.35,223.27,86.74
2025-12-07 15:00:00+01:00,228.87,126.67,222.26,37.34,5.03,49.72,220.12,82.53
2025-12-07 15:15:00+01:00,225.22,127.46,223.22,37.52,1.02,50.4,224.91,84.95
2025-12-07 15:30:00+01:00,228.95,126.2,220.63,37.06,0.02,50.19,256.56,81.63
2025-12-07 15:45:00+01:00,229.68,126.01,220.12,37.0,0.0,50.18,253.23,79.59
2025-12-07 16:00:00+01:00,228.89,126.63,219.51,37.2,0.0,50.37,240.78,78.37
2025-12-07 16:15:00+01:00,229.66,126.0,218.91,37.02,0.0,49.93,229.53,82.06
2025-12-07 16:30:00+01:00,228.51,126.94,222.18,37.32,0.0,50.18,231.06,85.03
2025-12-07 16:45:00+01:00,229.13,125.85,220.36,36.98,0.0,50.3,261.45,83.88
2025-12-07 17:00:00+01:00,230.3,129.75,225.85,38.03,0.0,50.53,275.47,87.96
2025-12-07 17:15:00+01:00,225.54,129.21,224.08,37.73,0.0,50.11,292.28,95.27
2025-12-07 17:30:00+01:00,230.3,125.93,220.28,37.0,0.0,49.89,289.45,91.34
2025-12-07 17:45:00+01:00,229.63,127.09,221.38,37.36,0.0,50.35,295.71,85.92
2025-12-07 18:00:00+01:00,228.42,127.1,221.52,37.37,0.0,50.25,289.94,87.68
2025-12-07 18:15:00+01:00,226.8,128.04,222.6,37.63,0.0,50.0,306.71,93.2
2025-12-07 18:30:00+01:00,228.16,127.06,220.94,37.28,0.0,50.63,328.81,93.97
2025-12-07 18:45:00+01:00,228.76,126.96,220.5,37.25,0.0,50.67,370.71,103.88
2025-12-07 19:00:00+01:00,228.64,125.44,221.29,37.4,0.0,50.27,403.83,107.17
2025-12-07 19:15:00+01:00,227.58,123.35,225.45,38.13,0.0,50.43,417.47,112.69
2025-12-07 19:30:00+01:00,227.19,120.43,222.05,37.32,0.0,50.84,439.46,119.04
2025-12-07 19:45:00+01:00,228.3,119.56,220.71,37.04,0.0,50.3,422.53,111.31
2025-12-07 20:00:00+01:00,227.11,95.08,220.04,36.91,0.0,50.0,377.03,106.68
2025-12-07 20:15:00+01:00,225.67,89.87,219.57,36.81,0.0,49.87,345.42,122.13
2025-12-07 20:30:00+01:00,226.71,89.29,218.7,36.62,0.0,49.72,375.37,143.18
2025-12-07 20:45:00+01:00,228.02,89.59,218.67,36.71,0.0,50.22,386.9,160.21
2025-12-07 21:00:00+01:00,228.27,89.22,217.92,36.6,0.0,48.81,381.95,179.02
2025-12-07 21:15:00+01:00,226.21,89.16,217.93,36.58,0.0,44.63,413.18,189.22
2025-12-07 21:30:00+01:00,227.08,89.11,217.58,36.56,0.0,42.22,459.34,194.97
2025-12-07 21:45:00+01:00,225.14,88.44,216.22,36.35,0.0,42.05,510.87,192.29
2025-12-07 22:00:00+01:00,225.59,88.06,215.04,36.24,0.0,41.57,543.31,196.84
2025-12-07 22:15:00+01:00,225.55,87.23,213.07,35.97,0.0,41.82,559.19,207.47
2025-12-07 22:30:00+01:00,227.68,87.69,214.42,36.12,0.0,41.96,590.17,224.9
2025-12-07 22:45:00+01:00,226.34,87.53,215.53,36.07,0.0,41.8,625.25,236.24
2025-12-07 23:00:00+01:00,226.71,87.14,214.96,34.68,0.0,42.05,641.4,251.95
2025-12-07 23:15:00+01:00,228.48,87.63,210.52,30.05,0.0,42.06,687.59,265.79
2025-12-07 23:30:00+01:00,227.79,87.44,203.91,27.03,0.0,42.39,733.27,277.09
2025-12-07 23:45:00+01:00,229.01,87.88,200.33,27.17,0.0,42.38,715.05,280.23
2025-12-08 00:00:00+01:00,226.8,85.14,184.14,26.31,0.0,41.56,696.76,279.2
2025-12-08 00:15:00+01:00,224.93,83.46,164.8,25.79,0.0,41.32,726.44,292.24
2025-12-08 00:30:00+01:00,220.54,79.35,139.57,24.5,0.0,41.06,713.99,298.1
2025-12-08 00:45:00+01:00,221.77,77.08,135.68,23.79,0.0,40.92,679.94,308.27
2025-12-08 01:00:00+01:00,221.69,76.96,135.76,23.75,0.0,40.57,694.25,375.12
2025-12-08 01:15:00+01:00,219.33,77.06,134.82,23.78,0.0,40.46,708.44,400.16
2025-12-08 01:30:00+01:00,219.55,77.27,134.96,23.85,0.0,41.0,688.77,416.45
