,"('Fossil Gas', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Consumption')","('Hydro Run-of-river and poundage', 'Actual Aggregated')","('Hydro Water Reservoir', 'Actual Aggregated')","('Waste', 'Actual Aggregated')","('Wind Offshore', 'Actual Aggregated')","('Wind Offshore', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')",Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Onshore
2025-05-25 15:30:00+02:00,5.01,0.0,,340.85,660.22,5.34,,,623.6,,,,,,
2025-05-25 15:45:00+02:00,4.84,0.0,,342.98,644.86,5.09,,,595.91,,,,,,
2025-05-25 16:00:00+02:00,5.5,0.0,,342.63,641.37,5.25,,,562.33,,,,,,
2025-05-25 16:15:00+02:00,6.45,0.0,,345.87,629.36,5.28,,,523.25,,,,,,
2025-05-25 16:30:00+02:00,6.27,0.0,,348.77,638.23,5.21,,,480.69,,,,,,
2025-05-25 16:45:00+02:00,5.66,0.0,,350.02,636.27,5.36,,,462.1,,,,,,
2025-05-25 17:00:00+02:00,3.69,0.0,,353.37,494.93,5.25,,,441.06,,,,,,
2025-05-25 17:15:00+02:00,4.05,0.0,,354.53,491.67,5.51,,,425.55,,,,,,
2025-05-25 17:30:00+02:00,3.77,0.0,,357.22,531.1,5.45,,,419.76,,,,,,
2025-05-25 17:45:00+02:00,3.15,0.0,,356.54,678.45,5.49,,,399.49,,,,,,
2025-05-25 18:00:00+02:00,3.76,0.0,,351.6,1423.46,5.97,,,389.46,,,,,,
2025-05-25 18:15:00+02:00,3.79,0.6,,354.49,1654.22,5.69,,,391.87,,,,,,
2025-05-25 18:30:00+02:00,5.25,0.6,,357.63,1764.51,5.79,,,430.44,,,,,,
2025-05-25 18:45:00+02:00,5.21,0.6,,354.62,2096.14,5.51,,,468.39,,,,,,
2025-05-25 19:00:00+02:00,5.85,0.6,,373.85,2279.23,6.22,,,521.93,,,,,,
2025-05-25 19:15:00+02:00,4.97,0.77,,375.94,2405.81,5.92,,,543.0,,,,,,
2025-05-25 19:30:00+02:00,3.92,0.77,,377.55,2119.79,5.61,,,607.58,,,,,,
2025-05-25 19:45:00+02:00,2.84,0.77,,379.33,2101.35,5.76,,,658.57,,,,,,
2025-05-25 20:00:00+02:00,0.24,0.77,,401.22,2966.83,5.62,,,599.13,,,,,,
2025-05-25 20:15:00+02:00,0.0,0.77,,400.77,3108.28,5.43,,,650.57,,,,,,
2025-05-25 20:30:00+02:00,0.0,0.77,,401.56,2956.89,5.57,,,726.34,,,,,,
2025-05-25 20:45:00+02:00,0.0,0.77,,405.05,2975.94,5.46,,,719.79,,,,,,
2025-05-25 21:00:00+02:00,0.0,0.77,,414.67,3096.77,5.38,,,680.56,,,,,,
2025-05-25 21:15:00+02:00,0.0,0.77,,423.59,3180.13,5.23,,,689.41,,,,,,
2025-05-25 21:30:00+02:00,0.0,0.77,,426.78,3200.91,5.23,,,640.62,,,,,,
2025-05-25 21:45:00+02:00,0.0,0.77,,431.58,3315.83,5.63,,,615.39,,,,,,
2025-05-25 22:00:00+02:00,0.0,0.77,,443.1,3580.17,5.16,,,590.08,,,,,,
2025-05-25 22:15:00+02:00,0.0,0.77,,444.16,3471.73,5.34,,,564.88,,,,,,
2025-05-25 22:30:00+02:00,0.0,0.77,,448.78,3349.9,5.4,,,502.2,,,,,,
2025-05-25 22:45:00+02:00,0.0,0.77,,452.24,3312.31,5.2,,,497.78,,,,,,
2025-05-25 23:00:00+02:00,3.42,0.77,,438.38,2988.91,5.3,,,493.41,,,,,,
2025-05-25 23:15:00+02:00,4.18,0.77,,433.45,2906.45,5.4,,,513.81,,,,,,
2025-05-25 23:30:00+02:00,6.57,0.77,,437.01,2845.21,5.62,,,465.97,,,,,,
2025-05-25 23:45:00+02:00,10.39,0.77,,436.25,2887.95,5.36,,,406.85,,,,,,
2025-05-26 00:00:00+02:00,2.87,0.77,,428.43,2789.6,5.67,,,320.03,,,,,,
2025-05-26 00:15:00+02:00,0.05,0.77,,429.66,2764.9,5.53,,,273.51,,,,,,
2025-05-26 00:30:00+02:00,0.04,0.77,,427.46,2618.18,5.68,,,241.28,,,,,,
2025-05-26 00:45:00+02:00,0.05,0.77,,429.81,2608.86,5.74,,,213.54,,,,,,
2025-05-26 01:00:00+02:00,0.0,0.77,,427.48,2374.3,5.66,,,227.42,,,,,,
2025-05-26 01:15:00+02:00,0.0,0.77,,428.03,2317.31,5.88,,,214.19,,,,,,
2025-05-26 01:30:00+02:00,0.0,0.77,,424.25,2327.19,5.72,,,200.97,,,,,,
2025-05-26 01:45:00+02:00,0.0,0.77,,425.85,2341.4,5.46,,,195.82,,,,,,
2025-05-26 02:00:00+02:00,3.28,0.77,,426.81,2588.25,5.62,,,194.47,,,,,,
2025-05-26 02:15:00+02:00,2.52,0.77,,428.01,2587.24,5.24,,,192.25,,,,,,
2025-05-26 02:30:00+02:00,2.15,0.77,,428.88,2590.02,5.38,,,170.18,,,,,,
2025-05-26 02:45:00+02:00,0.31,0.77,,428.07,2597.45,5.44,,,166.31,,,,,,
2025-05-26 03:00:00+02:00,0.41,0.77,,428.54,2195.48,5.65,,,170.5,,,,,,
2025-05-26 03:15:00+02:00,0.4,0.77,,427.7,2206.26,5.38,,,172.2,,,,,,
2025-05-26 03:30:00+02:00,0.79,0.77,,431.61,2208.24,5.61,,,172.1,,,,,,
2025-05-26 03:45:00+02:00,1.44,0.77,,430.5,2191.06,5.65,,,174.93,,,,,,
2025-05-26 04:00:00+02:00,6.64,0.77,,432.31,2366.92,5.43,,,199.27,,,,,,
2025-05-26 04:15:00+02:00,4.41,0.77,,433.28,2383.72,5.46,,,203.17,,,,,,
2025-05-26 04:30:00+02:00,4.33,0.77,,432.3,2384.84,5.51,,,210.28,,,,,,
2025-05-26 04:45:00+02:00,3.18,0.77,,434.59,2403.04,5.58,,,230.89,,,,,,
2025-05-26 05:00:00+02:00,0.06,0.77,,431.06,2762.31,5.76,,,304.69,,,,,,
2025-05-26 05:15:00+02:00,0.0,0.77,,430.77,2804.26,5.36,,,337.76,,,,,,
2025-05-26 05:30:00+02:00,0.06,0.77,,431.9,2887.48,5.63,,,382.03,,,,,,
2025-05-26 05:45:00+02:00,0.07,0.77,,431.79,2910.29,5.37,,,430.38,,,,,,
2025-05-26 06:00:00+02:00,1.01,0.77,,426.82,3094.19,6.04,,,488.82,,,,,,
2025-05-26 06:15:00+02:00,2.92,0.77,,426.85,3206.72,5.55,,,509.56,,,,,,
2025-05-26 06:30:00+02:00,4.91,59.47,,424.28,3464.91,5.82,,,453.84,,,,,,
2025-05-26 06:45:00+02:00,4.11,133.35,,426.89,3444.24,5.27,,,450.32,,,,,,
2025-05-26 07:00:00+02:00,4.42,36.8,,418.27,3288.35,5.47,,,494.45,,,,,,
2025-05-26 07:15:00+02:00,3.05,0.77,,427.01,3244.2,5.36,,,532.7,,,,,,
2025-05-26 07:30:00+02:00,3.17,0.77,,426.05,3256.93,5.31,,,539.65,,,,,,
2025-05-26 07:45:00+02:00,3.75,0.77,,424.84,3242.52,5.69,,,546.08,,,,,,
2025-05-26 08:00:00+02:00,1.04,0.77,,423.29,2895.64,5.5,,,604.11,,,,,,
2025-05-26 08:15:00+02:00,0.22,0.77,,422.84,2820.93,5.3,,,650.89,,,,,,
2025-05-26 08:30:00+02:00,1.09,0.77,,422.11,2801.06,5.26,,,635.99,,,,,,
2025-05-26 08:45:00+02:00,1.7,0.77,,419.94,2657.97,5.45,,,672.27,,,,,,
2025-05-26 09:00:00+02:00,3.3,0.77,,432.07,1931.27,5.66,,,640.03,,,,,,
2025-05-26 09:15:00+02:00,3.37,0.77,,431.62,1831.16,5.54,,,685.14,,,,,,
2025-05-26 09:30:00+02:00,3.54,0.77,,430.54,1791.47,5.75,,,704.12,,,,,,
2025-05-26 09:45:00+02:00,0.96,0.77,,430.68,1777.23,5.74,,,727.57,,,,,,
2025-05-26 10:00:00+02:00,6.07,0.77,,437.01,1237.65,7.32,,,680.55,,,,,,
2025-05-26 10:15:00+02:00,6.04,0.77,,429.09,1163.73,5.27,,,698.63,,,,,,
2025-05-26 10:30:00+02:00,5.89,0.77,,423.1,1136.13,5.81,,,690.69,,,,,,
2025-05-26 10:45:00+02:00,4.7,0.77,,423.35,1101.84,5.65,,,707.76,,,,,,
2025-05-26 11:00:00+02:00,0.03,0.77,,419.95,698.68,5.98,,,771.05,,,,,,
2025-05-26 11:15:00+02:00,0.0,0.77,,419.42,553.05,5.33,,,777.14,,,,,,
2025-05-26 11:30:00+02:00,0.0,0.77,,417.02,520.65,5.96,,,833.24,,,,,,
2025-05-26 11:45:00+02:00,0.0,0.77,,412.21,487.06,5.45,,,805.6,,,,,,
2025-05-26 12:00:00+02:00,4.59,0.77,,405.69,435.16,6.44,,,789.17,,,,,,
2025-05-26 12:15:00+02:00,4.85,0.77,,409.57,444.47,5.51,,,782.78,,,,,,
2025-05-26 12:30:00+02:00,5.31,0.77,,407.53,444.54,5.75,,,753.24,,,,,,
2025-05-26 12:45:00+02:00,4.3,0.77,,407.86,452.6,5.53,,,767.52,,,,,,
2025-05-26 13:00:00+02:00,4.53,0.77,,405.35,483.07,5.68,,,725.82,,,,,,
2025-05-26 13:15:00+02:00,6.13,0.77,,392.81,487.62,5.45,,,732.31,,,,,,
2025-05-26 13:30:00+02:00,6.11,0.77,,400.33,497.22,5.59,,,738.23,,,,,,
2025-05-26 13:45:00+02:00,5.95,0.77,,398.02,460.21,5.85,,,723.85,,,,,,
2025-05-26 14:00:00+02:00,0.56,0.77,,399.89,487.86,5.84,,,744.43,,,,,,
2025-05-26 14:15:00+02:00,0.5,0.77,,400.69,550.23,5.76,,,729.84,,,,,,
2025-05-26 14:30:00+02:00,0.0,0.77,,401.36,547.64,5.61,,,752.63,,,,,,
2025-05-26 14:45:00+02:00,6.93,0.77,,399.59,557.66,5.8,,,714.94,,,,,,
2025-05-26 15:00:00+02:00,9.16,0.77,,413.2,517.24,6.04,,,571.13,,,,,,
2025-05-26 15:15:00+02:00,2.92,0.77,,411.55,508.75,5.88,,,526.11,,,,,,
2025-05-26 15:30:00+02:00,3.54,0.77,,412.09,525.35,5.29,,,557.88,,,,,,
2025-05-26 15:45:00+02:00,3.67,0.77,,413.09,571.73,5.32,,,474.64,,,,,,
2025-05-26 16:00:00+02:00,3.99,0.77,,415.6,1030.8,5.12,,,462.4,,,,,,
2025-05-26 16:15:00+02:00,6.28,0.77,,417.12,1083.14,5.05,,,465.14,,,,,,
2025-05-26 16:30:00+02:00,3.65,0.77,,415.51,1091.24,5.24,,,469.46,,,,,,
2025-05-26 16:45:00+02:00,3.6,0.77,,415.76,1164.75,5.1,,,459.44,,,,,,
2025-05-26 17:00:00+02:00,4.8,0.77,,413.65,1680.04,5.55,,,449.2,,,,,,
2025-05-26 17:15:00+02:00,3.97,0.77,,410.23,1762.4,5.51,,,508.51,,,,,,
2025-05-26 17:30:00+02:00,3.07,0.77,,414.96,1991.55,5.59,,,521.39,,,,,,
2025-05-26 17:45:00+02:00,1.57,12.8,,418.01,2350.21,6.04,,,578.99,,,,,,
2025-05-26 18:00:00+02:00,0.75,69.48,,410.08,3618.55,5.91,,,700.06,,,,,,
2025-05-26 18:15:00+02:00,0.59,72.7,,413.7,3918.34,5.59,,,716.43,,,,,,
2025-05-26 18:30:00+02:00,1.74,73.13,,421.34,4054.59,5.53,,,710.68,,,,,,
2025-05-26 18:45:00+02:00,2.64,75.08,,426.77,4146.56,5.53,,,735.69,,,,,,
2025-05-26 19:00:00+02:00,2.45,306.67,,457.28,4936.85,5.18,,,705.58,,,,,,
2025-05-26 19:15:00+02:00,3.29,313.8,,458.37,5044.85,5.26,,,645.67,,,,,,
2025-05-26 19:30:00+02:00,2.69,313.53,,456.29,5004.56,4.89,,,618.64,,,,,,
2025-05-26 19:45:00+02:00,3.45,314.08,,462.14,5237.09,5.0,,,660.94,,,,,,
2025-05-26 20:00:00+02:00,2.78,396.4,,470.23,5976.56,4.74,,,653.6,,,,,,
2025-05-26 20:15:00+02:00,1.72,446.89,,481.47,6031.55,4.64,,,669.23,,,,,,
2025-05-26 20:30:00+02:00,2.31,445.29,,484.7,6103.57,4.42,,,656.27,,,,,,
2025-05-26 20:45:00+02:00,3.08,483.17,,487.48,6345.13,4.67,,,669.11,,,,,,
2025-05-26 21:00:00+02:00,3.74,488.12,,488.86,6433.4,4.38,,,692.55,,,,,,
2025-05-26 21:15:00+02:00,4.33,488.42,,490.11,6514.74,4.7,,,692.83,,,,,,
2025-05-26 21:30:00+02:00,3.82,487.94,,489.58,6466.25,4.25,,,730.4,,,,,,
2025-05-26 21:45:00+02:00,0.8,487.98,,490.54,6467.03,4.3,,,766.84,,,,,,
2025-05-26 22:00:00+02:00,3.26,488.72,,493.43,6461.74,4.42,,,786.14,,,,,,
2025-05-26 22:15:00+02:00,3.18,487.57,,490.93,6451.68,4.43,,,754.08,,,,,,
2025-05-26 22:30:00+02:00,3.94,487.1,,487.31,6198.26,4.23,,,692.63,,,,,,
2025-05-26 22:45:00+02:00,5.26,464.77,,487.46,6052.03,4.83,,,676.28,,,,,,
2025-05-26 23:00:00+02:00,8.56,393.47,,470.81,5870.54,4.6,,,672.74,,,,,,
2025-05-26 23:15:00+02:00,8.86,387.32,,466.89,5921.8,4.24,,,698.56,,,,,,
2025-05-26 23:30:00+02:00,8.71,384.17,,474.29,5848.26,4.26,,,697.38,,,,,,
2025-05-26 23:45:00+02:00,8.21,362.13,,488.58,5604.55,4.24,,,702.86,,,,,,
2025-05-27 00:00:00+02:00,7.14,291.01,,499.65,4843.8,4.39,,,720.7,,,,,,
2025-05-27 00:15:00+02:00,7.53,147.61,,501.19,4512.18,4.93,,,729.05,,,,,,
2025-05-27 00:30:00+02:00,6.34,134.71,,498.77,4412.92,4.94,,,795.44,,,,,,
2025-05-27 00:45:00+02:00,5.66,105.71,,500.51,4215.55,5.32,,,787.12,,,,,,
2025-05-27 01:00:00+02:00,4.63,14.65,,500.83,3613.96,4.97,,,763.65,,,,,,
2025-05-27 01:15:00+02:00,6.37,0.77,,499.38,3518.57,5.0,,,783.2,,,,,,
2025-05-27 01:30:00+02:00,6.2,0.77,,498.92,3504.02,5.45,,,787.16,,,,,,
2025-05-27 01:45:00+02:00,6.4,0.77,,504.1,3492.9,5.22,,,776.67,,,,,,
2025-05-27 02:00:00+02:00,9.48,0.77,,482.26,2777.77,5.14,,,772.53,,,,,,
2025-05-27 02:15:00+02:00,6.71,0.77,,479.46,2641.64,5.04,,,768.85,,,,,,
2025-05-27 02:30:00+02:00,6.28,0.77,,479.62,2705.59,5.2,,,755.07,,,,,,
2025-05-27 02:45:00+02:00,4.18,0.77,,475.47,2686.98,5.28,,,758.09,,,,,,
2025-05-27 03:00:00+02:00,5.69,0.77,,477.49,2202.88,4.98,,,771.05,,,,,,
2025-05-27 03:15:00+02:00,9.45,0.77,,480.52,2166.5,5.16,,,724.06,,,,,,
2025-05-27 03:30:00+02:00,9.09,0.77,,477.1,2172.69,5.18,,,701.16,,,,,,
2025-05-27 03:45:00+02:00,7.06,0.77,,472.47,2021.75,5.34,,,711.26,,,,,,
2025-05-27 04:00:00+02:00,7.45,0.77,,474.68,1802.34,5.27,,,727.82,,,,,,
2025-05-27 04:15:00+02:00,13.55,0.77,,470.02,1696.08,5.17,,,746.49,,,,,,
2025-05-27 04:30:00+02:00,14.0,0.77,,470.67,1717.22,5.42,,,760.63,,,,,,
2025-05-27 04:45:00+02:00,7.47,0.77,,466.94,1737.34,5.47,,,774.43,,,,,,
2025-05-27 05:00:00+02:00,5.0,0.75,,461.44,1806.24,5.32,,,808.53,,,,,,
2025-05-27 05:15:00+02:00,4.93,0.77,,464.71,1828.42,5.86,,,812.69,,,,,,
2025-05-27 05:30:00+02:00,4.14,0.77,,462.49,1863.51,5.45,,,880.36,,,,,,
2025-05-27 05:45:00+02:00,3.76,0.77,,463.11,1995.15,5.43,,,933.31,,,,,,
2025-05-27 06:00:00+02:00,5.65,0.77,,458.84,2129.92,5.71,,,977.57,,,,,,
2025-05-27 06:15:00+02:00,4.98,0.77,,459.3,2316.4,5.48,,,1002.33,,,,,,
2025-05-27 06:30:00+02:00,6.04,0.77,,460.43,2354.43,5.16,,,1019.3,,,,,,
2025-05-27 06:45:00+02:00,9.85,0.77,,459.89,2411.04,5.09,,,1043.63,,,,,,
2025-05-27 07:00:00+02:00,12.89,0.77,,461.55,2712.14,4.97,,,1043.38,,,,,,
2025-05-27 07:15:00+02:00,13.75,0.77,,461.17,2876.04,4.8,,,1068.75,,,,,,
2025-05-27 07:30:00+02:00,13.39,0.77,,459.36,2788.16,4.67,,,1092.27,,,,,,
2025-05-27 07:45:00+02:00,14.0,0.77,,459.28,2791.18,4.28,,,1082.46,,,,,,
2025-05-27 08:00:00+02:00,14.0,0.77,,457.38,2889.83,4.68,,,1063.01,,,,,,
2025-05-27 08:15:00+02:00,9.63,0.77,,460.26,2799.61,4.82,,,1038.09,,,,,,
2025-05-27 08:30:00+02:00,3.82,0.77,,462.36,2812.29,4.68,,,1020.16,,,,,,
2025-05-27 08:45:00+02:00,3.43,0.77,,466.29,2741.33,4.63,,,1011.37,,,,,,
2025-05-27 09:00:00+02:00,7.49,0.77,,477.65,2494.61,4.55,,,934.35,,,,,,
2025-05-27 09:15:00+02:00,13.7,0.77,,468.65,2388.32,4.78,,,946.1,,,,,,
2025-05-27 09:30:00+02:00,14.0,0.77,,464.63,2304.96,5.1,,,957.75,,,,,,
2025-05-27 09:45:00+02:00,14.0,0.77,,467.5,2305.75,4.37,,,957.26,,,,,,
2025-05-27 10:00:00+02:00,14.0,0.77,,476.0,1890.14,4.87,,,966.82,,,,,,
2025-05-27 10:15:00+02:00,14.0,0.77,,467.36,1899.53,4.75,,,987.13,,,,,,
2025-05-27 10:30:00+02:00,14.0,0.77,,465.54,1860.14,4.74,,,986.81,,,,,,
2025-05-27 10:45:00+02:00,14.0,0.77,,466.08,1872.39,4.36,,,970.82,,,,,,
2025-05-27 11:00:00+02:00,14.0,0.77,,467.56,1844.28,4.71,,,924.27,,,,,,
2025-05-27 11:15:00+02:00,13.86,0.77,,471.33,1824.85,4.57,,,865.41,,,,,,
2025-05-27 11:30:00+02:00,6.81,0.75,,471.93,1815.44,4.46,,,887.11,,,,,,
2025-05-27 11:45:00+02:00,5.82,0.75,,467.59,1816.28,4.86,,,878.37,,,,,,
2025-05-27 12:00:00+02:00,6.21,0.77,,467.54,2006.63,4.52,,,873.58,,,,,,
2025-05-27 12:15:00+02:00,6.74,0.77,,463.75,2083.66,4.76,,,870.01,,,,,,
2025-05-27 12:30:00+02:00,10.04,0.77,,468.42,2021.89,4.63,,,913.68,,,,,,
2025-05-27 12:45:00+02:00,14.0,0.77,,472.45,1987.27,4.55,,,932.06,,,,,,
2025-05-27 13:00:00+02:00,14.0,0.77,,485.74,2198.44,4.85,,,932.74,,,,,,
2025-05-27 13:15:00+02:00,14.0,0.77,,484.42,2230.12,4.69,,,931.11,,,,,,
2025-05-27 13:30:00+02:00,14.0,0.77,,483.73,2221.49,4.59,,,958.2,,,,,,
2025-05-27 13:45:00+02:00,14.0,0.77,,483.33,2205.67,4.68,,,971.29,,,,,,
2025-05-27 14:00:00+02:00,13.96,0.77,,483.99,2309.82,4.66,,,989.23,,,,,,
2025-05-27 14:15:00+02:00,8.16,0.77,,484.52,2288.42,4.78,,,994.58,,,,,,
2025-05-27 14:30:00+02:00,5.7,0.77,,481.52,2269.3,4.87,,,985.1,,,,,,
2025-05-27 14:45:00+02:00,6.77,0.77,,500.59,2317.62,4.6,,,950.32,,,,,,
2025-05-27 15:00:00+02:00,6.06,0.77,,510.52,2373.38,5.1,,,919.63,,,,,,
2025-05-27 15:15:00+02:00,5.43,0.77,,512.96,2402.08,5.06,,,940.1,,,,,,
2025-05-27 15:30:00+02:00,5.75,0.77,,511.97,2384.35,4.92,,,965.83,,,,,,
2025-05-27 15:45:00+02:00,5.34,0.77,,512.98,2451.36,5.07,,,950.97,,,,,,
2025-05-27 16:00:00+02:00,6.78,0.77,,517.43,2717.87,4.98,,,916.41,,,,,,
2025-05-27 16:15:00+02:00,6.43,0.77,,522.28,2779.83,4.66,,,887.94,,,,,,
2025-05-27 16:30:00+02:00,6.43,0.77,,527.88,3009.28,4.76,,,841.9,,,,,,
2025-05-27 16:45:00+02:00,5.76,0.77,,530.18,3257.46,4.59,,,846.17,,,,,,
2025-05-27 17:00:00+02:00,5.47,0.77,,539.12,3907.94,4.77,,,807.03,,,,,,
2025-05-27 17:15:00+02:00,5.17,1.09,,537.92,4238.77,4.61,,,765.34,,,,,,
2025-05-27 17:30:00+02:00,5.4,100.86,,537.08,4391.83,4.62,,,745.75,,,,,,
2025-05-27 17:45:00+02:00,4.21,115.57,,541.66,4448.53,5.23,,,724.71,,,,,,
2025-05-27 18:00:00+02:00,3.08,309.03,,549.56,4865.57,5.1,,,713.48,,,,,,
2025-05-27 18:15:00+02:00,4.22,317.96,,555.75,5013.48,5.45,,,677.21,,,,,,
2025-05-27 18:30:00+02:00,4.84,345.36,,561.75,5122.99,5.25,,,673.95,,,,,,
2025-05-27 18:45:00+02:00,7.15,377.67,,564.73,5288.11,5.67,,,634.06,,,,,,
2025-05-27 19:00:00+02:00,5.29,463.83,,572.08,5641.06,5.16,,,590.96,,,,,,
2025-05-27 19:15:00+02:00,4.65,489.15,,569.17,5658.73,4.92,,,553.79,,,,,,
2025-05-27 19:30:00+02:00,6.43,492.58,,579.59,5752.1,5.24,,,472.89,,,,,,
2025-05-27 19:45:00+02:00,6.84,492.26,,584.22,6001.69,5.22,,,432.5,,,,,,
2025-05-27 20:00:00+02:00,6.46,438.95,,589.86,6243.17,5.56,,,406.34,,,,,,
2025-05-27 20:15:00+02:00,5.1,462.11,,589.96,6309.17,4.33,,,355.73,,,,,,
2025-05-27 20:30:00+02:00,7.04,444.36,,588.98,6482.43,4.93,,,331.5,,,,,,
2025-05-27 20:45:00+02:00,8.89,463.76,,590.63,6473.05,4.99,,,301.41,,,,,,
2025-05-27 21:00:00+02:00,3.02,421.74,,594.49,5970.94,4.36,,,289.95,,,,,,
2025-05-27 21:15:00+02:00,5.76,428.75,,594.3,6118.22,4.35,,,268.77,,,,,,
2025-05-27 21:30:00+02:00,4.73,481.24,,595.01,6187.31,4.34,,,249.08,,,,,,
2025-05-27 21:45:00+02:00,4.8,450.92,,597.18,6343.34,4.0,,,223.66,,,,,,
2025-05-27 22:00:00+02:00,4.98,486.97,,588.44,6253.2,4.11,,,220.65,,,,,,
2025-05-27 22:15:00+02:00,4.31,488.67,,587.56,6251.98,4.21,,,213.81,,,,,,
2025-05-27 22:30:00+02:00,6.78,488.09,,584.91,6174.9,4.18,,,202.0,,,,,,
2025-05-27 22:45:00+02:00,6.94,488.13,,587.52,6077.69,4.25,,,195.35,,,,,,
2025-05-27 23:00:00+02:00,4.75,489.75,,581.84,6089.61,4.36,,,203.73,,,,,,
2025-05-27 23:15:00+02:00,4.83,490.82,,583.98,6006.71,4.64,,,203.59,,,,,,
2025-05-27 23:30:00+02:00,8.8,487.75,,587.48,5863.73,4.52,,,201.33,,,,,,
2025-05-27 23:45:00+02:00,8.49,473.69,,584.67,5855.54,4.38,,,180.26,,,,,,
2025-05-28 00:00:00+02:00,11.37,211.07,,580.78,5253.34,4.46,,,170.31,,,,,,
2025-05-28 00:15:00+02:00,14.0,163.39,,582.53,5087.89,4.74,,,189.07,,,,,,
2025-05-28 00:30:00+02:00,14.0,162.5,,584.88,5036.14,4.57,,,188.26,,,,,,
2025-05-28 00:45:00+02:00,12.82,162.58,,585.15,4798.81,5.16,,,192.46,,,,,,
2025-05-28 01:00:00+02:00,7.43,171.03,,581.66,4591.33,4.99,,,182.42,,,,,,
2025-05-28 01:15:00+02:00,6.91,171.23,,583.61,4361.09,4.9,,,176.09,,,,,,
2025-05-28 01:30:00+02:00,7.18,171.04,,579.74,4246.93,5.47,,,173.07,,,,,,
2025-05-28 01:45:00+02:00,7.85,171.31,,584.38,4133.86,6.21,,,162.0,,,,,,
2025-05-28 02:00:00+02:00,6.18,176.77,,583.72,3916.1,5.5,,,154.82,,,,,,
2025-05-28 02:15:00+02:00,9.16,177.94,,584.16,3825.5,5.89,,,162.94,,,,,,
2025-05-28 02:30:00+02:00,10.33,177.94,,584.67,3786.42,6.29,,,174.55,,,,,,
2025-05-28 02:45:00+02:00,6.55,177.39,,581.01,3701.82,5.84,,,171.5,,,,,,
2025-05-28 03:00:00+02:00,5.83,158.33,,579.36,3563.12,5.64,,,174.0,,,,,,
2025-05-28 03:15:00+02:00,3.13,154.71,,579.96,3560.48,5.64,,,159.03,,,,,,
2025-05-28 03:30:00+02:00,3.3,154.8,,580.57,3570.11,6.18,,,162.14,,,,,,
2025-05-28 03:45:00+02:00,8.3,154.89,,578.95,3595.29,6.66,,,164.78,,,,,,
2025-05-28 04:00:00+02:00,8.8,173.34,,585.48,3829.36,5.68,,,163.96,,,,,,
2025-05-28 04:15:00+02:00,9.44,176.78,,585.37,3852.58,5.58,,,141.42,,,,,,
2025-05-28 04:30:00+02:00,9.18,176.65,,585.94,4066.0,5.66,,,140.32,,,,,,
2025-05-28 04:45:00+02:00,7.85,176.45,,584.89,4261.26,5.77,,,134.93,,,,,,
2025-05-28 05:00:00+02:00,6.11,176.51,,587.04,4476.61,5.77,,,137.1,,,,,,
2025-05-28 05:15:00+02:00,9.96,176.9,,590.29,4558.2,5.92,,,130.47,,,,,,
2025-05-28 05:30:00+02:00,14.0,177.41,,592.48,4763.99,6.18,,,130.75,,,,,,
2025-05-28 05:45:00+02:00,14.0,208.1,,592.64,5043.3,5.52,,,118.46,,,,,,
2025-05-28 06:00:00+02:00,13.72,400.88,,589.24,5574.08,6.85,,,108.36,,,,,,
2025-05-28 06:15:00+02:00,11.78,407.82,,589.56,5642.64,6.37,,,90.16,,,,,,
2025-05-28 06:30:00+02:00,11.09,441.67,,587.41,5769.77,5.34,,,83.89,,,,,,
2025-05-28 06:45:00+02:00,13.95,449.76,,587.19,5948.46,4.72,,,85.07,,,,,,
2025-05-28 07:00:00+02:00,14.0,440.46,,583.68,5930.07,5.11,,,81.86,,,,,,
2025-05-28 07:15:00+02:00,13.89,456.98,,586.63,6168.67,4.66,,,79.44,,,,,,
2025-05-28 07:30:00+02:00,14.0,460.85,,589.28,6452.06,4.72,,,75.88,,,,,,
2025-05-28 07:45:00+02:00,14.0,462.42,,588.81,6505.43,5.06,,,74.34,,,,,,
2025-05-28 08:00:00+02:00,14.0,464.2,,577.32,6208.0,5.59,,,75.69,,,,,,
2025-05-28 08:15:00+02:00,13.84,465.06,,576.27,5951.38,6.04,,,71.78,,,,,,
2025-05-28 08:30:00+02:00,9.19,462.78,,574.65,5946.97,5.34,,,60.21,,,,,,
2025-05-28 08:45:00+02:00,6.74,461.83,,573.82,5851.1,6.0,,,54.53,,,,,,
2025-05-28 09:00:00+02:00,9.15,459.63,,574.47,5733.82,5.2,,,56.78,,,,,,
2025-05-28 09:15:00+02:00,6.68,433.15,,573.18,5682.12,5.66,,,56.91,,,,,,
2025-05-28 09:30:00+02:00,11.77,454.83,,571.62,5741.61,5.39,,,69.43,,,,,,
2025-05-28 09:45:00+02:00,12.07,450.66,,576.51,5834.53,5.56,,,75.54,,,,,,
2025-05-28 10:00:00+02:00,11.4,321.69,,580.66,5151.88,5.18,,,82.93,,,,,,
2025-05-28 10:15:00+02:00,9.84,295.18,,580.24,5017.41,5.49,,,91.22,,,,,,
2025-05-28 10:30:00+02:00,9.26,192.5,,575.56,5098.25,5.51,,,105.52,,,,,,
