,"('Fossil Gas', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Consumption')","('Hydro Run-of-river and poundage', 'Actual Aggregated')","('Hydro Water Reservoir', 'Actual Aggregated')","('Waste', 'Actual Aggregated')","('Wind Offshore', 'Actual Aggregated')","('Wind Offshore', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')",Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Onshore
2025-05-22 20:00:00+02:00,6.99,374.21,,384.82,5312.47,4.85,,,132.06,,,,,,
2025-05-22 20:15:00+02:00,6.99,374.19,,391.3,5262.32,5.26,,,176.32,,,,,,
2025-05-22 20:30:00+02:00,7.22,373.41,,391.2,5613.59,5.15,,,200.14,,,,,,
2025-05-22 20:45:00+02:00,8.56,377.23,,387.29,5819.28,5.39,,,163.98,,,,,,
2025-05-22 21:00:00+02:00,8.92,480.47,,400.14,5782.15,5.33,,,142.51,,,,,,
2025-05-22 21:15:00+02:00,9.58,488.04,,407.03,5875.92,5.03,,,167.1,,,,,,
2025-05-22 21:30:00+02:00,9.67,488.04,,406.11,5864.11,5.03,,,190.58,,,,,,
2025-05-22 21:45:00+02:00,8.08,488.03,,405.98,5844.97,4.84,,,196.62,,,,,,
2025-05-22 22:00:00+02:00,9.24,490.11,,404.06,5773.27,4.87,,,190.33,,,,,,
2025-05-22 22:15:00+02:00,8.6,490.73,,404.03,5724.2,4.95,,,215.28,,,,,,
2025-05-22 22:30:00+02:00,7.88,489.87,,406.05,5786.84,4.74,,,274.95,,,,,,
2025-05-22 22:45:00+02:00,7.46,486.4,,406.13,5825.01,5.07,,,330.07,,,,,,
2025-05-22 23:00:00+02:00,7.54,356.35,,407.99,6126.93,4.94,,,336.21,,,,,,
2025-05-22 23:15:00+02:00,8.14,309.07,,407.99,5946.68,5.09,,,317.42,,,,,,
2025-05-22 23:30:00+02:00,9.6,308.21,,404.82,5994.24,5.04,,,309.32,,,,,,
2025-05-22 23:45:00+02:00,14.0,308.49,,409.04,5737.71,5.21,,,312.57,,,,,,
2025-05-23 00:00:00+02:00,14.0,301.44,,380.87,5755.99,5.99,,,322.17,,,,,,
2025-05-23 00:15:00+02:00,14.0,304.76,,383.33,5689.71,6.05,,,302.93,,,,,,
2025-05-23 00:30:00+02:00,14.0,307.87,,387.66,5724.1,6.31,,,289.14,,,,,,
2025-05-23 00:45:00+02:00,14.0,307.75,,387.65,5550.28,6.36,,,285.39,,,,,,
2025-05-23 01:00:00+02:00,14.0,307.9,,389.75,5359.6,5.66,,,265.83,,,,,,
2025-05-23 01:15:00+02:00,14.0,307.51,,388.85,5347.33,6.0,,,258.38,,,,,,
2025-05-23 01:30:00+02:00,14.0,307.37,,388.44,5392.84,6.16,,,259.78,,,,,,
2025-05-23 01:45:00+02:00,14.0,307.56,,389.33,5443.27,6.24,,,289.38,,,,,,
2025-05-23 02:00:00+02:00,14.0,307.84,,394.27,5378.59,6.04,,,312.27,,,,,,
2025-05-23 02:15:00+02:00,14.0,307.68,,391.63,5373.17,5.99,,,286.49,,,,,,
2025-05-23 02:30:00+02:00,10.15,307.36,,395.55,5451.56,5.96,,,277.75,,,,,,
2025-05-23 02:45:00+02:00,8.67,306.95,,394.37,5477.96,6.3,,,289.85,,,,,,
2025-05-23 03:00:00+02:00,9.13,307.8,,393.09,5412.8,6.4,,,277.13,,,,,,
2025-05-23 03:15:00+02:00,9.6,308.08,,395.37,5413.98,6.74,,,260.69,,,,,,
2025-05-23 03:30:00+02:00,9.11,307.38,,394.91,5370.52,6.65,,,263.8,,,,,,
2025-05-23 03:45:00+02:00,9.52,307.18,,393.02,5373.56,6.73,,,251.77,,,,,,
2025-05-23 04:00:00+02:00,8.57,308.05,,395.14,5714.52,6.37,,,251.97,,,,,,
2025-05-23 04:15:00+02:00,8.68,306.9,,394.11,5756.72,6.31,,,262.87,,,,,,
2025-05-23 04:30:00+02:00,9.58,308.16,,395.61,5720.54,6.08,,,265.0,,,,,,
2025-05-23 04:45:00+02:00,10.01,312.17,,396.16,5807.55,6.28,,,258.95,,,,,,
2025-05-23 05:00:00+02:00,7.64,376.61,,387.98,5652.02,7.68,,,257.64,,,,,,
2025-05-23 05:15:00+02:00,7.51,380.13,,388.85,5680.53,7.67,,,235.23,,,,,,
2025-05-23 05:30:00+02:00,7.86,380.86,,391.36,5868.28,7.23,,,214.36,,,,,,
2025-05-23 05:45:00+02:00,8.06,380.33,,390.49,6095.72,7.0,,,200.07,,,,,,
2025-05-23 06:00:00+02:00,9.76,440.58,,409.17,6308.3,8.73,,,206.88,,,,,,
2025-05-23 06:15:00+02:00,11.19,478.74,,411.24,6473.55,8.29,,,182.08,,,,,,
2025-05-23 06:30:00+02:00,10.89,479.25,,406.83,6580.17,7.72,,,198.03,,,,,,
2025-05-23 06:45:00+02:00,10.63,485.55,,409.64,6671.32,7.8,,,210.43,,,,,,
2025-05-23 07:00:00+02:00,9.63,489.42,,407.48,6464.56,7.59,,,222.91,,,,,,
2025-05-23 07:15:00+02:00,9.36,489.61,,405.6,6372.22,6.81,,,225.76,,,,,,
2025-05-23 07:30:00+02:00,8.35,490.73,,408.97,6410.79,6.55,,,222.2,,,,,,
2025-05-23 07:45:00+02:00,7.45,490.76,,405.07,6462.47,6.94,,,214.45,,,,,,
2025-05-23 08:00:00+02:00,8.28,496.0,,395.82,6496.79,6.57,,,211.17,,,,,,
2025-05-23 08:15:00+02:00,8.67,494.16,,392.7,6305.5,6.26,,,259.16,,,,,,
2025-05-23 08:30:00+02:00,8.56,493.03,,391.06,6036.31,5.59,,,302.67,,,,,,
2025-05-23 08:45:00+02:00,8.72,495.05,,394.21,5839.45,6.11,,,292.7,,,,,,
2025-05-23 09:00:00+02:00,10.6,412.89,,374.89,5149.97,5.29,,,270.51,,,,,,
2025-05-23 09:15:00+02:00,10.24,396.69,,371.97,4920.2,5.29,,,261.61,,,,,,
2025-05-23 09:30:00+02:00,12.41,396.45,,377.32,4903.58,5.4,,,247.9,,,,,,
2025-05-23 09:45:00+02:00,11.55,389.04,,380.36,4902.73,5.0,,,224.58,,,,,,
2025-05-23 10:00:00+02:00,7.71,317.7,,381.7,3781.35,5.36,,,230.66,,,,,,
2025-05-23 10:15:00+02:00,7.93,286.3,,376.21,3632.72,5.7,,,244.64,,,,,,
2025-05-23 10:30:00+02:00,7.71,289.3,,375.67,3496.06,5.81,,,243.62,,,,,,
2025-05-23 10:45:00+02:00,7.68,229.37,,377.67,3293.52,5.53,,,234.84,,,,,,
2025-05-23 11:00:00+02:00,7.61,231.58,,375.08,3158.19,5.47,,,248.32,,,,,,
2025-05-23 11:15:00+02:00,7.65,233.45,,378.41,3138.55,5.36,,,251.08,,,,,,
2025-05-23 11:30:00+02:00,9.56,230.6,,376.18,3087.78,5.33,,,243.58,,,,,,
2025-05-23 11:45:00+02:00,10.14,229.28,,375.66,3019.24,5.45,,,243.07,,,,,,
2025-05-23 12:00:00+02:00,9.14,123.9,,376.11,2548.72,5.45,,,220.46,,,,,,
2025-05-23 12:15:00+02:00,9.61,100.08,,376.91,2462.2,5.46,,,214.54,,,,,,
2025-05-23 12:30:00+02:00,8.13,99.98,,385.04,2444.3,5.45,,,204.12,,,,,,
2025-05-23 12:45:00+02:00,8.33,98.79,,373.86,2486.16,5.71,,,194.84,,,,,,
2025-05-23 13:00:00+02:00,8.05,7.25,,380.73,2356.43,5.54,,,203.21,,,,,,
2025-05-23 13:15:00+02:00,8.87,0.77,,383.55,2369.15,5.44,,,198.11,,,,,,
2025-05-23 13:30:00+02:00,9.37,0.77,,376.42,2364.16,5.44,,,213.49,,,,,,
2025-05-23 13:45:00+02:00,9.87,0.77,,371.3,2356.32,5.55,,,242.81,,,,,,
2025-05-23 14:00:00+02:00,10.11,0.77,,369.57,2028.67,5.39,,,276.64,,,,,,
2025-05-23 14:15:00+02:00,10.7,0.77,,366.76,1928.93,5.54,,,291.15,,,,,,
2025-05-23 14:30:00+02:00,9.32,0.77,,359.18,1941.07,5.41,,,289.05,,,,,,
2025-05-23 14:45:00+02:00,7.78,0.77,,363.76,1948.18,5.35,,,285.98,,,,,,
2025-05-23 15:00:00+02:00,6.85,0.77,,366.36,2075.37,5.17,,,310.98,,,,,,
2025-05-23 15:15:00+02:00,6.1,0.77,,370.83,2104.23,4.94,,,320.14,,,,,,
2025-05-23 15:30:00+02:00,6.19,0.77,,364.43,2136.61,5.0,,,326.66,,,,,,
2025-05-23 15:45:00+02:00,6.49,0.77,,355.27,2104.29,5.01,,,344.65,,,,,,
2025-05-23 16:00:00+02:00,8.05,0.77,,359.66,2696.9,5.85,,,346.54,,,,,,
2025-05-23 16:15:00+02:00,7.89,0.77,,357.52,2836.47,5.69,,,346.63,,,,,,
2025-05-23 16:30:00+02:00,10.31,0.77,,356.29,2778.01,5.42,,,372.11,,,,,,
2025-05-23 16:45:00+02:00,8.08,1.25,,355.4,2792.71,5.37,,,346.09,,,,,,
2025-05-23 17:00:00+02:00,9.01,168.65,,348.85,3045.61,5.54,,,349.27,,,,,,
2025-05-23 17:15:00+02:00,8.22,228.39,,347.46,3264.81,5.31,,,367.53,,,,,,
2025-05-23 17:30:00+02:00,8.45,233.52,,350.46,3605.73,5.24,,,361.06,,,,,,
2025-05-23 17:45:00+02:00,9.38,250.54,,349.92,3898.28,5.53,,,347.2,,,,,,
2025-05-23 18:00:00+02:00,8.29,373.17,,355.3,4686.71,6.03,,,294.77,,,,,,
2025-05-23 18:15:00+02:00,9.42,389.76,,354.27,5260.59,5.51,,,259.97,,,,,,
2025-05-23 18:30:00+02:00,10.11,390.33,,354.56,5394.99,5.66,,,235.86,,,,,,
2025-05-23 18:45:00+02:00,9.64,390.8,,363.8,5507.99,5.65,,,228.76,,,,,,
2025-05-23 19:00:00+02:00,10.56,463.48,,385.42,5938.58,5.44,,,206.52,,,,,,
2025-05-23 19:15:00+02:00,11.29,475.26,,385.23,5963.12,5.77,,,185.25,,,,,,
2025-05-23 19:30:00+02:00,11.48,477.71,,387.77,5988.71,5.27,,,180.04,,,,,,
2025-05-23 19:45:00+02:00,9.37,480.51,,394.78,6090.19,5.44,,,181.41,,,,,,
2025-05-23 20:00:00+02:00,8.97,480.19,,397.04,6536.29,5.78,,,171.07,,,,,,
2025-05-23 20:15:00+02:00,8.11,479.46,,401.37,6585.24,5.23,,,164.33,,,,,,
2025-05-23 20:30:00+02:00,7.12,479.66,,409.67,6437.75,5.59,,,173.65,,,,,,
2025-05-23 20:45:00+02:00,7.46,480.27,,410.13,6430.5,5.83,,,155.95,,,,,,
2025-05-23 21:00:00+02:00,7.81,453.05,,413.41,6492.79,5.67,,,140.22,,,,,,
2025-05-23 21:15:00+02:00,7.87,467.93,,412.77,6528.45,5.76,,,141.07,,,,,,
2025-05-23 21:30:00+02:00,7.81,476.65,,409.6,6579.56,5.57,,,148.17,,,,,,
2025-05-23 21:45:00+02:00,7.35,455.36,,410.73,6486.26,5.72,,,152.73,,,,,,
2025-05-23 22:00:00+02:00,7.83,476.12,,407.3,6351.09,5.29,,,148.75,,,,,,
2025-05-23 22:15:00+02:00,6.9,477.47,,407.54,6314.64,5.22,,,146.55,,,,,,
2025-05-23 22:30:00+02:00,7.19,448.69,,408.28,6220.92,5.39,,,129.31,,,,,,
2025-05-23 22:45:00+02:00,7.43,447.09,,408.25,6166.5,5.55,,,118.15,,,,,,
2025-05-23 23:00:00+02:00,7.83,463.4,,409.48,6397.19,5.19,,,77.38,,,,,,
2025-05-23 23:15:00+02:00,9.51,477.42,,407.31,6368.75,5.12,,,63.74,,,,,,
2025-05-23 23:30:00+02:00,10.22,478.14,,405.85,6368.43,5.34,,,55.98,,,,,,
2025-05-23 23:45:00+02:00,13.6,474.6,,402.67,6278.43,5.25,,,54.98,,,,,,
2025-05-24 00:00:00+02:00,10.84,471.79,,409.33,6046.45,5.13,,,53.76,,,,,,
2025-05-24 00:15:00+02:00,10.91,472.91,,410.71,5937.8,5.19,,,61.98,,,,,,
2025-05-24 00:30:00+02:00,9.39,469.63,,411.64,5693.87,5.31,,,56.77,,,,,,
2025-05-24 00:45:00+02:00,8.41,412.99,,411.24,5488.41,5.18,,,45.87,,,,,,
2025-05-24 01:00:00+02:00,7.88,453.84,,413.85,5578.89,5.56,,,47.09,,,,,,
2025-05-24 01:15:00+02:00,8.41,459.12,,411.31,5631.33,5.29,,,44.31,,,,,,
2025-05-24 01:30:00+02:00,8.32,457.12,,410.08,5555.39,5.42,,,52.56,,,,,,
2025-05-24 01:45:00+02:00,7.79,405.93,,411.44,5517.16,5.51,,,70.75,,,,,,
2025-05-24 02:00:00+02:00,9.12,241.72,,409.04,5263.89,5.48,,,72.54,,,,,,
2025-05-24 02:15:00+02:00,8.28,224.22,,406.39,5165.88,5.39,,,84.02,,,,,,
2025-05-24 02:30:00+02:00,6.66,223.9,,406.37,5121.42,5.34,,,103.93,,,,,,
2025-05-24 02:45:00+02:00,5.89,227.06,,409.06,5077.38,5.39,,,117.71,,,,,,
2025-05-24 03:00:00+02:00,6.54,245.24,,408.87,5150.84,5.3,,,144.32,,,,,,
2025-05-24 03:15:00+02:00,6.0,233.07,,409.04,5163.62,5.21,,,140.37,,,,,,
2025-05-24 03:30:00+02:00,6.91,230.09,,407.35,5168.63,5.45,,,128.61,,,,,,
2025-05-24 03:45:00+02:00,8.15,226.83,,404.88,5109.5,5.34,,,125.55,,,,,,
2025-05-24 04:00:00+02:00,6.9,253.07,,406.16,5099.71,5.59,,,130.49,,,,,,
2025-05-24 04:15:00+02:00,7.15,268.47,,406.24,5077.69,5.61,,,139.11,,,,,,
2025-05-24 04:30:00+02:00,9.19,288.45,,403.7,5142.96,5.22,,,130.58,,,,,,
2025-05-24 04:45:00+02:00,7.44,272.99,,403.11,5075.46,5.52,,,130.76,,,,,,
2025-05-24 05:00:00+02:00,6.74,240.03,,385.76,4764.66,5.55,,,131.68,,,,,,
2025-05-24 05:15:00+02:00,6.67,232.02,,383.26,4713.01,5.4,,,131.22,,,,,,
2025-05-24 05:30:00+02:00,6.33,241.58,,380.73,4665.82,5.49,,,132.0,,,,,,
2025-05-24 05:45:00+02:00,6.91,227.5,,380.13,4620.41,5.86,,,146.2,,,,,,
2025-05-24 06:00:00+02:00,7.35,226.93,,377.18,4178.72,5.5,,,119.39,,,,,,
2025-05-24 06:15:00+02:00,8.27,227.59,,378.82,4144.57,5.7,,,98.25,,,,,,
2025-05-24 06:30:00+02:00,8.29,256.54,,383.18,4281.79,5.37,,,95.27,,,,,,
2025-05-24 06:45:00+02:00,9.43,258.26,,381.13,4312.48,5.87,,,74.5,,,,,,
2025-05-24 07:00:00+02:00,9.68,276.45,,375.96,4169.04,5.64,,,66.39,,,,,,
2025-05-24 07:15:00+02:00,8.62,231.31,,373.8,4011.57,5.69,,,72.74,,,,,,
2025-05-24 07:30:00+02:00,9.14,117.25,,372.83,3977.02,5.1,,,65.91,,,,,,
2025-05-24 07:45:00+02:00,7.99,101.0,,373.31,3882.6,5.58,,,61.11,,,,,,
2025-05-24 08:00:00+02:00,7.87,100.49,,367.92,3436.49,5.34,,,54.69,,,,,,
2025-05-24 08:15:00+02:00,7.47,7.24,,368.95,3077.58,5.46,,,53.43,,,,,,
2025-05-24 08:30:00+02:00,7.68,0.77,,367.77,2718.99,5.64,,,54.75,,,,,,
2025-05-24 08:45:00+02:00,9.76,0.77,,367.26,2497.65,5.56,,,65.81,,,,,,
2025-05-24 09:00:00+02:00,7.76,0.77,,363.46,2053.03,5.5,,,73.45,,,,,,
2025-05-24 09:15:00+02:00,9.14,0.77,,361.2,2001.02,5.31,,,86.51,,,,,,
2025-05-24 09:30:00+02:00,9.14,0.77,,357.33,2015.63,5.52,,,79.54,,,,,,
2025-05-24 09:45:00+02:00,7.93,0.77,,356.67,2072.76,5.45,,,69.43,,,,,,
2025-05-24 10:00:00+02:00,6.98,0.77,,353.38,1978.34,5.21,,,70.3,,,,,,
2025-05-24 10:15:00+02:00,7.99,0.77,,343.23,1895.82,5.47,,,80.24,,,,,,
2025-05-24 10:30:00+02:00,7.15,0.77,,342.59,1859.28,5.22,,,79.9,,,,,,
2025-05-24 10:45:00+02:00,7.51,0.77,,340.9,1889.23,5.29,,,76.23,,,,,,
2025-05-24 11:00:00+02:00,0.06,0.77,,341.8,1844.74,5.49,,,83.4,,,,,,
2025-05-24 11:15:00+02:00,0.02,0.77,,342.67,1819.27,5.48,,,76.38,,,,,,
2025-05-24 11:30:00+02:00,0.0,0.77,,345.82,1839.74,5.4,,,55.1,,,,,,
2025-05-24 11:45:00+02:00,0.04,0.77,,340.5,1850.9,5.46,,,65.55,,,,,,
2025-05-24 12:00:00+02:00,11.84,0.77,,337.78,1554.0,5.08,,,79.89,,,,,,
2025-05-24 12:15:00+02:00,11.37,0.77,,335.42,1542.34,5.7,,,81.17,,,,,,
2025-05-24 12:30:00+02:00,11.05,0.77,,335.41,1494.58,5.08,,,84.54,,,,,,
2025-05-24 12:45:00+02:00,9.35,0.77,,337.37,1488.23,5.55,,,98.15,,,,,,
2025-05-24 13:00:00+02:00,10.88,0.77,,339.93,1701.27,5.45,,,108.3,,,,,,
2025-05-24 13:15:00+02:00,11.88,0.77,,341.99,1694.92,5.14,,,110.53,,,,,,
2025-05-24 13:30:00+02:00,11.63,0.77,,339.7,1720.4,5.39,,,129.95,,,,,,
2025-05-24 13:45:00+02:00,11.1,0.77,,334.23,1688.69,5.39,,,155.8,,,,,,
2025-05-24 14:00:00+02:00,11.26,0.77,,331.76,1779.53,5.58,,,169.48,,,,,,
2025-05-24 14:15:00+02:00,11.44,0.77,,326.5,1785.97,5.41,,,181.12,,,,,,
2025-05-24 14:30:00+02:00,9.91,0.77,,327.51,1712.7,5.83,,,213.36,,,,,,
2025-05-24 14:45:00+02:00,8.95,0.77,,325.73,1674.69,5.81,,,248.28,,,,,,
2025-05-24 15:00:00+02:00,7.56,0.77,,327.05,1499.71,5.76,,,246.85,,,,,,
2025-05-24 15:15:00+02:00,7.09,0.77,,323.96,1431.98,5.93,,,251.95,,,,,,
2025-05-24 15:30:00+02:00,7.09,0.77,,321.64,1541.81,5.68,,,262.71,,,,,,
2025-05-24 15:45:00+02:00,7.5,0.77,,321.12,1507.06,5.72,,,285.74,,,,,,
2025-05-24 16:00:00+02:00,9.17,0.77,,322.1,1796.43,6.02,,,317.78,,,,,,
2025-05-24 16:15:00+02:00,9.05,0.77,,328.47,1904.12,5.66,,,354.99,,,,,,
2025-05-24 16:30:00+02:00,10.27,0.77,,332.31,1971.77,6.01,,,361.97,,,,,,
2025-05-24 16:45:00+02:00,8.33,0.77,,327.14,1943.78,5.71,,,357.76,,,,,,
2025-05-24 17:00:00+02:00,7.16,0.77,,325.43,2658.56,5.89,,,384.98,,,,,,
2025-05-24 17:15:00+02:00,6.91,1.17,,329.75,2975.83,5.8,,,421.0,,,,,,
2025-05-24 17:30:00+02:00,6.54,138.02,,328.05,3079.58,5.37,,,431.63,,,,,,
2025-05-24 17:45:00+02:00,5.84,144.42,,329.45,3302.73,5.75,,,423.28,,,,,,
2025-05-24 18:00:00+02:00,5.61,105.85,,328.16,3759.1,5.51,,,428.86,,,,,,
2025-05-24 18:15:00+02:00,7.56,101.25,,327.42,3907.46,5.89,,,426.59,,,,,,
2025-05-24 18:30:00+02:00,7.92,222.63,,328.97,4066.77,5.27,,,436.78,,,,,,
2025-05-24 18:45:00+02:00,9.16,296.07,,327.44,4373.85,5.4,,,442.58,,,,,,
2025-05-24 19:00:00+02:00,9.88,242.7,,354.31,4756.46,5.6,,,430.11,,,,,,
2025-05-24 19:15:00+02:00,10.82,231.13,,356.4,4778.11,5.25,,,439.64,,,,,,
2025-05-24 19:30:00+02:00,9.87,299.4,,360.14,4995.65,5.57,,,443.81,,,,,,
2025-05-24 19:45:00+02:00,9.25,307.75,,372.2,5092.89,5.35,,,474.51,,,,,,
2025-05-24 20:00:00+02:00,8.33,308.0,,379.15,5309.18,5.46,,,527.6,,,,,,
2025-05-24 20:15:00+02:00,7.32,307.85,,381.37,5272.07,5.4,,,609.78,,,,,,
2025-05-24 20:30:00+02:00,7.34,305.72,,380.98,5223.19,5.49,,,670.17,,,,,,
2025-05-24 20:45:00+02:00,7.29,303.95,,389.26,5209.82,5.42,,,705.26,,,,,,
2025-05-24 21:00:00+02:00,7.06,269.01,,397.41,5102.16,5.46,,,721.4,,,,,,
2025-05-24 21:15:00+02:00,8.05,244.66,,398.68,5015.91,5.66,,,717.38,,,,,,
2025-05-24 21:30:00+02:00,7.3,226.56,,400.57,4848.14,5.26,,,739.4,,,,,,
2025-05-24 21:45:00+02:00,6.07,223.13,,398.49,4740.21,5.42,,,751.1,,,,,,
2025-05-24 22:00:00+02:00,6.41,225.98,,399.22,4723.36,5.54,,,777.95,,,,,,
2025-05-24 22:15:00+02:00,5.07,226.9,,401.0,4727.29,5.45,,,823.33,,,,,,
2025-05-24 22:30:00+02:00,4.18,227.18,,402.41,4617.56,5.29,,,881.41,,,,,,
2025-05-24 22:45:00+02:00,5.26,226.01,,399.85,4614.42,5.67,,,905.64,,,,,,
2025-05-24 23:00:00+02:00,7.59,223.87,,400.68,4277.7,5.36,,,894.55,,,,,,
2025-05-24 23:15:00+02:00,8.23,224.42,,400.6,4181.76,5.51,,,925.57,,,,,,
2025-05-24 23:30:00+02:00,7.67,224.51,,399.32,4173.78,5.58,,,923.75,,,,,,
2025-05-24 23:45:00+02:00,8.98,28.88,,401.62,4001.66,5.5,,,885.46,,,,,,
2025-05-25 00:00:00+02:00,8.79,0.0,,392.19,2248.92,5.58,,,882.81,,,,,,
2025-05-25 00:15:00+02:00,7.9,0.0,,395.21,2125.5,5.77,,,880.38,,,,,,
2025-05-25 00:30:00+02:00,6.9,0.0,,394.4,2150.04,5.44,,,892.39,,,,,,
2025-05-25 00:45:00+02:00,7.13,0.0,,393.06,2156.36,5.6,,,918.86,,,,,,
2025-05-25 01:00:00+02:00,6.04,0.0,,377.32,1748.4,5.78,,,874.08,,,,,,
2025-05-25 01:15:00+02:00,7.09,0.0,,375.28,1653.55,5.75,,,871.03,,,,,,
2025-05-25 01:30:00+02:00,8.13,0.0,,372.85,1732.44,5.39,,,823.75,,,,,,
2025-05-25 01:45:00+02:00,9.17,0.0,,370.78,1686.25,6.08,,,792.88,,,,,,
2025-05-25 02:00:00+02:00,9.31,0.0,,367.44,1288.27,5.48,,,773.02,,,,,,
2025-05-25 02:15:00+02:00,8.51,0.0,,369.58,1271.72,5.93,,,786.51,,,,,,
2025-05-25 02:30:00+02:00,7.91,0.0,,364.33,1271.25,5.52,,,779.91,,,,,,
2025-05-25 02:45:00+02:00,6.88,0.0,,359.99,1246.2,5.85,,,777.4,,,,,,
2025-05-25 03:00:00+02:00,6.81,0.0,,360.52,1282.13,5.65,,,760.8,,,,,,
2025-05-25 03:15:00+02:00,10.57,0.0,,358.95,1322.11,5.8,,,744.65,,,,,,
2025-05-25 03:30:00+02:00,10.81,0.0,,356.32,1291.69,5.72,,,744.37,,,,,,
2025-05-25 03:45:00+02:00,9.74,0.0,,352.36,1268.98,5.82,,,746.45,,,,,,
2025-05-25 04:00:00+02:00,13.95,0.0,,349.54,1229.48,5.8,,,720.53,,,,,,
2025-05-25 04:15:00+02:00,14.0,0.0,,345.59,1202.78,5.83,,,709.56,,,,,,
2025-05-25 04:30:00+02:00,14.0,0.0,,342.16,1215.77,5.82,,,700.03,,,,,,
2025-05-25 04:45:00+02:00,14.0,0.0,,341.1,1200.15,5.79,,,662.79,,,,,,
2025-05-25 05:00:00+02:00,14.0,0.0,,338.76,1241.66,5.94,,,654.28,,,,,,
2025-05-25 05:15:00+02:00,14.0,0.0,,339.23,1236.47,5.77,,,626.44,,,,,,
2025-05-25 05:30:00+02:00,13.94,0.0,,334.37,1251.42,5.81,,,628.52,,,,,,
2025-05-25 05:45:00+02:00,14.0,0.0,,334.89,1192.0,5.98,,,604.79,,,,,,
2025-05-25 06:00:00+02:00,13.09,0.0,,331.44,1091.33,5.9,,,595.26,,,,,,
2025-05-25 06:15:00+02:00,12.68,0.0,,324.98,906.66,5.73,,,602.42,,,,,,
2025-05-25 06:30:00+02:00,12.09,0.0,,325.4,887.07,6.06,,,603.16,,,,,,
2025-05-25 06:45:00+02:00,12.48,0.0,,325.38,893.9,5.91,,,592.6,,,,,,
2025-05-25 07:00:00+02:00,9.78,0.0,,320.51,523.83,5.96,,,608.91,,,,,,
2025-05-25 07:15:00+02:00,9.62,0.0,,321.32,508.27,6.01,,,605.07,,,,,,
2025-05-25 07:30:00+02:00,9.16,0.0,,322.62,520.75,5.74,,,564.29,,,,,,
2025-05-25 07:45:00+02:00,9.94,0.0,,320.53,531.04,5.8,,,578.04,,,,,,
2025-05-25 08:00:00+02:00,11.11,0.0,,324.91,529.57,5.8,,,606.25,,,,,,
2025-05-25 08:15:00+02:00,13.98,0.0,,324.58,527.47,5.66,,,617.21,,,,,,
2025-05-25 08:30:00+02:00,12.71,0.0,,325.27,523.12,5.63,,,597.7,,,,,,
2025-05-25 08:45:00+02:00,12.44,0.0,,328.72,522.62,5.62,,,642.64,,,,,,
2025-05-25 09:00:00+02:00,8.83,0.0,,327.5,517.84,5.6,,,673.41,,,,,,
2025-05-25 09:15:00+02:00,8.83,0.0,,327.1,515.1,5.68,,,669.04,,,,,,
2025-05-25 09:30:00+02:00,8.63,0.0,,328.11,508.76,5.57,,,678.91,,,,,,
2025-05-25 09:45:00+02:00,7.67,0.0,,327.03,464.02,5.38,,,703.63,,,,,,
2025-05-25 10:00:00+02:00,7.32,0.0,,325.25,604.6,5.43,,,718.06,,,,,,
2025-05-25 10:15:00+02:00,8.52,0.0,,323.37,641.3,5.45,,,727.45,,,,,,
2025-05-25 10:30:00+02:00,9.56,0.0,,320.36,643.2,5.32,,,694.34,,,,,,
2025-05-25 10:45:00+02:00,10.76,0.0,,316.83,627.52,5.3,,,717.8,,,,,,
2025-05-25 11:00:00+02:00,9.26,0.0,,319.66,658.51,5.43,,,751.09,,,,,,
2025-05-25 11:15:00+02:00,9.97,0.0,,320.62,676.65,5.46,,,747.13,,,,,,
2025-05-25 11:30:00+02:00,10.77,0.0,,320.45,658.77,5.26,,,715.56,,,,,,
2025-05-25 11:45:00+02:00,10.72,0.0,,319.66,656.38,5.51,,,690.5,,,,,,
2025-05-25 12:00:00+02:00,12.39,0.0,,319.51,640.2,5.49,,,725.84,,,,,,
2025-05-25 12:15:00+02:00,12.56,0.0,,318.87,639.93,5.37,,,723.6,,,,,,
2025-05-25 12:30:00+02:00,12.6,0.0,,317.0,638.6,5.26,,,727.13,,,,,,
2025-05-25 12:45:00+02:00,9.39,0.0,,319.86,648.69,5.47,,,748.19,,,,,,
2025-05-25 13:00:00+02:00,1.3,0.0,,321.99,657.84,5.33,,,775.33,,,,,,
2025-05-25 13:15:00+02:00,1.94,0.0,,320.86,656.08,5.5,,,798.94,,,,,,
2025-05-25 13:30:00+02:00,2.91,0.0,,322.73,654.7,5.33,,,820.38,,,,,,
2025-05-25 13:45:00+02:00,3.16,0.0,,326.39,654.6,5.58,,,821.66,,,,,,
2025-05-25 14:00:00+02:00,4.98,0.0,,326.41,652.09,5.35,,,802.16,,,,,,
2025-05-25 14:15:00+02:00,4.97,0.0,,326.71,626.84,5.16,,,785.06,,,,,,
2025-05-25 14:30:00+02:00,4.54,0.0,,328.28,649.29,5.18,,,778.69,,,,,,
2025-05-25 14:45:00+02:00,3.76,0.0,,330.36,670.45,5.27,,,758.97,,,,,,
2025-05-25 15:00:00+02:00,3.49,0.0,,340.14,656.65,5.24,,,684.13,,,,,,
2025-05-25 15:15:00+02:00,4.01,0.0,,341.83,651.19,5.1,,,635.21,,,,,,
