,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore
2024-09-25 06:00:00+02:00,86.3,0.0,143.8,0.0,37.2,189.7,,613.7,29.0,1935.2,95.6,52.9,1.4,0.1
2024-09-25 07:00:00+02:00,87.7,0.0,137.0,0.0,37.1,282.8,,621.5,32.8,1937.0,99.7,53.0,15.8,0.0
2024-09-25 08:00:00+02:00,84.1,0.0,134.7,0.0,37.2,196.8,,644.9,28.1,1934.9,99.7,53.4,41.6,0.1
2024-09-25 09:00:00+02:00,86.1,0.0,124.8,0.0,37.1,23.3,,638.7,2.5,1933.2,98.2,54.2,70.9,0.0
2024-09-25 10:00:00+02:00,88.7,0.0,122.9,0.0,37.1,,95.5,566.4,2.5,1933.9,97.9,54.8,97.3,0.0
2024-09-25 11:00:00+02:00,87.9,0.0,122.4,0.0,37.1,,401.1,513.7,2.4,1932.4,97.2,54.9,99.4,0.0
2024-09-25 12:00:00+02:00,92.2,0.0,113.9,0.0,37.0,,401.9,459.9,4.8,1933.2,102.9,54.9,110.0,0.0
2024-09-25 13:00:00+02:00,88.9,0.0,100.7,0.0,36.9,,404.1,446.4,2.1,1929.3,97.9,55.2,129.9,0.2
2024-09-25 14:00:00+02:00,90.9,0.0,89.1,0.0,37.1,,326.1,427.6,2.3,1926.4,96.0,53.7,131.6,0.3
2024-09-25 15:00:00+02:00,93.3,0.0,145.4,0.0,37.0,,52.2,515.9,2.2,1923.5,97.8,53.5,116.0,0.3
2024-09-25 16:00:00+02:00,96.0,0.0,371.6,0.0,36.5,21.5,,551.3,21.3,1918.4,100.0,53.3,85.4,0.3
2024-09-25 17:00:00+02:00,97.4,0.0,483.7,0.0,36.3,256.6,,606.8,27.9,1918.2,98.8,53.5,60.9,0.5
2024-09-25 18:00:00+02:00,96.6,0.0,511.3,0.0,36.3,361.6,,697.3,35.4,1916.1,101.9,53.8,45.2,0.5
2024-09-25 19:00:00+02:00,95.8,0.0,539.5,0.0,36.2,401.8,,752.0,61.4,1913.5,102.3,53.8,44.5,0.5
2024-09-25 20:00:00+02:00,95.7,0.0,504.9,0.0,36.1,372.8,,753.5,35.9,1913.5,102.6,53.8,44.5,0.8
2024-09-25 21:00:00+02:00,95.9,0.0,492.9,0.0,36.1,120.1,,667.0,49.0,1917.5,99.0,54.0,44.5,1.1
2024-09-25 22:00:00+02:00,95.6,0.0,344.0,0.0,36.3,0.5,,584.7,0.5,1918.8,95.3,54.7,44.5,0.9
2024-09-25 23:00:00+02:00,95.7,0.0,130.7,0.0,36.2,22.5,,562.5,22.5,1914.7,92.0,55.2,44.5,0.6
2024-09-26 00:00:00+02:00,96.0,0.0,120.3,0.0,36.4,0.5,,527.6,0.6,1913.2,85.4,55.2,44.5,0.9
2024-09-26 01:00:00+02:00,97.2,0.0,121.6,0.0,36.2,,0.1,529.8,0.0,1915.9,84.5,54.4,44.5,1.2
2024-09-26 02:00:00+02:00,96.5,0.0,120.3,0.0,36.2,,200.7,532.6,0.0,1919.7,83.8,54.2,44.5,1.1
2024-09-26 03:00:00+02:00,94.8,0.0,120.7,0.0,36.3,,205.0,531.5,0.0,1920.9,84.6,54.0,44.5,0.9
2024-09-26 04:00:00+02:00,96.0,0.0,130.3,0.0,36.3,,5.9,534.9,0.0,1921.2,86.9,54.4,44.5,1.3
2024-09-26 05:00:00+02:00,95.7,0.0,138.6,0.0,36.5,0.9,,527.2,1.0,1922.3,91.3,54.4,44.5,0.8
2024-09-26 06:00:00+02:00,95.7,0.0,145.9,0.0,32.6,18.6,,562.8,39.1,1923.7,96.2,54.2,44.5,1.5
2024-09-26 07:00:00+02:00,97.3,0.0,137.7,0.0,29.8,226.4,,624.5,54.6,1923.3,94.9,53.9,29.4,1.6
2024-09-26 08:00:00+02:00,99.4,0.0,136.8,0.0,29.8,220.2,,612.4,38.0,1921.3,93.4,51.7,36.6,1.3
2024-09-26 09:00:00+02:00,97.4,0.0,133.7,0.0,29.8,45.4,,549.5,10.1,1919.1,95.6,55.7,62.6,0.6
2024-09-26 10:00:00+02:00,93.6,0.0,131.6,0.0,28.6,1.1,,469.9,26.7,1914.7,95.6,56.5,105.9,0.8
2024-09-26 11:00:00+02:00,91.7,0.0,135.6,0.0,28.3,,382.8,464.6,18.1,1910.5,92.3,56.1,126.9,1.0
2024-09-26 12:00:00+02:00,90.5,0.0,132.8,0.0,27.7,,384.6,446.1,30.0,1907.1,88.7,55.7,137.1,0.7
2024-09-26 13:00:00+02:00,91.8,0.0,133.4,0.0,28.1,,391.0,447.6,20.3,1899.5,87.9,56.5,136.6,0.5
2024-09-26 14:00:00+02:00,91.5,0.0,125.8,0.0,28.8,,403.8,443.9,20.3,1894.6,88.6,55.7,124.9,0.5
2024-09-26 15:00:00+02:00,92.2,0.0,133.4,0.0,29.4,,100.7,464.5,7.6,1891.6,87.8,55.0,102.4,0.6
2024-09-26 16:00:00+02:00,93.7,0.0,263.0,0.0,29.0,8.3,,518.0,4.9,1895.4,87.9,54.6,65.0,0.5
2024-09-26 17:00:00+02:00,94.9,0.0,422.5,0.0,29.3,366.2,,572.6,20.7,1896.7,89.5,54.9,25.4,0.5
2024-09-26 18:00:00+02:00,95.8,0.0,429.6,0.0,29.1,378.5,,631.7,56.4,1899.9,88.4,54.8,1.3,0.6
2024-09-26 19:00:00+02:00,96.4,0.0,471.0,0.0,29.0,420.6,,633.4,56.5,1901.4,87.4,55.1,0.0,1.3
2024-09-26 20:00:00+02:00,96.5,0.0,426.8,0.0,29.1,410.4,,686.6,49.6,1904.7,87.2,55.7,0.0,2.0
2024-09-26 21:00:00+02:00,95.9,0.0,210.6,0.0,29.3,42.9,,623.3,59.0,1906.8,97.0,56.7,0.0,2.2
2024-09-26 22:00:00+02:00,95.8,0.0,133.8,0.0,29.4,15.3,,534.3,33.8,1907.3,89.4,55.3,0.0,2.1
2024-09-26 23:00:00+02:00,98.4,0.0,111.4,0.0,29.3,,4.3,498.4,0.1,1908.8,84.8,53.2,0.0,1.7
2024-09-27 00:00:00+02:00,98.0,0.0,113.3,0.0,29.5,,110.1,475.6,0.0,1913.8,86.1,53.8,0.0,1.7
2024-09-27 01:00:00+02:00,98.2,0.0,108.7,0.0,29.3,,10.1,488.1,0.0,1960.2,83.6,53.6,0.0,1.7
2024-09-27 02:00:00+02:00,97.8,0.0,106.4,0.0,29.3,,9.3,481.4,0.0,1974.5,84.1,53.7,0.1,0.9
2024-09-27 03:00:00+02:00,99.4,0.0,113.4,0.0,29.4,,111.3,431.6,0.0,1978.8,87.0,53.9,0.0,0.8
2024-09-27 04:00:00+02:00,99.0,0.0,117.6,0.0,29.5,,112.6,413.6,0.0,1990.5,82.7,53.5,0.0,0.5
2024-09-27 05:00:00+02:00,97.4,0.0,130.6,0.0,29.4,,211.4,461.0,0.0,2025.9,84.3,53.6,0.1,0.4
2024-09-27 06:00:00+02:00,96.1,0.0,133.4,0.0,29.4,,41.0,540.0,17.5,2078.2,87.0,52.4,0.2,0.5
2024-09-27 07:00:00+02:00,96.9,0.0,136.5,0.0,29.5,35.7,,550.4,17.5,2150.7,88.7,53.1,7.5,0.5
2024-09-27 08:00:00+02:00,86.5,0.0,133.6,0.0,29.4,,79.7,538.3,17.6,2170.4,86.4,53.7,29.8,0.2
2024-09-27 09:00:00+02:00,85.8,0.0,128.8,0.0,29.3,262.8,,481.2,129.8,2185.6,85.6,54.0,61.9,0.1
2024-09-27 10:00:00+02:00,82.6,0.0,127.5,0.0,29.4,,80.2,434.7,111.5,2226.3,88.9,54.9,90.0,0.1
2024-09-27 11:00:00+02:00,89.3,0.0,129.0,0.0,29.3,,634.1,424.6,0.8,2290.8,85.9,54.3,77.9,0.3
2024-09-27 12:00:00+02:00,97.1,0.0,137.5,0.0,29.4,,637.8,428.4,0.0,2311.2,86.2,54.8,75.2,0.2
2024-09-27 13:00:00+02:00,98.3,0.0,137.5,0.0,29.5,,556.6,420.5,2.4,2311.9,87.0,54.4,67.2,0.3
2024-09-27 14:00:00+02:00,100.0,0.0,131.5,0.0,29.5,,548.5,412.8,5.0,2321.3,87.4,54.0,42.0,0.3
2024-09-27 15:00:00+02:00,104.4,0.0,130.6,0.0,29.4,,201.6,440.3,7.0,2320.8,88.8,54.7,27.2,0.4
2024-09-27 16:00:00+02:00,108.8,0.0,134.8,0.0,29.3,93.1,,446.1,98.8,2334.3,92.0,55.3,14.4,0.6
2024-09-27 17:00:00+02:00,110.3,0.0,137.5,0.0,29.5,143.5,,536.8,62.9,2330.4,86.9,56.0,6.3,0.4
2024-09-27 18:00:00+02:00,110.6,0.0,135.8,0.0,29.6,364.9,,649.8,59.6,2338.2,88.9,56.1,0.8,0.4
2024-09-27 19:00:00+02:00,108.2,0.0,135.8,0.0,28.8,589.7,,671.6,112.2,2339.7,88.5,55.9,0.1,0.4
2024-09-27 20:00:00+02:00,105.0,0.0,135.7,0.0,28.7,549.6,,664.3,77.2,2347.0,88.1,55.5,0.1,0.2
2024-09-27 21:00:00+02:00,100.9,0.0,136.0,0.0,28.7,322.7,,552.3,69.9,2346.6,90.5,55.3,0.1,0.2
2024-09-27 22:00:00+02:00,98.9,0.0,131.2,0.0,28.7,35.7,,497.1,45.7,2353.7,88.7,54.4,0.1,0.9
2024-09-27 23:00:00+02:00,100.0,0.0,114.7,0.0,28.7,4.4,,480.1,4.5,2358.7,86.8,53.7,0.1,1.2
2024-09-28 00:00:00+02:00,104.0,0.0,112.8,0.0,28.8,16.2,,406.4,16.2,2374.2,89.4,55.0,0.1,1.4
2024-09-28 01:00:00+02:00,101.7,0.0,110.0,0.0,28.8,2.0,,418.9,2.1,2382.3,86.9,55.6,0.1,1.5
2024-09-28 02:00:00+02:00,100.4,0.0,113.6,0.0,28.7,,100.6,403.4,2.4,2398.9,89.8,55.5,0.1,0.8
2024-09-28 03:00:00+02:00,100.3,0.0,111.8,0.0,28.8,,100.9,396.0,2.1,2409.3,86.7,55.4,0.1,0.3
2024-09-28 04:00:00+02:00,101.2,0.0,121.5,0.0,28.8,,100.8,410.0,2.1,2410.4,86.5,55.4,0.1,0.2
2024-09-28 05:00:00+02:00,98.9,0.0,129.3,0.0,28.8,1.3,,410.0,2.1,2412.9,87.0,55.1,0.1,0.3
2024-09-28 06:00:00+02:00,99.6,0.0,132.0,0.0,28.8,,3.3,429.9,2.1,2416.6,87.4,55.0,0.5,0.6
2024-09-28 07:00:00+02:00,101.0,0.0,126.3,0.0,28.8,22.6,,453.6,22.6,2419.7,85.7,55.2,16.9,0.4
2024-09-28 08:00:00+02:00,95.6,0.0,128.6,0.0,28.7,,4.4,456.6,2.2,2419.2,87.6,55.6,51.5,0.3
2024-09-28 09:00:00+02:00,95.8,0.0,123.8,0.0,28.5,2.1,,447.1,2.1,2417.9,88.7,56.0,80.2,0.3
2024-09-28 10:00:00+02:00,96.6,0.0,124.4,0.0,28.5,2.1,,459.1,2.1,2413.5,85.4,56.3,88.0,0.3
2024-09-28 11:00:00+02:00,98.3,0.0,127.5,0.0,29.0,,209.5,467.3,3.1,2416.3,84.4,57.2,67.5,0.2
2024-09-28 12:00:00+02:00,96.6,0.0,131.4,0.0,28.8,,512.5,466.7,12.3,2414.4,85.2,56.9,48.6,0.1
2024-09-28 13:00:00+02:00,96.2,0.0,131.4,0.0,29.0,,650.0,450.1,9.8,2414.6,85.6,56.1,50.4,0.1
2024-09-28 14:00:00+02:00,96.8,0.0,117.7,0.0,28.8,,642.2,428.0,2.2,2413.5,88.5,56.5,56.3,0.2
2024-09-28 15:00:00+02:00,96.7,0.0,126.9,0.0,28.8,,164.4,482.6,38.7,2347.1,90.6,57.2,58.1,0.0
2024-09-28 16:00:00+02:00,94.6,0.0,128.1,0.0,28.8,1.6,,625.9,17.8,2247.9,87.5,55.6,42.3,0.0
2024-09-28 17:00:00+02:00,89.2,0.0,131.5,0.0,29.0,,19.0,645.8,8.9,2192.2,89.3,54.3,19.8,0.1
2024-09-28 18:00:00+02:00,77.4,0.0,142.7,0.0,29.2,600.2,,747.1,215.9,2182.0,90.8,55.3,2.9,0.3
2024-09-28 19:00:00+02:00,75.4,0.0,139.7,0.0,28.8,625.8,,758.7,251.2,2183.9,88.2,55.7,0.0,0.5
2024-09-28 20:00:00+02:00,77.6,0.0,139.4,0.0,28.6,544.2,,753.6,181.5,2183.7,88.8,55.6,0.0,0.9
2024-09-28 21:00:00+02:00,78.3,0.0,137.7,0.0,28.7,404.3,,701.7,46.7,2184.4,89.2,55.2,0.0,0.9
2024-09-28 22:00:00+02:00,79.0,0.0,132.4,0.0,28.7,103.2,,684.1,38.5,2184.1,89.9,55.1,0.0,0.9
2024-09-28 23:00:00+02:00,81.7,0.0,112.8,0.0,28.7,3.1,,621.7,20.3,2186.8,87.2,55.2,0.0,1.0
2024-09-29 00:00:00+02:00,82.1,0.0,114.6,0.0,28.8,162.6,,522.4,2.2,2189.2,88.7,55.8,0.0,0.9
2024-09-29 01:00:00+02:00,80.0,0.0,115.1,0.0,28.8,27.0,,519.6,24.3,2191.3,88.5,55.6,0.0,1.0
2024-09-29 02:00:00+02:00,79.6,0.0,113.5,0.0,28.8,22.9,,525.4,24.9,2194.8,89.1,55.8,0.0,0.9
2024-09-29 03:00:00+02:00,77.6,0.0,116.1,0.0,19.6,45.9,,520.2,47.9,2196.2,89.4,55.7,0.0,1.0
2024-09-29 04:00:00+02:00,78.0,0.0,122.6,0.0,20.5,45.0,,522.2,47.1,2197.4,88.9,55.1,0.0,0.9
2024-09-29 05:00:00+02:00,78.4,0.0,131.7,0.0,20.4,39.9,,540.5,41.9,2199.5,85.0,55.1,0.0,0.6
2024-09-29 06:00:00+02:00,79.3,0.0,136.6,0.0,20.4,32.9,,574.3,35.0,2204.1,85.1,55.7,0.1,0.7
2024-09-29 07:00:00+02:00,77.1,0.0,135.6,0.0,20.4,30.3,,567.1,32.1,2203.9,84.3,55.4,9.9,0.6
2024-09-29 08:00:00+02:00,79.1,0.0,133.6,0.0,20.3,36.1,,559.5,36.1,2203.7,88.2,55.4,52.0,0.5
2024-09-29 09:00:00+02:00,82.6,0.0,128.3,0.0,20.3,10.2,,531.8,17.7,2203.2,86.5,56.9,102.9,0.5
2024-09-29 10:00:00+02:00,82.6,0.0,124.2,0.0,18.1,,434.0,524.1,2.1,2203.3,82.3,56.3,164.8,1.2
2024-09-29 11:00:00+02:00,88.4,0.0,127.1,0.0,16.8,,663.5,459.0,2.0,2201.3,86.3,56.4,209.1,1.3
2024-09-29 12:00:00+02:00,90.2,0.0,128.8,0.0,16.8,,666.6,424.2,2.0,2198.7,87.5,55.6,210.5,0.8
2024-09-29 13:00:00+02:00,94.2,0.0,129.4,0.0,16.6,,666.5,400.9,2.0,2199.5,86.6,55.8,178.9,0.9
2024-09-29 14:00:00+02:00,93.2,0.0,129.4,0.0,17.5,,660.8,431.4,6.9,2201.0,83.5,57.9,152.4,0.9
2024-09-29 15:00:00+02:00,91.5,0.0,132.1,0.0,18.3,,543.4,444.8,6.5,2200.2,88.0,55.9,120.4,0.9
2024-09-29 16:00:00+02:00,92.6,0.0,135.5,0.0,20.2,,10.0,582.0,2.1,2198.7,88.2,54.3,81.9,0.6
2024-09-29 17:00:00+02:00,91.5,0.0,138.0,0.0,25.4,323.5,,681.7,28.5,2198.5,89.4,55.1,27.4,0.4
2024-09-29 18:00:00+02:00,90.0,0.0,142.2,0.0,25.3,603.0,,758.2,237.8,2199.5,86.0,55.0,2.0,0.4
2024-09-29 19:00:00+02:00,90.6,0.0,143.1,0.0,25.3,655.2,,777.7,279.5,2200.5,86.6,55.3,0.9,0.6
2024-09-29 20:00:00+02:00,91.4,0.0,141.1,0.0,25.1,618.0,,768.4,242.9,2202.4,86.3,54.5,0.9,0.5
2024-09-29 21:00:00+02:00,46.9,0.0,138.7,0.0,33.5,165.3,,677.5,82.6,2204.0,86.8,55.2,0.9,0.4
2024-09-29 22:00:00+02:00,51.5,0.0,136.9,0.0,39.9,93.0,,667.6,92.8,2203.2,88.7,55.0,0.9,0.4
2024-09-29 23:00:00+02:00,51.6,0.0,124.0,0.0,39.9,12.3,,532.9,14.1,2205.8,88.2,55.2,0.9,0.4
2024-09-30 00:00:00+02:00,51.8,0.0,121.1,0.0,39.9,,47.8,500.7,2.0,2206.2,86.7,55.0,0.9,0.4
2024-09-30 01:00:00+02:00,64.0,0.0,118.7,0.0,39.8,,53.9,482.2,2.0,2209.6,87.0,54.7,0.9,0.4
2024-09-30 02:00:00+02:00,75.1,0.0,119.5,0.0,39.9,,249.2,476.4,2.0,2208.4,85.6,54.4,0.9,0.2
2024-09-30 03:00:00+02:00,71.1,0.0,122.0,0.0,39.9,,250.9,479.4,2.0,2218.8,83.6,53.8,0.9,0.3
2024-09-30 04:00:00+02:00,67.1,0.0,130.3,0.0,39.9,,266.7,488.7,2.1,2312.8,86.2,54.0,0.9,0.2
2024-09-30 05:00:00+02:00,66.7,0.0,137.5,0.0,39.9,,9.1,508.5,3.7,2353.0,88.8,53.1,1.0,0.2
2024-09-30 06:00:00+02:00,65.8,0.0,141.1,0.0,40.0,73.4,,550.4,35.9,2354.2,89.6,53.7,1.1,0.3
2024-09-30 07:00:00+02:00,68.2,0.0,149.9,0.0,39.9,388.4,,575.3,105.2,2361.4,89.8,53.3,34.8,0.4
2024-09-30 08:00:00+02:00,66.5,0.0,136.3,0.0,39.9,102.8,,597.2,45.7,2362.0,89.8,52.2,131.5,0.3
2024-09-30 09:00:00+02:00,66.4,0.0,129.2,0.0,39.7,84.4,,532.7,12.9,2362.6,86.5,52.8,224.2,0.2
2024-09-30 10:00:00+02:00,67.0,0.0,87.0,0.0,39.7,66.1,,467.1,5.2,2275.2,81.9,52.1,281.7,0.1
2024-09-30 11:00:00+02:00,68.7,0.0,84.3,0.0,39.8,,278.7,451.1,14.3,2202.0,78.6,50.4,318.8,0.1
2024-09-30 12:00:00+02:00,69.5,0.0,89.9,0.0,40.0,,602.3,395.3,3.7,2215.1,79.1,52.3,320.0,0.2
2024-09-30 13:00:00+02:00,68.1,0.0,95.9,0.0,40.1,,637.9,389.9,2.0,2243.5,79.5,51.9,290.4,0.1
2024-09-30 14:00:00+02:00,71.5,0.0,106.5,0.0,40.2,,678.2,400.0,2.0,2278.8,78.2,51.8,233.9,0.0
2024-09-30 15:00:00+02:00,70.6,0.0,186.2,0.0,39.9,,269.8,415.5,2.0,2370.6,78.4,52.5,186.0,0.0
2024-09-30 16:00:00+02:00,69.9,0.0,227.1,0.0,40.0,,55.6,485.2,2.2,2393.2,83.9,52.3,111.3,0.0
2024-09-30 17:00:00+02:00,70.4,0.0,421.7,0.0,40.8,464.0,,618.8,91.4,2401.8,89.3,51.6,38.8,0.0
2024-09-30 18:00:00+02:00,69.7,0.0,520.0,0.0,40.4,451.7,,699.0,89.3,2404.4,90.5,52.2,1.7,0.0
2024-09-30 19:00:00+02:00,69.0,0.0,545.8,0.0,39.8,535.4,,704.1,164.9,2412.2,90.6,51.3,0.1,0.0
2024-09-30 20:00:00+02:00,70.8,0.0,559.0,0.0,39.8,487.7,,709.8,117.0,2416.2,90.2,52.3,0.1,0.0
2024-09-30 21:00:00+02:00,69.9,0.0,528.0,0.0,39.8,49.5,,652.3,24.9,2424.9,85.6,52.7,0.1,0.0
2024-09-30 22:00:00+02:00,71.6,0.0,258.7,0.0,39.8,1.7,,542.8,1.7,2431.6,85.2,52.3,0.1,0.0
2024-09-30 23:00:00+02:00,70.5,0.0,126.8,0.0,39.8,,106.6,491.8,0.0,2436.1,84.1,52.7,0.1,0.1
2024-10-01 00:00:00+02:00,70.7,0.0,159.2,0.0,40.0,,319.2,386.1,0.0,2440.3,87.6,52.9,0.1,0.1
2024-10-01 01:00:00+02:00,71.0,0.0,162.8,0.0,39.0,,416.9,398.9,0.2,2441.7,86.9,52.9,0.1,0.1
2024-10-01 02:00:00+02:00,70.9,0.0,164.9,0.0,38.7,,416.2,409.3,0.0,2442.3,83.8,52.6,0.1,0.1
2024-10-01 03:00:00+02:00,70.4,0.0,164.6,0.0,38.8,,415.4,397.9,0.0,2444.4,83.7,53.2,0.0,0.3
2024-10-01 04:00:00+02:00,72.3,0.0,166.4,0.0,38.7,,218.8,382.1,0.0,2442.9,83.2,53.1,0.1,0.4
2024-10-01 05:00:00+02:00,70.6,0.0,170.7,0.0,38.8,,9.9,408.1,0.1,2441.4,83.7,53.3,0.1,0.7
2024-10-01 06:00:00+02:00,70.8,0.0,179.0,0.0,39.0,8.4,,550.5,29.0,2441.0,84.1,53.0,0.4,0.8
2024-10-01 07:00:00+02:00,71.6,0.0,178.0,0.0,38.7,289.1,,605.1,34.6,2441.5,83.4,53.6,33.2,0.8
2024-10-01 08:00:00+02:00,70.2,0.0,170.2,0.0,38.7,182.8,,583.5,23.9,2440.3,82.8,53.3,122.3,1.0
2024-10-01 09:00:00+02:00,69.5,0.0,165.1,0.0,38.7,6.5,,488.0,2.1,2440.3,82.0,52.5,213.4,1.1
2024-10-01 10:00:00+02:00,72.2,0.0,161.6,0.0,40.5,2.0,,456.9,2.0,2436.5,79.8,52.7,279.8,0.8
2024-10-01 11:00:00+02:00,73.0,0.0,160.1,0.0,38.6,,2.1,426.0,2.0,2430.8,80.1,51.6,318.8,0.7
2024-10-01 12:00:00+02:00,72.3,0.0,158.1,0.0,38.6,,297.6,432.1,2.0,2425.7,86.3,52.7,324.9,0.7
2024-10-01 13:00:00+02:00,72.1,0.0,152.3,0.0,38.0,,303.1,412.8,2.0,2424.2,85.3,53.6,311.6,0.8
2024-10-01 14:00:00+02:00,72.3,0.0,157.9,0.0,37.9,,299.1,435.2,2.0,2417.5,85.1,54.3,264.1,0.5
2024-10-01 15:00:00+02:00,72.3,0.0,212.4,0.0,38.9,,3.9,465.6,2.0,2416.1,87.5,54.8,188.8,0.4
2024-10-01 16:00:00+02:00,71.6,0.0,412.5,0.0,37.6,6.9,,481.4,2.3,2416.4,91.5,54.4,101.0,0.6
2024-10-01 17:00:00+02:00,72.2,0.0,567.2,0.0,37.6,277.8,,561.5,17.6,2418.1,91.5,54.0,25.9,0.6
2024-10-01 18:00:00+02:00,72.7,0.0,577.7,0.0,37.7,449.1,,634.9,84.1,2414.7,93.2,53.9,0.7,0.7
2024-10-01 19:00:00+02:00,72.3,0.0,575.1,0.0,37.6,449.8,,584.5,90.1,2414.7,93.8,53.4,0.1,0.7
2024-10-01 20:00:00+02:00,72.1,0.0,570.8,0.0,37.5,442.6,,549.5,83.1,2414.8,93.5,53.4,0.1,0.8
2024-10-01 21:00:00+02:00,74.5,0.0,384.2,0.0,37.6,28.2,,513.5,18.1,2423.6,93.5,53.7,0.1,0.9
2024-10-01 22:00:00+02:00,74.3,0.0,172.0,0.0,37.6,0.0,,460.4,0.1,2427.0,91.1,54.3,0.1,0.6
2024-10-01 23:00:00+02:00,74.3,0.0,169.7,0.0,37.5,13.0,,441.5,13.0,2437.8,90.2,53.9,0.1,0.7
2024-10-02 00:00:00+02:00,73.7,0.0,173.8,0.0,37.6,10.8,,391.8,15.7,2441.8,89.1,53.1,0.1,0.7
2024-10-02 01:00:00+02:00,74.2,0.0,172.6,0.0,37.6,,302.8,369.9,0.0,2443.8,89.6,52.8,0.1,1.0
2024-10-02 02:00:00+02:00,73.5,0.0,175.4,0.0,37.6,,407.5,377.9,0.0,2444.3,90.6,51.6,0.0,1.3
2024-10-02 03:00:00+02:00,74.5,0.0,178.8,0.0,37.5,,406.7,378.2,0.0,2446.6,81.9,52.1,0.0,1.4
2024-10-02 04:00:00+02:00,74.7,0.0,180.9,0.0,37.6,,399.0,370.1,0.1,2444.7,82.2,51.7,0.1,1.7
2024-10-02 05:00:00+02:00,73.2,0.0,203.5,0.0,37.6,,149.0,378.0,0.1,2444.4,81.6,51.9,0.1,1.9
2024-10-02 06:00:00+02:00,81.7,0.0,560.2,0.0,37.7,,34.1,453.2,26.8,2444.8,82.2,52.1,0.3,2.0
2024-10-02 07:00:00+02:00,79.3,0.0,586.3,0.0,37.7,246.3,,533.1,28.4,2444.4,79.6,52.5,8.8,2.4
2024-10-02 08:00:00+02:00,78.1,0.0,598.4,0.0,37.3,206.4,,517.0,23.7,2441.5,75.3,53.3,28.7,2.5
2024-10-02 09:00:00+02:00,79.4,0.0,577.2,0.0,37.3,157.1,,465.7,11.7,2443.2,77.2,52.9,33.7,2.4
2024-10-02 10:00:00+02:00,80.9,0.0,537.7,0.0,37.4,95.9,,449.0,10.5,2444.4,76.7,52.3,43.0,2.4
2024-10-02 11:00:00+02:00,83.4,0.0,528.8,0.0,37.6,35.5,,432.5,9.5,2446.1,76.9,53.0,51.6,2.1
2024-10-02 12:00:00+02:00,90.5,0.0,549.6,0.0,38.1,,274.8,438.7,4.1,2447.0,83.2,54.2,46.0,2.1
2024-10-02 13:00:00+02:00,92.7,0.0,540.3,0.0,37.9,,302.6,444.8,2.5,2446.7,89.8,53.8,39.2,1.9
2024-10-02 14:00:00+02:00,93.3,0.0,538.9,0.0,37.8,,343.9,495.3,2.0,2447.5,90.3,53.9,30.2,1.9
2024-10-02 15:00:00+02:00,98.5,0.0,545.7,0.0,37.8,,26.7,521.0,25.1,2449.3,93.2,54.1,21.2,1.7
2024-10-02 16:00:00+02:00,102.9,0.0,530.7,0.0,37.7,88.4,,503.5,83.6,2452.1,92.3,53.3,9.9,1.3
2024-10-02 17:00:00+02:00,103.1,0.0,525.6,0.0,37.8,328.3,,523.2,70.4,2452.7,91.2,53.7,2.3,1.4
2024-10-02 18:00:00+02:00,102.7,0.0,523.4,0.0,37.8,408.7,,480.8,61.1,2451.6,91.8,53.8,0.1,1.0
2024-10-02 19:00:00+02:00,103.0,0.0,521.8,0.0,37.6,451.3,,482.7,108.1,2451.9,91.5,53.6,0.1,1.1
2024-10-02 20:00:00+02:00,100.6,0.0,515.7,0.0,37.6,387.2,,462.5,42.9,2451.8,91.4,54.2,0.1,0.8
2024-10-02 21:00:00+02:00,100.6,0.0,412.5,0.0,37.6,14.7,,435.1,2.3,2450.9,91.5,54.3,0.0,0.4
2024-10-02 22:00:00+02:00,101.3,0.0,150.6,0.0,37.6,0.0,,420.9,0.0,2450.9,92.9,55.6,0.0,0.2
2024-10-02 23:00:00+02:00,102.9,0.0,125.5,0.0,37.8,0.0,,409.5,0.0,2450.0,92.6,54.9,0.0,0.1
2024-10-03 00:00:00+02:00,105.1,0.0,119.3,0.0,37.7,0.0,,415.5,0.0,2450.0,91.6,54.7,0.1,0.1
2024-10-03 01:00:00+02:00,106.4,0.0,116.8,0.0,37.6,,199.6,399.6,0.0,2452.1,91.4,54.3,0.0,0.2
2024-10-03 02:00:00+02:00,109.5,0.0,116.4,0.0,37.5,,306.7,399.1,0.0,2453.7,90.6,54.2,0.0,0.2
2024-10-03 03:00:00+02:00,110.0,0.0,115.3,0.0,37.6,,408.1,392.6,0.0,2454.0,90.8,54.0,0.0,0.1
2024-10-03 04:00:00+02:00,108.2,0.0,113.6,0.0,37.4,,307.3,389.4,0.0,2453.7,87.9,53.1,0.0,0.0
2024-10-03 05:00:00+02:00,109.2,0.0,136.9,0.0,38.1,,108.4,423.6,0.0,2452.0,90.8,52.4,0.1,0.1
2024-10-03 06:00:00+02:00,107.8,0.0,486.2,0.0,40.1,5.9,,479.6,2.3,2451.9,92.1,53.5,0.1,0.2
2024-10-03 07:00:00+02:00,108.1,0.0,523.7,0.0,40.1,313.6,,560.3,80.2,2451.4,90.7,53.9,3.7,0.2
2024-10-03 08:00:00+02:00,103.9,0.0,539.0,0.0,40.1,173.5,,574.7,93.4,2451.4,81.9,55.3,21.9,0.2
