,Fossil Gas,Hydro Water Reservoir,Nuclear,Other,Solar,Wind Onshore
2024-08-13 22:00:00+02:00,0.5,1222.14,6515.0,159.18,0.18,642.46
2024-08-13 23:00:00+02:00,0.3,1223.35,6516.0,149.0,0.18,751.47
2024-08-14 00:00:00+02:00,0.2,1285.12,6372.0,147.0,0.2,796.49
2024-08-14 01:00:00+02:00,0.2,1187.32,6109.0,145.22,0.15,834.42
2024-08-14 02:00:00+02:00,0.1,1219.21,6070.0,144.92,0.14,855.58
2024-08-14 03:00:00+02:00,0.1,1218.4,5998.0,144.82,0.16,863.26
2024-08-14 04:00:00+02:00,0.3,1081.82,5996.0,144.91,0.21,881.09
2024-08-14 05:00:00+02:00,0.2,1061.97,5994.0,148.59,2.94,806.37
2024-08-14 06:00:00+02:00,0.1,1035.63,6011.0,158.78,25.39,710.43
2024-08-14 07:00:00+02:00,0.2,1208.65,6014.0,198.9,106.63,602.21
2024-08-14 08:00:00+02:00,0.3,1215.04,6027.0,251.91,234.75,431.76
2024-08-14 09:00:00+02:00,0.5,1226.15,6030.0,313.44,396.51,310.49
2024-08-14 10:00:00+02:00,0.5,1244.12,6039.0,378.05,549.96,252.7
2024-08-14 11:00:00+02:00,0.5,1160.83,6051.0,451.11,673.1,275.83
2024-08-14 12:00:00+02:00,0.4,1034.05,6053.0,473.2,769.96,313.91
2024-08-14 13:00:00+02:00,0.4,1096.7,6053.0,471.38,791.65,349.44
2024-08-14 14:00:00+02:00,0.4,1119.72,6052.0,437.27,744.95,362.39
2024-08-14 15:00:00+02:00,0.3,1136.53,6065.0,376.97,616.75,363.79
2024-08-14 16:00:00+02:00,0.3,1175.72,6068.0,300.56,453.67,356.62
2024-08-14 17:00:00+02:00,0.2,1277.85,6063.0,233.47,277.5,353.14
2024-08-14 18:00:00+02:00,0.5,1219.6,6062.0,184.18,130.35,362.25
2024-08-14 19:00:00+02:00,0.5,1345.23,6064.0,160.48,33.83,439.56
2024-08-14 20:00:00+02:00,0.2,1307.81,6067.0,151.36,1.54,595.8
2024-08-14 21:00:00+02:00,0.3,1234.1,6088.0,151.84,0.27,794.86
2024-08-14 22:00:00+02:00,0.5,1343.87,6092.0,152.14,0.19,962.1
2024-08-14 23:00:00+02:00,0.2,1236.72,6091.0,140.23,0.18,1090.18
2024-08-15 00:00:00+02:00,0.1,1209.01,5954.0,139.28,0.19,1071.3
2024-08-15 01:00:00+02:00,0.1,1175.44,5707.0,139.29,0.17,1096.77
2024-08-15 02:00:00+02:00,0.1,1122.11,5671.0,139.6,0.17,1065.58
2024-08-15 03:00:00+02:00,0.1,1177.18,5673.0,141.1,0.18,1013.69
2024-08-15 04:00:00+02:00,0.3,1009.85,5611.0,141.09,0.22,945.15
2024-08-15 05:00:00+02:00,0.2,946.63,5596.0,142.47,2.11,856.54
2024-08-15 06:00:00+02:00,0.1,972.16,5603.0,148.07,13.89,747.56
2024-08-15 07:00:00+02:00,0.2,1259.75,5601.0,166.48,71.21,652.42
2024-08-15 08:00:00+02:00,0.3,1045.13,5601.0,200.11,168.98,548.38
2024-08-15 09:00:00+02:00,0.5,1216.04,5601.0,246.52,268.61,483.87
2024-08-15 10:00:00+02:00,0.6,1387.08,5601.0,298.22,411.62,477.65
2024-08-15 11:00:00+02:00,0.5,1400.92,5601.0,326.23,505.66,507.66
2024-08-15 12:00:00+02:00,0.5,1047.23,5602.0,333.92,520.24,522.59
2024-08-15 13:00:00+02:00,0.5,920.68,5601.0,320.5,523.85,578.73
2024-08-15 14:00:00+02:00,0.4,902.59,5599.0,296.49,510.3,666.27
2024-08-15 15:00:00+02:00,0.4,1013.23,5597.0,272.45,468.69,731.32
2024-08-15 16:00:00+02:00,0.4,1145.36,5596.0,230.75,355.08,787.07
2024-08-15 17:00:00+02:00,0.2,1195.83,5598.0,189.66,223.42,791.18
2024-08-15 18:00:00+02:00,0.5,1239.78,5600.0,143.16,107.27,774.47
2024-08-15 19:00:00+02:00,0.6,1113.93,5601.0,116.97,24.84,779.33
2024-08-15 20:00:00+02:00,0.2,1109.69,5601.0,110.15,1.19,855.77
2024-08-15 21:00:00+02:00,0.4,1145.22,5601.0,110.14,0.23,982.3
2024-08-15 22:00:00+02:00,0.5,1067.92,5600.0,110.43,0.21,1174.66
2024-08-15 23:00:00+02:00,0.4,1003.85,5603.0,110.84,0.21,1297.29
2024-08-16 00:00:00+02:00,0.2,927.79,5600.0,101.73,0.24,1453.72
2024-08-16 01:00:00+02:00,0.2,1071.05,5601.0,100.33,0.24,1655.12
2024-08-16 02:00:00+02:00,0.3,1057.48,5601.0,98.44,0.29,1826.97
2024-08-16 03:00:00+02:00,0.2,1039.89,5599.0,98.74,0.31,1899.33
2024-08-16 04:00:00+02:00,0.4,891.07,5598.0,100.54,0.32,1911.9
2024-08-16 05:00:00+02:00,0.3,839.36,5597.0,103.52,1.21,1937.55
2024-08-16 06:00:00+02:00,0.3,878.6,5598.0,101.92,8.07,1841.01
2024-08-16 07:00:00+02:00,0.3,1078.95,5599.0,109.33,33.3,1719.8
2024-08-16 08:00:00+02:00,0.4,1080.88,5604.0,122.84,75.87,1535.75
2024-08-16 09:00:00+02:00,0.6,912.34,5607.0,144.45,160.56,1378.7
2024-08-16 10:00:00+02:00,0.7,900.11,5606.0,176.35,274.79,1263.35
2024-08-16 11:00:00+02:00,0.5,1230.1,5607.0,237.35,389.49,1152.34
2024-08-16 12:00:00+02:00,0.5,1092.79,5608.0,243.05,496.94,1025.14
2024-08-16 13:00:00+02:00,0.6,1011.11,5607.0,267.73,553.6,908.08
2024-08-16 14:00:00+02:00,0.5,928.69,5609.0,275.04,587.26,829.07
2024-08-16 15:00:00+02:00,0.5,1044.98,5609.0,263.74,562.09,754.28
2024-08-16 16:00:00+02:00,0.5,1251.79,5609.0,235.24,480.83,706.74
2024-08-16 17:00:00+02:00,0.3,1222.91,5607.0,191.35,327.01,644.99
2024-08-16 18:00:00+02:00,0.5,1436.73,5608.0,143.96,169.25,604.1
2024-08-16 19:00:00+02:00,0.7,1374.39,5609.0,107.92,46.15,642.19
2024-08-16 20:00:00+02:00,0.2,1371.32,5609.0,92.38,1.58,737.63
2024-08-16 21:00:00+02:00,0.4,1344.11,5609.0,92.49,0.29,834.24
2024-08-16 22:00:00+02:00,0.6,1303.91,5610.0,92.59,0.22,904.24
2024-08-16 23:00:00+02:00,0.4,1182.46,5613.0,92.19,0.18,923.47
2024-08-17 00:00:00+02:00,0.2,1272.54,5620.0,98.43,0.19,907.32
2024-08-17 01:00:00+02:00,0.2,1010.3,5621.0,98.44,0.16,907.39
2024-08-17 02:00:00+02:00,0.3,1044.02,5622.0,98.35,0.17,924.52
2024-08-17 03:00:00+02:00,0.2,967.87,5624.0,98.35,0.19,958.81
2024-08-17 04:00:00+02:00,0.3,1050.65,5626.0,98.21,0.22,979.87
2024-08-17 05:00:00+02:00,0.4,993.93,5627.0,101.45,2.99,1004.01
2024-08-17 06:00:00+02:00,0.4,913.29,5628.0,112.87,22.33,1002.18
2024-08-17 07:00:00+02:00,0.4,936.32,5627.0,141.38,119.25,953.69
2024-08-17 08:00:00+02:00,0.4,1005.42,5628.0,188.6,264.22,1002.8
2024-08-17 09:00:00+02:00,0.5,1140.73,5628.0,250.43,450.05,1176.77
2024-08-17 10:00:00+02:00,0.7,1138.77,5626.0,324.23,642.19,1332.48
2024-08-17 11:00:00+02:00,0.5,1081.51,5625.0,399.75,797.77,1447.87
2024-08-17 12:00:00+02:00,0.6,1089.81,5625.0,430.24,878.72,1582.27
2024-08-17 13:00:00+02:00,0.6,1130.75,5624.0,440.71,896.59,1639.45
2024-08-17 14:00:00+02:00,0.5,1221.04,5622.0,423.91,859.25,1678.94
2024-08-17 15:00:00+02:00,0.5,1235.3,5621.0,373.01,738.85,1688.34
2024-08-17 16:00:00+02:00,0.6,1273.98,5619.0,300.2,553.94,1626.83
2024-08-17 17:00:00+02:00,0.3,1212.41,5619.0,219.44,339.39,1481.41
2024-08-17 18:00:00+02:00,0.6,1402.75,5622.0,153.24,162.62,1282.34
2024-08-17 19:00:00+02:00,0.7,1389.95,5621.0,114.95,35.76,1115.36
2024-08-17 20:00:00+02:00,0.3,1388.17,5621.0,98.35,1.58,1049.66
2024-08-17 21:00:00+02:00,0.4,1401.43,5623.0,98.61,0.33,1064.27
2024-08-17 22:00:00+02:00,0.6,1378.01,5623.0,98.51,0.22,1129.16
2024-08-17 23:00:00+02:00,0.4,1391.2,5624.0,98.21,0.19,1169.47
2024-08-18 00:00:00+02:00,0.2,1347.37,5631.0,96.93,0.2,1171.68
2024-08-18 01:00:00+02:00,0.2,1339.12,5628.0,97.75,0.18,1079.85
2024-08-18 02:00:00+02:00,0.3,1337.85,5628.0,95.76,0.19,999.69
2024-08-18 03:00:00+02:00,0.2,1346.01,5631.0,95.97,0.2,912.22
2024-08-18 04:00:00+02:00,0.3,1327.93,5631.0,95.56,0.21,866.32
2024-08-18 05:00:00+02:00,0.4,1346.85,5631.0,97.75,2.81,789.6
2024-08-18 06:00:00+02:00,0.4,1381.77,5632.0,110.72,25.79,700.65
2024-08-18 07:00:00+02:00,0.4,1376.04,5632.0,148.44,118.31,576.37
2024-08-18 08:00:00+02:00,0.3,1219.06,5633.0,198.46,271.38,507.67
2024-08-18 09:00:00+02:00,0.5,1242.89,5634.0,256.48,445.26,561.73
2024-08-18 10:00:00+02:00,0.7,1263.72,5635.0,308.49,582.54,716.94
2024-08-18 11:00:00+02:00,0.5,1261.91,5635.0,335.61,652.55,830.17
2024-08-18 12:00:00+02:00,0.5,1227.16,5631.0,337.1,671.24,960.25
2024-08-18 13:00:00+02:00,0.6,1221.85,5628.0,312.47,661.01,1069.49
2024-08-18 14:00:00+02:00,0.5,1220.31,5626.0,282.36,574.93,1168.42
2024-08-18 15:00:00+02:00,0.6,1198.43,5627.0,244.66,445.31,1218.07
2024-08-18 16:00:00+02:00,0.7,1190.56,5625.0,199.26,335.89,1274.59
2024-08-18 17:00:00+02:00,0.5,1216.07,5630.0,154.07,203.67,1299.86
2024-08-18 18:00:00+02:00,0.6,1369.71,5631.0,117.47,86.48,1263.25
2024-08-18 19:00:00+02:00,0.7,1379.82,5631.0,101.08,18.87,1234.03
2024-08-18 20:00:00+02:00,0.2,1293.63,5631.0,96.42,1.26,1218.78
2024-08-18 21:00:00+02:00,0.4,1257.62,5632.0,97.54,0.28,1289.07
2024-08-18 22:00:00+02:00,0.6,1266.85,5632.0,97.54,0.23,1392.03
2024-08-18 23:00:00+02:00,0.4,1198.67,5632.0,97.04,0.2,1434.34
2024-08-19 00:00:00+02:00,0.2,1009.46,5631.0,97.64,0.2,1457.66
2024-08-19 01:00:00+02:00,0.2,1001.71,5632.0,98.05,0.19,1429.86
2024-08-19 02:00:00+02:00,0.2,1300.68,5632.0,96.07,0.19,1379.9
2024-08-19 03:00:00+02:00,0.2,1298.77,5635.0,96.56,0.18,1322.88
2024-08-19 04:00:00+02:00,0.3,1293.53,5634.0,97.45,0.21,1256.72
2024-08-19 05:00:00+02:00,0.4,970.2,5633.0,99.21,1.79,1196.17
2024-08-19 06:00:00+02:00,0.3,919.59,5634.0,111.4,20.08,1125.53
2024-08-19 07:00:00+02:00,0.4,1152.87,5635.0,153.83,125.13,930.89
2024-08-19 08:00:00+02:00,0.3,1184.83,5634.0,215.25,301.22,837.56
2024-08-19 09:00:00+02:00,0.4,1205.54,5641.0,290.97,524.3,775.1
2024-08-19 10:00:00+02:00,0.6,1229.7,5650.0,368.92,736.95,692.09
2024-08-19 11:00:00+02:00,0.5,1160.86,5651.0,429.95,915.76,666.79
2024-08-19 12:00:00+02:00,0.5,1039.3,5655.0,453.07,973.72,640.3
2024-08-19 13:00:00+02:00,0.5,1073.5,5664.0,452.35,981.94,597.86
2024-08-19 14:00:00+02:00,0.5,1078.69,5663.0,429.34,924.34,559.04
2024-08-19 15:00:00+02:00,0.5,1030.37,5663.0,380.54,794.37,564.19
2024-08-19 16:00:00+02:00,0.6,1106.74,5661.0,311.04,592.58,562.21
2024-08-19 17:00:00+02:00,0.5,1114.55,5661.0,228.95,373.68,560.17
2024-08-19 18:00:00+02:00,0.5,1155.33,5661.0,158.46,171.4,518.57
2024-08-19 19:00:00+02:00,0.6,1274.8,5662.0,117.96,37.9,503.89
2024-08-19 20:00:00+02:00,0.3,1307.24,5663.0,97.76,1.21,523.07
2024-08-19 21:00:00+02:00,0.3,1288.12,5663.0,97.71,0.28,548.37
2024-08-19 22:00:00+02:00,0.2,1178.54,5663.0,98.11,0.21,590.4
2024-08-19 23:00:00+02:00,0.3,1145.99,5662.0,97.91,0.19,619.94
2024-08-20 00:00:00+02:00,0.2,1050.21,5664.0,92.9,0.33,659.16
2024-08-20 01:00:00+02:00,0.1,1005.21,5661.0,92.91,0.31,714.06
2024-08-20 02:00:00+02:00,0.2,982.6,5661.0,92.82,0.33,722.09
2024-08-20 03:00:00+02:00,0.2,1001.63,5662.0,92.73,0.32,737.08
2024-08-20 04:00:00+02:00,0.2,1001.09,5662.0,92.7,0.45,750.29
2024-08-20 05:00:00+02:00,0.3,865.71,5662.0,94.69,1.51,780.41
2024-08-20 06:00:00+02:00,0.3,919.64,5662.0,105.97,14.91,785.16
2024-08-20 07:00:00+02:00,0.4,979.16,5663.0,141.48,94.66,816.82
2024-08-20 08:00:00+02:00,0.3,995.19,5663.0,196.0,247.53,739.33
2024-08-20 09:00:00+02:00,0.4,1019.37,5238.0,266.55,426.96,741.01
2024-08-20 10:00:00+02:00,0.6,1020.5,5026.0,331.85,575.8,817.76
2024-08-20 11:00:00+02:00,0.5,1023.67,4917.0,369.84,726.34,847.85
2024-08-20 12:00:00+02:00,0.4,1028.7,4916.0,384.93,777.76,896.07
2024-08-20 13:00:00+02:00,0.5,923.05,4955.0,377.01,797.17,902.41
2024-08-20 14:00:00+02:00,0.5,895.6,5025.0,355.9,737.94,861.2
2024-08-20 15:00:00+02:00,0.5,868.53,5294.0,314.71,616.7,828.69
2024-08-20 16:00:00+02:00,0.6,855.71,5321.0,257.0,461.47,800.64
2024-08-20 17:00:00+02:00,0.4,861.19,5408.0,194.02,282.86,746.7
2024-08-20 18:00:00+02:00,0.3,880.43,5449.0,136.42,124.42,676.67
2024-08-20 19:00:00+02:00,0.4,915.3,5449.0,105.42,23.1,694.96
2024-08-20 20:00:00+02:00,0.3,928.94,5485.0,94.01,1.38,825.68
2024-08-20 21:00:00+02:00,0.4,883.24,5556.0,94.59,0.43,1019.44
2024-08-20 22:00:00+02:00,0.2,867.17,5557.0,95.39,0.35,1188.69
2024-08-20 23:00:00+02:00,0.3,867.25,5587.0,94.99,0.34,1326.52
2024-08-21 00:00:00+02:00,0.2,868.87,5588.0,93.99,0.32,1327.46
2024-08-21 01:00:00+02:00,0.1,848.29,5617.0,94.1,0.31,1362.57
2024-08-21 02:00:00+02:00,0.3,844.32,5619.0,94.02,0.31,1354.85
2024-08-21 03:00:00+02:00,0.2,842.84,5650.0,94.02,0.33,1331.58
2024-08-21 04:00:00+02:00,0.3,713.13,5651.0,94.11,0.39,1286.45
2024-08-21 05:00:00+02:00,0.7,665.14,5649.0,95.18,1.44,1269.56
2024-08-21 06:00:00+02:00,0.4,662.38,5667.0,104.77,13.9,1211.7
2024-08-21 07:00:00+02:00,0.4,862.5,5667.0,125.58,77.64,1062.46
2024-08-21 08:00:00+02:00,0.3,883.2,5665.0,151.7,182.38,876.79
2024-08-21 09:00:00+02:00,10.3,935.92,5664.0,173.93,274.02,834.04
2024-08-21 10:00:00+02:00,0.4,894.3,5663.0,183.53,353.12,876.26
2024-08-21 11:00:00+02:00,0.4,745.41,5665.0,224.15,372.13,822.1
2024-08-21 12:00:00+02:00,0.4,691.9,5662.0,209.65,369.33,812.5
2024-08-21 13:00:00+02:00,0.4,853.15,5660.0,204.83,351.97,756.66
2024-08-21 14:00:00+02:00,0.4,681.98,5661.0,200.62,312.26,789.39
2024-08-21 15:00:00+02:00,0.4,665.71,5660.0,195.45,254.19,835.96
2024-08-21 16:00:00+02:00,0.5,686.5,5659.0,175.23,193.25,903.77
2024-08-21 17:00:00+02:00,0.4,857.16,5657.0,141.33,130.85,935.27
2024-08-21 18:00:00+02:00,0.3,859.35,5658.0,111.83,61.16,923.07
2024-08-21 19:00:00+02:00,0.4,996.52,5677.0,94.94,12.86,893.78
2024-08-21 20:00:00+02:00,0.2,1027.67,5677.0,87.11,0.63,930.96
2024-08-21 21:00:00+02:00,0.2,996.89,5677.0,88.29,0.46,1011.15
2024-08-21 22:00:00+02:00,0.2,985.2,5677.0,89.49,0.42,1081.8
2024-08-21 23:00:00+02:00,0.1,835.1,5677.0,87.9,0.4,1135.22
2024-08-22 00:00:00+02:00,0.2,861.55,5666.0,89.9,0.41,1127.63
2024-08-22 01:00:00+02:00,0.2,849.25,5668.0,89.91,0.36,1151.54
2024-08-22 02:00:00+02:00,0.2,844.55,5666.0,89.52,0.34,1147.83
2024-08-22 03:00:00+02:00,0.2,844.71,5664.0,89.43,0.33,1180.87
2024-08-22 04:00:00+02:00,0.3,800.59,5662.0,89.22,0.38,1163.04
2024-08-22 05:00:00+02:00,0.7,699.21,5663.0,90.27,1.25,1107.75
2024-08-22 06:00:00+02:00,0.3,690.4,5663.0,98.58,15.52,1010.27
2024-08-22 07:00:00+02:00,0.3,872.62,5663.0,122.29,85.1,927.0
2024-08-22 08:00:00+02:00,0.2,923.71,5665.0,156.71,199.44,884.23
2024-08-22 09:00:00+02:00,0.3,943.12,5657.0,201.63,350.45,958.17
2024-08-22 10:00:00+02:00,0.5,945.51,5664.0,245.63,506.78,998.2
2024-08-22 11:00:00+02:00,0.5,715.24,5663.0,271.34,594.13,1048.2
2024-08-22 12:00:00+02:00,0.5,675.87,5667.0,283.04,610.35,1080.28
2024-08-22 13:00:00+02:00,0.4,649.91,5666.0,275.42,610.49,1153.81
2024-08-22 14:00:00+02:00,0.5,642.42,5665.0,252.31,540.08,1191.2
2024-08-22 15:00:00+02:00,0.4,631.45,5666.0,217.91,422.28,1247.42
2024-08-22 16:00:00+02:00,0.5,744.22,5664.0,172.81,289.99,1315.25
2024-08-22 17:00:00+02:00,0.6,956.53,5664.0,137.92,143.05,1542.01
2024-08-22 18:00:00+02:00,0.4,923.77,5677.0,105.52,49.84,1729.11
2024-08-22 19:00:00+02:00,0.3,923.69,5677.0,92.23,8.02,1840.05
2024-08-22 20:00:00+02:00,0.2,791.52,5677.0,90.23,0.43,1948.7
2024-08-22 21:00:00+02:00,0.1,786.31,5677.0,90.8,0.24,2061.21
2024-08-22 22:00:00+02:00,0.2,784.15,5677.0,91.3,0.21,2125.58
2024-08-22 23:00:00+02:00,0.2,771.13,5677.0,92.71,0.23,2122.21
2024-08-23 00:00:00+02:00,0.2,727.18,5671.0,95.42,0.42,2019.56
2024-08-23 01:00:00+02:00,0.2,728.25,5672.0,95.53,0.38,2011.95
2024-08-23 02:00:00+02:00,0.2,728.14,5670.0,95.44,0.42,1875.56
2024-08-23 03:00:00+02:00,0.2,729.24,5670.0,95.45,0.39,1750.57
2024-08-23 04:00:00+02:00,0.3,755.56,5672.0,95.44,0.41,1621.61
2024-08-23 05:00:00+02:00,0.5,751.14,5672.0,95.54,0.75,1537.64
2024-08-23 06:00:00+02:00,0.2,777.33,5478.0,101.62,6.06,1425.95
2024-08-23 07:00:00+02:00,0.2,750.24,5479.0,109.33,39.81,1341.39
2024-08-23 08:00:00+02:00,0.2,762.83,5480.0,122.75,93.69,1265.38
2024-08-23 09:00:00+02:00,0.3,712.58,5478.0,147.37,158.1,1264.53
2024-08-23 10:00:00+02:00,40.8,712.98,5477.0,157.98,204.16,1387.99
2024-08-23 11:00:00+02:00,0.5,679.42,5480.0,183.09,247.78,1533.8
2024-08-23 12:00:00+02:00,0.5,686.02,5478.0,188.09,251.27,1611.61
2024-08-23 13:00:00+02:00,45.4,683.42,5478.0,191.16,232.65,1754.85
2024-08-23 14:00:00+02:00,60.4,495.83,5474.0,189.35,210.7,1930.1
2024-08-23 15:00:00+02:00,32.9,681.0,5474.0,174.66,167.75,2159.32
2024-08-23 16:00:00+02:00,0.5,732.11,5474.0,158.45,120.02,2452.05
2024-08-23 17:00:00+02:00,0.7,746.97,5488.0,147.57,70.56,2629.1
2024-08-23 18:00:00+02:00,0.5,797.28,5463.0,131.58,30.86,2721.63
2024-08-23 19:00:00+02:00,0.4,793.22,5463.0,123.29,5.07,2882.27
2024-08-23 20:00:00+02:00,0.2,790.73,5463.0,122.48,0.59,2920.72
2024-08-23 21:00:00+02:00,0.2,769.28,5463.0,119.54,0.41,2871.71
2024-08-23 22:00:00+02:00,0.3,676.98,5463.0,119.94,0.38,2875.92
2024-08-23 23:00:00+02:00,0.2,559.32,5463.0,119.44,0.41,2637.74
2024-08-24 00:00:00+02:00,0.2,582.32,5451.0,120.3,0.46,2504.28
2024-08-24 01:00:00+02:00,0.2,592.88,5453.0,120.31,0.4,2439.78
2024-08-24 02:00:00+02:00,0.2,590.35,5454.0,118.82,0.42,2359.43
2024-08-24 03:00:00+02:00,0.2,592.46,5456.0,118.33,0.39,2228.69
2024-08-24 04:00:00+02:00,0.3,593.96,5458.0,116.52,0.42,2121.05
2024-08-24 05:00:00+02:00,0.5,585.59,5459.0,117.07,1.23,2005.71
2024-08-24 06:00:00+02:00,0.3,524.39,5459.0,123.49,16.16,1812.09
2024-08-24 07:00:00+02:00,0.2,558.19,5459.0,153.9,91.96,1816.72
2024-08-24 08:00:00+02:00,0.2,581.16,5460.0,203.91,247.69,1760.48
2024-08-24 09:00:00+02:00,0.3,601.34,5460.0,267.99,437.76,1639.11
2024-08-24 10:00:00+02:00,0.4,617.65,5462.0,316.89,598.57,1438.37
2024-08-24 11:00:00+02:00,0.4,627.4,5462.0,357.9,724.21,1149.87
2024-08-24 12:00:00+02:00,0.4,669.53,5461.0,374.0,790.03,1097.56
2024-08-24 13:00:00+02:00,0.5,658.76,5464.0,368.48,784.95,1041.22
2024-08-24 14:00:00+02:00,0.4,650.69,5464.0,334.27,704.22,971.45
2024-08-24 15:00:00+02:00,0.4,634.06,5463.0,283.17,574.5,879.7
2024-08-24 16:00:00+02:00,0.3,617.24,5439.0,220.77,402.51,914.15
2024-08-24 17:00:00+02:00,0.6,808.87,5423.0,169.28,212.61,927.36
2024-08-24 18:00:00+02:00,0.5,797.57,5463.0,129.89,74.14,993.09
2024-08-24 19:00:00+02:00,0.4,798.94,5463.0,112.9,13.45,1130.86
2024-08-24 20:00:00+02:00,0.2,761.01,5463.0,111.38,0.83,1378.53
2024-08-24 21:00:00+02:00,0.2,762.13,5463.0,114.05,0.41,1574.62
2024-08-24 22:00:00+02:00,0.3,727.68,5463.0,115.95,0.34,1778.2
2024-08-24 23:00:00+02:00,0.2,500.25,5463.0,117.65,0.34,1875.92
2024-08-25 00:00:00+02:00,0.2,584.16,5486.0,116.36,0.35,1878.32
2024-08-25 01:00:00+02:00,0.2,584.31,5486.0,118.67,0.34,1988.46
2024-08-25 02:00:00+02:00,0.2,569.87,5481.0,116.78,0.35,1967.47
2024-08-25 03:00:00+02:00,0.2,621.22,5475.0,116.68,0.41,1860.08
2024-08-25 04:00:00+02:00,0.3,634.28,5478.0,115.37,0.43,1797.28
2024-08-25 05:00:00+02:00,0.5,633.55,5477.0,114.27,0.72,1661.18
2024-08-25 06:00:00+02:00,0.3,818.97,5477.0,117.04,7.49,1635.91
2024-08-25 07:00:00+02:00,0.2,820.94,5475.0,129.85,41.15,1636.86
2024-08-25 08:00:00+02:00,0.2,826.47,5478.0,155.36,104.08,1670.8
2024-08-25 09:00:00+02:00,0.3,792.99,5478.0,187.28,199.65,1727.63
2024-08-25 10:00:00+02:00,0.4,676.31,5478.0,228.18,313.88,1520.16
2024-08-25 11:00:00+02:00,0.4,672.74,5475.0,296.99,430.03,1649.21
2024-08-25 12:00:00+02:00,0.4,675.03,5475.0,314.7,524.91,1864.6
2024-08-25 13:00:00+02:00,0.5,690.99,5476.0,329.28,577.52,2031.4
2024-08-25 14:00:00+02:00,0.4,716.32,5473.0,325.57,606.73,2136.37
2024-08-25 15:00:00+02:00,0.4,706.98,5465.0,308.77,566.13,2196.98
2024-08-25 16:00:00+02:00,0.3,676.02,5465.0,267.5,458.03,2319.79
2024-08-25 17:00:00+02:00,0.5,669.44,5465.0,210.21,279.47,2674.43
2024-08-25 18:00:00+02:00,0.5,779.41,5465.0,153.71,120.21,2633.66
2024-08-25 19:00:00+02:00,0.4,770.22,5465.0,119.43,18.78,2523.91
2024-08-25 20:00:00+02:00,0.2,772.17,5465.0,112.03,0.91,2458.66
2024-08-25 21:00:00+02:00,0.2,698.54,5465.0,112.29,0.42,2371.85
2024-08-25 22:00:00+02:00,0.3,692.71,5465.0,112.89,0.37,2260.84
2024-08-25 23:00:00+02:00,0.2,694.55,5465.0,112.8,0.4,2135.6
2024-08-26 00:00:00+02:00,0.2,584.98,5491.0,107.14,0.38,1959.24
2024-08-26 01:00:00+02:00,0.2,573.07,5493.0,105.26,0.35,1901.94
2024-08-26 02:00:00+02:00,0.3,573.34,5496.0,105.37,0.4,1832.75
2024-08-26 03:00:00+02:00,0.2,630.83,5498.0,105.37,0.37,1831.49
2024-08-26 04:00:00+02:00,0.3,640.65,5499.0,105.56,0.41,1886.94
2024-08-26 05:00:00+02:00,0.6,639.92,5500.0,106.8,1.07,1999.3
2024-08-26 06:00:00+02:00,0.3,610.75,5500.0,114.63,12.72,2163.07
2024-08-26 07:00:00+02:00,0.2,655.44,5502.0,146.44,78.29,2197.58
2024-08-26 08:00:00+02:00,0.2,646.65,5503.0,190.55,196.87,2268.95
2024-08-26 09:00:00+02:00,0.3,658.76,5502.0,248.67,338.92,2370.06
2024-08-26 10:00:00+02:00,0.3,676.33,5497.0,304.98,485.36,2455.29
2024-08-26 11:00:00+02:00,0.4,654.49,5500.0,344.09,554.32,2559.28
2024-08-26 12:00:00+02:00,0.4,672.71,5465.0,353.79,576.86,2605.89
2024-08-26 13:00:00+02:00,0.4,692.39,5491.0,349.57,582.23,2610.0
2024-08-26 14:00:00+02:00,0.3,719.96,5494.0,327.16,547.25,2582.48
2024-08-26 15:00:00+02:00,0.3,679.98,5494.0,288.46,480.52,2551.17
2024-08-26 16:00:00+02:00,0.3,672.94,5494.0,233.32,340.99,2557.12
2024-08-26 17:00:00+02:00,0.5,610.27,5492.0,177.93,200.8,2469.33
2024-08-26 18:00:00+02:00,0.4,594.62,5492.0,132.43,77.89,2313.92
2024-08-26 19:00:00+02:00,0.2,651.07,5495.0,113.64,8.36,2094.91
2024-08-26 20:00:00+02:00,0.1,667.64,5495.0,109.5,0.7,1998.54
2024-08-26 21:00:00+02:00,0.1,669.46,5498.0,105.3,0.55,1915.98
2024-08-26 22:00:00+02:00,0.2,670.58,5500.0,105.1,0.52,1838.58
2024-08-26 23:00:00+02:00,0.2,685.99,5497.0,104.9,0.52,1747.27
2024-08-27 00:00:00+02:00,0.3,847.68,5500.0,93.49,0.26,1557.65
2024-08-27 01:00:00+02:00,0.2,878.08,5500.0,93.3,0.22,1465.1
2024-08-27 02:00:00+02:00,0.2,880.03,5500.0,93.01,0.2,1347.43
2024-08-27 03:00:00+02:00,0.2,878.68,5498.0,92.82,0.2,1265.24
2024-08-27 04:00:00+02:00,0.2,846.57,5498.0,92.61,0.21,1142.9
2024-08-27 05:00:00+02:00,0.2,742.38,5498.0,102.68,1.02,1123.11
2024-08-27 06:00:00+02:00,0.2,711.21,5499.0,110.66,11.11,1047.18
2024-08-27 07:00:00+02:00,0.2,745.38,5499.0,140.48,69.53,935.44
2024-08-27 08:00:00+02:00,0.3,1011.75,5501.0,179.79,194.2,875.41
2024-08-27 09:00:00+02:00,0.4,1014.92,5500.0,228.95,345.96,892.49
